variables="x","cf"
zone, t="CFL3D"
    0.27806397600000E-15    0.17402820300000E-01
    0.79999998000000E-03    0.22178767200000E-01
    0.16062649700000E-02    0.84676574900000E-02
    0.24188372800000E-02    0.71625025000000E-02
    0.32377592300000E-02    0.64375535600000E-02
    0.40630735500000E-02    0.59505966500000E-02
    0.48948228400000E-02    0.56389072000000E-02
    0.57330504100000E-02    0.54599857000000E-02
    0.65777995600000E-02    0.53883115800000E-02
    0.74291126800000E-02    0.53937044000000E-02
    0.82870340000000E-02    0.54412181500000E-02
    0.91516068200000E-02    0.54967100700000E-02
    0.10022874900000E-01    0.55364887200000E-02
    0.10900882100000E-01    0.55512376100000E-02
    0.11785673000000E-01    0.55428491900000E-02
    0.12677291400000E-01    0.55183246700000E-02
    0.13575782100000E-01    0.54849367600000E-02
    0.14481188700000E-01    0.54479953800000E-02
    0.15393557000000E-01    0.54105892800000E-02
    0.16312930700000E-01    0.53741657200000E-02
    0.17239356400000E-01    0.53391959500000E-02
    0.18172876900000E-01    0.53056511100000E-02
    0.19113540600000E-01    0.52732853200000E-02
    0.20061390500000E-01    0.52417945100000E-02
    0.21016471100000E-01    0.52109053400000E-02
    0.21978830900000E-01    0.51804147700000E-02
    0.22948514700000E-01    0.51502063900000E-02
    0.23925568900000E-01    0.51202387500000E-02
    0.24910038300000E-01    0.50905230500000E-02
    0.25901969500000E-01    0.50611100200000E-02
    0.26901409000000E-01    0.50320653200000E-02
    0.27908403400000E-01    0.50034509000000E-02
    0.28922999300000E-01    0.49753231000000E-02
    0.29945241300000E-01    0.49477317400000E-02
    0.30975179700000E-01    0.49207131400000E-02
    0.32012857500000E-01    0.48942845300000E-02
    0.33058326700000E-01    0.48684538300000E-02
    0.34111630200000E-01    0.48432238400000E-02
    0.35172816400000E-01    0.48185931500000E-02
    0.36241930000000E-01    0.47945524600000E-02
    0.37319023200000E-01    0.47710822000000E-02
    0.38404140600000E-01    0.47481646800000E-02
    0.39497330800000E-01    0.47257822000000E-02
    0.40598642100000E-01    0.47039198700000E-02
    0.41708119200000E-01    0.46825599900000E-02
    0.42825810600000E-01    0.46616806600000E-02
    0.43951764700000E-01    0.46412590900000E-02
    0.45086029900000E-01    0.46212738400000E-02
    0.46228654700000E-01    0.46017095400000E-02
    0.47379683700000E-01    0.45825522400000E-02
    0.48539169100000E-01    0.45637874900000E-02
    0.49707155700000E-01    0.45453989900000E-02
    0.50883695500000E-01    0.45273690500000E-02
    0.52068833300000E-01    0.45096785800000E-02
    0.53262621200000E-01    0.44923140700000E-02
    0.54465100200000E-01    0.44752638800000E-02
    0.55676326200000E-01    0.44585196300000E-02
    0.56896343800000E-01    0.44420710800000E-02
    0.58125197900000E-01    0.44259075100000E-02
    0.59362944200000E-01    0.44100168200000E-02
    0.60609627500000E-01    0.43943873600000E-02
    0.61865296200000E-01    0.43790065700000E-02
    0.63129998700000E-01    0.43638641900000E-02
    0.64403779800000E-01    0.43489537200000E-02
    0.65686695300000E-01    0.43342700200000E-02
    0.66978782400000E-01    0.43198061200000E-02
    0.68280100800000E-01    0.43055550200000E-02
    0.69590695200000E-01    0.42915097400000E-02
    0.70910617700000E-01    0.42776619100000E-02
    0.72239905600000E-01    0.42640040600000E-02
    0.73578611000000E-01    0.42505292200000E-02
    0.74926786100000E-01    0.42372304000000E-02
    0.76284475600000E-01    0.42241024800000E-02
    0.77651731700000E-01    0.42111375400000E-02
    0.79028599000000E-01    0.41983248700000E-02
    0.80415122200000E-01    0.41856491000000E-02
    0.81811353600000E-01    0.41730958000000E-02
    0.83217337700000E-01    0.41606524000000E-02
    0.84633126900000E-01    0.41483137800000E-02
    0.86058758200000E-01    0.41360762000000E-02
    0.87494298800000E-01    0.41239392000000E-02
    0.88939771100000E-01    0.41119018600000E-02
    0.90395242000000E-01    0.40999641600000E-02
    0.91860748800000E-01    0.40881279900000E-02
    0.93336343800000E-01    0.40763947200000E-02
    0.94822064000000E-01    0.40647643600000E-02
    0.96317969300000E-01    0.40532364500000E-02
    0.97824089200000E-01    0.40418086600000E-02
    0.99340491000000E-01    0.40304791200000E-02
    0.10086720400000E+00    0.40192469000000E-02
    0.10240428100000E+00    0.40081087500000E-02
    0.10395176700000E+00    0.39970637300000E-02
    0.10550970600000E+00    0.39861081200000E-02
    0.10707814200000E+00    0.39752386500000E-02
    0.10865712200000E+00    0.39644520700000E-02
    0.11024669600000E+00    0.39537474500000E-02
    0.11184690100000E+00    0.39431243200000E-02
    0.11345779200000E+00    0.39325812800000E-02
    0.11507939500000E+00    0.39221169400000E-02
    0.11671176600000E+00    0.39117289700000E-02
    0.11835495400000E+00    0.39014155000000E-02
    0.12000899000000E+00    0.38911749100000E-02
    0.12167392700000E+00    0.38810055700000E-02
    0.12334980100000E+00    0.38709053800000E-02
    0.12503665700000E+00    0.38608720100000E-02
    0.12673454000000E+00    0.38509031300000E-02
    0.12844349400000E+00    0.38409957200000E-02
    0.13016355000000E+00    0.38311476800000E-02
    0.13189475200000E+00    0.38213573900000E-02
    0.13363716000000E+00    0.38116243700000E-02
    0.13539078800000E+00    0.38019474600000E-02
    0.13715568200000E+00    0.37923250300000E-02
    0.13893190000000E+00    0.37827550000000E-02
    0.14071947300000E+00    0.37732354800000E-02
    0.14251841600000E+00    0.37637653300000E-02
    0.14432880300000E+00    0.37543429100000E-02
    0.14615066300000E+00    0.37449670500000E-02
    0.14798402800000E+00    0.37356359000000E-02
    0.14982892600000E+00    0.37263475800000E-02
    0.15168541700000E+00    0.37170997800000E-02
    0.15355351600000E+00    0.37078901700000E-02
    0.15543328200000E+00    0.36987152400000E-02
    0.15732473100000E+00    0.36895738400000E-02
    0.15922790800000E+00    0.36804648100000E-02
    0.16114284100000E+00    0.36713874400000E-02
    0.16306956100000E+00    0.36623403400000E-02
    0.16500812800000E+00    0.36533221100000E-02
    0.16695854100000E+00    0.36443311300000E-02
    0.16892086000000E+00    0.36353657500000E-02
    0.17089511500000E+00    0.36264241200000E-02
    0.17288132000000E+00    0.36175048400000E-02
    0.17487950600000E+00    0.36086058200000E-02
    0.17688973200000E+00    0.35997252000000E-02
    0.17891199900000E+00    0.35908611000000E-02
    0.18094635000000E+00    0.35820109800000E-02
    0.18299281600000E+00    0.35731713300000E-02
    0.18505141100000E+00    0.35643398300000E-02
    0.18712218100000E+00    0.35555157800000E-02
    0.18920515500000E+00    0.35466977900000E-02
    0.19130033300000E+00    0.35378844500000E-02
    0.19340777400000E+00    0.35290736700000E-02
    0.19552747900000E+00    0.35202635900000E-02
    0.19765947800000E+00    0.35114514200000E-02
