# Convergence of Cf at x=0.970084071 with grid size
variables="N","h^2=1/N","h=sqrt(1/N)","C_f,x=0.97"
208896.  4.78707e-6  2.18794e-3  2.68960232E-03
 52224.  1.91483e-5  4.37588e-3  2.68026255E-03
 13056.  7.65931e-5  8.75175e-3  2.65830220E-03
  3264.  3.06373e-4  1.75035e-2  2.61267205E-03
   816.  1.22549e-3  3.50070e-2  2.52649304E-03
