VARIABLES = "X","Y","Z","mut"
ZONE T="USM3D, grid 1"
    0.120791226E+01   -0.124999219E+00    0.000000000E+00    0.367474245E-10
    0.120791226E+01   -0.124999219E+00    0.499900020E-10    0.368947060E-10
    0.120791226E+01   -0.124999219E+00    0.744216433E-10    0.369667699E-10
    0.120791226E+01   -0.124999219E+00    0.499925578E-06    0.150705859E-08
    0.120791226E+01   -0.124999219E+00    0.499950010E-06    0.150713064E-08
    0.120791226E+01   -0.124999219E+00    0.500000000E-06    0.150727797E-08
    0.120791226E+01   -0.124999219E+00    0.500050010E-06    0.150842783E-08
    0.120791226E+01   -0.124999219E+00    0.500074452E-06    0.150899038E-08
    0.120791226E+01   -0.124999219E+00    0.100012855E-05    0.129863666E-07
    0.120791226E+01   -0.124999219E+00    0.100015299E-05    0.129869289E-07
    0.120791226E+01   -0.124999219E+00    0.100020300E-05    0.129880782E-07
    0.120791226E+01   -0.124999219E+00    0.100025305E-05    0.129923601E-07
    0.120791226E+01   -0.124999219E+00    0.100027751E-05    0.129944553E-07
    0.120791226E+01   -0.124999219E+00    0.150073949E-05    0.557368693E-07
    0.120791226E+01   -0.124999219E+00    0.150076395E-05    0.557389619E-07
    0.120791226E+01   -0.124999219E+00    0.150081400E-05    0.557432465E-07
    0.120791226E+01   -0.124999219E+00    0.150086411E-05    0.557542279E-07
    0.120791226E+01   -0.124999219E+00    0.150088860E-05    0.557596032E-07
    0.120791226E+01   -0.124999219E+00    0.200195940E-05    0.165385046E-06
    0.120791226E+01   -0.124999219E+00    0.200198389E-05    0.165390418E-06
    0.120791226E+01   -0.124999219E+00    0.200203400E-05    0.165401403E-06
    0.120791226E+01   -0.124999219E+00    0.200208419E-05    0.165424126E-06
    0.120791226E+01   -0.124999219E+00    0.200210873E-05    0.165435253E-06
    0.120791226E+01   -0.124999219E+00    0.250399428E-05    0.392206317E-06
    0.120791226E+01   -0.124999219E+00    0.250401881E-05    0.392217430E-06
    0.120791226E+01   -0.124999219E+00    0.250406900E-05    0.392240167E-06
    0.120791226E+01   -0.124999219E+00    0.250411930E-05    0.392281152E-06
    0.120791226E+01   -0.124999219E+00    0.250414388E-05    0.392301217E-06
    0.120791226E+01   -0.124999219E+00    0.300704812E-05    0.801526653E-06
    0.120791226E+01   -0.124999219E+00    0.300707270E-05    0.801546719E-06
    0.120791226E+01   -0.124999219E+00    0.300712300E-05    0.801587703E-06
    0.120791226E+01   -0.124999219E+00    0.300717342E-05    0.801655062E-06
    0.120791226E+01   -0.124999219E+00    0.300719806E-05    0.801688032E-06
    0.120791226E+01   -0.124999219E+00    0.351132494E-05    0.147424362E-05
    0.120791226E+01   -0.124999219E+00    0.351134958E-05    0.147427659E-05
    0.120791226E+01   -0.124999219E+00    0.351140000E-05    0.147434400E-05
    0.120791226E+01   -0.124999219E+00    0.351145056E-05    0.147444746E-05
    0.120791226E+01   -0.124999219E+00    0.351147527E-05    0.147449805E-05
    0.120791226E+01   -0.124999219E+00    0.401702973E-05    0.250747235E-05
    0.120791226E+01   -0.124999219E+00    0.401705444E-05    0.250752305E-05
    0.120791226E+01   -0.124999219E+00    0.401710500E-05    0.250762650E-05
    0.120791226E+01   -0.124999219E+00    0.401715572E-05    0.250777748E-05
    0.120791226E+01   -0.124999219E+00    0.401718051E-05    0.250785138E-05
    0.120791226E+01   -0.124999219E+00    0.452436949E-05    0.401531679E-05
    0.120791226E+01   -0.124999219E+00    0.452439428E-05    0.401539046E-05
    0.120791226E+01   -0.124999219E+00    0.452444500E-05    0.401554144E-05
    0.120791226E+01   -0.124999219E+00    0.452449591E-05    0.401575335E-05
    0.120791226E+01   -0.124999219E+00    0.452452079E-05    0.401585703E-05
    0.120791226E+01   -0.124999219E+00    0.503354821E-05    0.612977328E-05
    0.120791226E+01   -0.124999219E+00    0.503357309E-05    0.612987696E-05
    0.120791226E+01   -0.124999219E+00    0.503362400E-05    0.613008888E-05
    0.120791226E+01   -0.124999219E+00    0.503367511E-05    0.613037628E-05
    0.120791226E+01   -0.124999219E+00    0.503370009E-05    0.613051680E-05
    0.120791226E+01   -0.124999219E+00    0.554477491E-05    0.900177929E-05
    0.120791226E+01   -0.124999219E+00    0.554479989E-05    0.900192026E-05
    0.120791226E+01   -0.124999219E+00    0.554485100E-05    0.900220766E-05
    0.120791226E+01   -0.124999219E+00    0.554490234E-05    0.900258874E-05
    0.120791226E+01   -0.124999219E+00    0.554492743E-05    0.900277519E-05
    0.120791226E+01   -0.124999219E+00    0.605825757E-05    0.128024003E-04
    0.120791226E+01   -0.124999219E+00    0.605828266E-05    0.128025868E-04
    0.120791226E+01   -0.124999219E+00    0.605833400E-05    0.128029678E-04
    0.120791226E+01   -0.124999219E+00    0.605838558E-05    0.128034608E-04
    0.120791226E+01   -0.124999219E+00    0.605841079E-05    0.128037018E-04
    0.120791226E+01   -0.124999219E+00    0.657420421E-05    0.177241764E-04
    0.120791226E+01   -0.124999219E+00    0.657422942E-05    0.177244183E-04
    0.120791226E+01   -0.124999219E+00    0.657428100E-05    0.177249112E-04
    0.120791226E+01   -0.124999219E+00    0.657433285E-05    0.177255388E-04
    0.120791226E+01   -0.124999219E+00    0.657435819E-05    0.177258444E-04
    0.120791226E+01   -0.124999219E+00    0.709282481E-05    0.239826313E-04
    0.120791226E+01   -0.124999219E+00    0.709285015E-05    0.239829387E-04
