VARIABLES = "X","Y","Z","cp"
ZONE T="CFL3D, grid 1"
 -2.070739679E-02 0.000000000E+00 0.000000000E+00 2.897466905E-02
 -1.982525736E-02 0.000000000E+00 0.000000000E+00 2.919222601E-02
 -1.894979179E-02 0.000000000E+00 0.000000000E+00 2.941574343E-02
 -1.808070391E-02 0.000000000E+00 0.000000000E+00 2.965118177E-02
 -1.721770130E-02 0.000000000E+00 0.000000000E+00 2.989854105E-02
 -1.636049338E-02 0.000000000E+00 0.000000000E+00 3.015484102E-02
 -1.550879143E-02 0.000000000E+00 0.000000000E+00 3.042902239E-02
 -1.466230955E-02 0.000000000E+00 0.000000000E+00 3.071810491E-02
 -1.382076181E-02 0.000000000E+00 0.000000000E+00 3.102804907E-02
 -1.298386604E-02 0.000000000E+00 0.000000000E+00 3.135885671E-02
 -1.215134002E-02 0.000000000E+00 0.000000000E+00 3.171648458E-02
 -1.132290438E-02 0.000000000E+00 0.000000000E+00 3.210391477E-02
 -1.049827877E-02 0.000000000E+00 0.000000000E+00 3.252710775E-02
 -9.677186608E-03 0.000000000E+00 0.000000000E+00 3.299202397E-02
 -8.859351277E-03 0.000000000E+00 0.000000000E+00 3.351356462E-02
 -8.044498041E-03 0.000000000E+00 0.000000000E+00 3.410067037E-02
 -7.232351694E-03 0.000000000E+00 0.000000000E+00 3.476824239E-02
 -6.422639824E-03 0.000000000E+00 0.000000000E+00 3.556396440E-02
 -5.615089089E-03 0.000000000E+00 0.000000000E+00 3.653552011E-02
 -4.809428938E-03 0.000000000E+00 0.000000000E+00 3.769483045E-02
 -4.005386960E-03 0.000000000E+00 0.000000000E+00 3.895248845E-02
 -3.202693071E-03 0.000000000E+00 0.000000000E+00 4.047538713E-02
 -2.401077189E-03 0.000000000E+00 0.000000000E+00 4.372384027E-02
 -1.600269228E-03 0.000000000E+00 0.000000000E+00 5.239929631E-02
 -7.999999798E-04 0.000000000E+00 0.000000000E+00 6.607259810E-02
 0.000000000E+00 0.000000000E+00 0.000000000E+00 5.927767232E-02
 7.999999798E-04 0.000000000E+00 0.000000000E+00 3.064359911E-02
 1.606264967E-03 0.000000000E+00 0.000000000E+00 1.939322241E-02
 2.418837277E-03 0.000000000E+00 0.000000000E+00 2.186383493E-02
 3.237759229E-03 0.000000000E+00 0.000000000E+00 2.167310007E-02
 4.063073546E-03 0.000000000E+00 0.000000000E+00 2.246882208E-02
 4.894822836E-03 0.000000000E+00 0.000000000E+00 2.299334295E-02
 5.733050406E-03 0.000000000E+00 0.000000000E+00 2.350594290E-02
 6.577799562E-03 0.000000000E+00 0.000000000E+00 2.391423471E-02
 7.429112680E-03 0.000000000E+00 0.000000000E+00 2.427186258E-02
 8.287033997E-03 0.000000000E+00 0.000000000E+00 2.457584627E-02
 9.151606821E-03 0.000000000E+00 0.000000000E+00 2.484704740E-02
 1.002287492E-02 0.000000000E+00 0.000000000E+00 2.509142645E-02
 1.090088207E-02 0.000000000E+00 0.000000000E+00 2.530898340E-02
 1.178567298E-02 0.000000000E+00 0.000000000E+00 2.550567873E-02
 1.267729141E-02 0.000000000E+00 0.000000000E+00 2.568151243E-02
 1.357578207E-02 0.000000000E+00 0.000000000E+00 2.584542520E-02
 1.448118873E-02 0.000000000E+00 0.000000000E+00 2.598847635E-02
 1.539355703E-02 0.000000000E+00 0.000000000E+00 2.612556703E-02
 1.631293073E-02 0.000000000E+00 0.000000000E+00 2.624775656E-02
 1.723935641E-02 0.000000000E+00 0.000000000E+00 2.635802515E-02
 1.817287691E-02 0.000000000E+00 0.000000000E+00 2.646531351E-02
 1.911354065E-02 0.000000000E+00 0.000000000E+00 2.656068094E-02
 2.006139047E-02 0.000000000E+00 0.000000000E+00 2.665604837E-02
 2.101647109E-02 0.000000000E+00 0.000000000E+00 2.673949488E-02
 2.197883092E-02 0.000000000E+00 0.000000000E+00 2.682294138E-02
 2.294851467E-02 0.000000000E+00 0.000000000E+00 2.690042742E-02
 2.392556891E-02 0.000000000E+00 0.000000000E+00 2.697493322E-02
 2.491003834E-02 0.000000000E+00 0.000000000E+00 2.704645880E-02
 2.590196952E-02 0.000000000E+00 0.000000000E+00 2.711500414E-02
 2.690140903E-02 0.000000000E+00 0.000000000E+00 2.718354948E-02
 2.790840343E-02 0.000000000E+00 0.000000000E+00 2.724911459E-02
 2.892299928E-02 0.000000000E+00 0.000000000E+00 2.731467970E-02
 2.994524129E-02 0.000000000E+00 0.000000000E+00 2.737726457E-02
 3.097517975E-02 0.000000000E+00 0.000000000E+00 2.744282968E-02
 3.201285750E-02 0.000000000E+00 0.000000000E+00 2.750541456E-02
 3.305832669E-02 0.000000000E+00 0.000000000E+00 2.756799944E-02
 3.411163017E-02 0.000000000E+00 0.000000000E+00 2.763058431E-02
 3.517281637E-02 0.000000000E+00 0.000000000E+00 2.769316919E-02
 3.624192998E-02 0.000000000E+00 0.000000000E+00 2.775575407E-02
 3.731902316E-02 0.000000000E+00 0.000000000E+00 2.782131918E-02
 3.840414062E-02 0.000000000E+00 0.000000000E+00 2.788390405E-02
 3.949733078E-02 0.000000000E+00 0.000000000E+00 2.794946916E-02
 4.059864208E-02 0.000000000E+00 0.000000000E+00 2.801503427E-02
 4.170811921E-02 0.000000000E+00 0.000000000E+00 2.808059938E-02
 4.282581061E-02 0.000000000E+00 0.000000000E+00 2.814616449E-02
 4.395176470E-02 0.000000000E+00 0.000000000E+00 2.821769007E-02
 4.508602992E-02 0.000000000E+00 0.000000000E+00 2.828325517E-02
 4.622865468E-02 0.000000000E+00 0.000000000E+00 2.835478075E-02
 4.737968370E-02 0.000000000E+00 0.000000000E+00 2.842630632E-02
 4.853916913E-02 0.000000000E+00 0.000000000E+00 2.849783190E-02
 4.970715567E-02 0.000000000E+00 0.000000000E+00 2.857233770E-02
 5.088369548E-02 0.000000000E+00 0.000000000E+00 2.864684351E-02
 5.206883326E-02 0.000000000E+00 0.000000000E+00 2.872134931E-02
 5.326262116E-02 0.000000000E+00 0.000000000E+00 2.880181558E-02
 5.446510017E-02 0.000000000E+00 0.000000000E+00 2.888228185E-02
 5.567632616E-02 0.000000000E+00 0.000000000E+00 2.896870859E-02
 5.567632616E-02 0.000000000E+00 0.000000000E+00 2.896870859E-02
 5.689634383E-02 0.000000000E+00 0.000000000E+00 2.904619463E-02
 5.812519789E-02 0.000000000E+00 0.000000000E+00 2.912368067E-02
 5.936294422E-02 0.000000000E+00 0.000000000E+00 2.921010740E-02
 6.060962752E-02 0.000000000E+00 0.000000000E+00 2.929653414E-02
 6.186529621E-02 0.000000000E+00 0.000000000E+00 2.938594110E-02
 6.312999874E-02 0.000000000E+00 0.000000000E+00 2.947534807E-02
 6.440377980E-02 0.000000000E+00 0.000000000E+00 2.956773527E-02
 6.568669528E-02 0.000000000E+00 0.000000000E+00 2.966012247E-02
 6.697878242E-02 0.000000000E+00 0.000000000E+00 2.975548990E-02
 6.828010082E-02 0.000000000E+00 0.000000000E+00 2.985383756E-02
 6.959069520E-02 0.000000000E+00 0.000000000E+00 2.995218523E-02
 7.091061771E-02 0.000000000E+00 0.000000000E+00 3.005351312E-02
 7.223990560E-02 0.000000000E+00 0.000000000E+00 3.015782125E-02
 7.357861102E-02 0.000000000E+00 0.000000000E+00 3.026212938E-02
 7.492678612E-02 0.000000000E+00 0.000000000E+00 3.036941774E-02
 7.628447562E-02 0.000000000E+00 0.000000000E+00 3.047968633E-02
 7.765173167E-02 0.000000000E+00 0.000000000E+00 3.058995493E-02
 7.902859896E-02 0.000000000E+00 0.000000000E+00 3.070320375E-02
 8.041512221E-02 0.000000000E+00 0.000000000E+00 3.081943281E-02
 8.181135356E-02 0.000000000E+00 0.000000000E+00 3.093566187E-02
 8.321733773E-02 0.000000000E+00 0.000000000E+00 3.105785139E-02
 8.463312685E-02 0.000000000E+00 0.000000000E+00 3.118004091E-02
 8.605875820E-02 0.000000000E+00 0.000000000E+00 3.130521253E-02
 8.749429882E-02 0.000000000E+00 0.000000000E+00 3.143336251E-02
 8.893977106E-02 0.000000000E+00 0.000000000E+00 3.156151250E-02
 9.039524198E-02 0.000000000E+00 0.000000000E+00 3.169562295E-02
 9.186074883E-02 0.000000000E+00 0.000000000E+00 3.182973340E-02
 9.333634377E-02 0.000000000E+00 0.000000000E+00 3.196682408E-02
 9.482206404E-02 0.000000000E+00 0.000000000E+00 3.210689500E-02
 9.631796926E-02 0.000000000E+00 0.000000000E+00 3.224994615E-02
 9.782408923E-02 0.000000000E+00 0.000000000E+00 3.239597753E-02
 9.934049100E-02 0.000000000E+00 0.000000000E+00 3.254498914E-02
 1.008672044E-01 0.000000000E+00 0.000000000E+00 3.269698098E-02
 1.024042815E-01 0.000000000E+00 0.000000000E+00 3.284897283E-02
 1.039517671E-01 0.000000000E+00 0.000000000E+00 3.300692514E-02
 1.055097058E-01 0.000000000E+00 0.000000000E+00 3.316487744E-02
 1.070781425E-01 0.000000000E+00 0.000000000E+00 3.333177045E-02
 1.086571217E-01 0.000000000E+00 0.000000000E+00 3.349866346E-02
 1.102466956E-01 0.000000000E+00 0.000000000E+00 3.366555646E-02
 1.118469015E-01 0.000000000E+00 0.000000000E+00 3.383840993E-02
 1.134577915E-01 0.000000000E+00 0.000000000E+00 3.401424363E-02
 1.150793955E-01 0.000000000E+00 0.000000000E+00 3.419603780E-02
 1.167117655E-01 0.000000000E+00 0.000000000E+00 3.438081220E-02
 1.183549538E-01 0.000000000E+00 0.000000000E+00 3.456558660E-02
 1.200089902E-01 0.000000000E+00 0.000000000E+00 3.475632146E-02
 1.216739267E-01 0.000000000E+00 0.000000000E+00 3.495003656E-02
 1.233498007E-01 0.000000000E+00 0.000000000E+00 3.514673188E-02
 1.250366569E-01 0.000000000E+00 0.000000000E+00 3.534938768E-02
 1.267345399E-01 0.000000000E+00 0.000000000E+00 3.555502370E-02
 1.284434944E-01 0.000000000E+00 0.000000000E+00 3.576363996E-02
 1.301635504E-01 0.000000000E+00 0.000000000E+00 3.597821668E-02
 1.318947524E-01 0.000000000E+00 0.000000000E+00 3.619577363E-02
 1.336371601E-01 0.000000000E+00 0.000000000E+00 3.641929105E-02
 1.353907883E-01 0.000000000E+00 0.000000000E+00 3.664578870E-02
 1.371556818E-01 0.000000000E+00 0.000000000E+00 3.687824681E-02
 1.389319003E-01 0.000000000E+00 0.000000000E+00 3.711368516E-02
 1.407194734E-01 0.000000000E+00 0.000000000E+00 3.735508397E-02
 1.425184160E-01 0.000000000E+00 0.000000000E+00 3.759946302E-02
 1.443288028E-01 0.000000000E+00 0.000000000E+00 3.784980252E-02
 1.461506635E-01 0.000000000E+00 0.000000000E+00 3.810610250E-02
 1.479840279E-01 0.000000000E+00 0.000000000E+00 3.836836293E-02
 1.498289257E-01 0.000000000E+00 0.000000000E+00 3.863658383E-02
 1.516854167E-01 0.000000000E+00 0.000000000E+00 3.890480474E-02
 1.535535157E-01 0.000000000E+00 0.000000000E+00 3.918494657E-02
 1.554332823E-01 0.000000000E+00 0.000000000E+00 3.946508840E-02
 1.573247313E-01 0.000000000E+00 0.000000000E+00 3.975715116E-02
 1.592279077E-01 0.000000000E+00 0.000000000E+00 4.004921392E-02
 1.611428410E-01 0.000000000E+00 0.000000000E+00 4.035021737E-02
 1.630695611E-01 0.000000000E+00 0.000000000E+00 4.065718129E-02
 1.650081277E-01 0.000000000E+00 0.000000000E+00 4.097308591E-02
 1.669585407E-01 0.000000000E+00 0.000000000E+00 4.129197076E-02
 1.689208597E-01 0.000000000E+00 0.000000000E+00 4.161979631E-02
 1.708951145E-01 0.000000000E+00 0.000000000E+00 4.195358232E-02
 1.728813201E-01 0.000000000E+00 0.000000000E+00 4.229630902E-02
 1.748795062E-01 0.000000000E+00 0.000000000E+00 4.264201596E-02
 1.768897325E-01 0.000000000E+00 0.000000000E+00 4.299964383E-02
 1.789119989E-01 0.000000000E+00 0.000000000E+00 4.336621240E-02
 1.809463501E-01 0.000000000E+00 0.000000000E+00 4.373874143E-02
 1.829928160E-01 0.000000000E+00 0.000000000E+00 4.411723092E-02
 1.850514114E-01 0.000000000E+00 0.000000000E+00 4.450764135E-02
 1.871221811E-01 0.000000000E+00 0.000000000E+00 4.490401223E-02
 1.892051548E-01 0.000000000E+00 0.000000000E+00 4.531230405E-02
 1.913003325E-01 0.000000000E+00 0.000000000E+00 4.572655633E-02
 1.934077740E-01 0.000000000E+00 0.000000000E+00 4.615272954E-02
 1.955274791E-01 0.000000000E+00 0.000000000E+00 4.658784345E-02
 1.976594776E-01 0.000000000E+00 0.000000000E+00 4.703189805E-02
 1.998037994E-01 0.000000000E+00 0.000000000E+00 4.749085382E-02
 2.019604743E-01 0.000000000E+00 0.000000000E+00 4.796024039E-02
 2.019604743E-01 0.000000000E+00 0.000000000E+00 4.796024039E-02
 2.041295022E-01 0.000000000E+00 0.000000000E+00 4.843558744E-02
 2.063109279E-01 0.000000000E+00 0.000000000E+00 4.892136529E-02
 2.085047662E-01 0.000000000E+00 0.000000000E+00 4.941906407E-02
 2.107110322E-01 0.000000000E+00 0.000000000E+00 4.993166402E-02
 2.129297554E-01 0.000000000E+00 0.000000000E+00 5.045618489E-02
 2.151609361E-01 0.000000000E+00 0.000000000E+00 5.099262670E-02
 2.174046040E-01 0.000000000E+00 0.000000000E+00 5.154396966E-02
 2.196607888E-01 0.000000000E+00 0.000000000E+00 5.210723355E-02
 2.219294906E-01 0.000000000E+00 0.000000000E+00 5.268539861E-02
 2.242107242E-01 0.000000000E+00 0.000000000E+00 5.327846482E-02
 2.265045196E-01 0.000000000E+00 0.000000000E+00 5.388643220E-02
 2.288108766E-01 0.000000000E+00 0.000000000E+00 5.451228097E-02
 2.311298251E-01 0.000000000E+00 0.000000000E+00 5.515005067E-02
 2.334613651E-01 0.000000000E+00 0.000000000E+00 5.580570176E-02
 2.358054966E-01 0.000000000E+00 0.000000000E+00 5.648221448E-02
 2.381622493E-01 0.000000000E+00 0.000000000E+00 5.717362836E-02
 2.405316383E-01 0.000000000E+00 0.000000000E+00 5.788292363E-02
 2.429136485E-01 0.000000000E+00 0.000000000E+00 5.861308053E-02
 2.453083098E-01 0.000000000E+00 0.000000000E+00 5.936409906E-02
 2.477156222E-01 0.000000000E+00 0.000000000E+00 6.013299897E-02
 2.501356006E-01 0.000000000E+00 0.000000000E+00 6.092872098E-02
 2.525682449E-01 0.000000000E+00 0.000000000E+00 6.173934415E-02
 2.550135255E-01 0.000000000E+00 0.000000000E+00 6.257976592E-02
 2.574715018E-01 0.000000000E+00 0.000000000E+00 6.344403327E-02
 2.599421442E-01 0.000000000E+00 0.000000000E+00 6.432916224E-02
 2.624254823E-01 0.000000000E+00 0.000000000E+00 6.524409354E-02
 2.649214864E-01 0.000000000E+00 0.000000000E+00 6.618584692E-02
 2.674301565E-01 0.000000000E+00 0.000000000E+00 6.715740263E-02
 2.699515224E-01 0.000000000E+00 0.000000000E+00 6.815876067E-02
 2.724855542E-01 0.000000000E+00 0.000000000E+00 6.918992102E-02
 2.750322521E-01 0.000000000E+00 0.000000000E+00 7.025684416E-02
 2.775916159E-01 0.000000000E+00 0.000000000E+00 7.135953009E-02
 2.801636457E-01 0.000000000E+00 0.000000000E+00 7.249201834E-02
 2.827483416E-01 0.000000000E+00 0.000000000E+00 7.366921008E-02
 2.853456736E-01 0.000000000E+00 0.000000000E+00 7.488514483E-02
 2.879556417E-01 0.000000000E+00 0.000000000E+00 7.614280283E-02
 2.905782461E-01 0.000000000E+00 0.000000000E+00 7.744814456E-02
 2.932134569E-01 0.000000000E+00 0.000000000E+00 7.879818976E-02
 2.958613038E-01 0.000000000E+00 0.000000000E+00 8.020485938E-02
 2.985217273E-01 0.000000000E+00 0.000000000E+00 8.166219294E-02
 3.011947274E-01 0.000000000E+00 1.512503837E-11 8.318211138E-02
 3.038803041E-01 0.000000000E+00 1.682744721E-09 8.476163447E-02
 3.065784574E-01 0.000000000E+00 1.389767146E-08 8.641566336E-02
 3.092890978E-01 0.000000000E+00 5.523227031E-08 8.814121783E-02
 3.120122850E-01 0.000000000E+00 1.543813255E-07 8.994127810E-02
 3.147479594E-01 0.000000000E+00 3.505594748E-07 9.181882441E-02
 3.174961209E-01 0.000000000E+00 6.938847150E-07 9.377683699E-02
 3.202567399E-01 0.000000000E+00 1.245746489E-06 9.581531584E-02
 3.230297565E-01 0.000000000E+00 2.079155820E-06 9.793426096E-02
 3.258152306E-01 0.000000000E+00 3.279076509E-06 1.001336724E-01
 3.286130428E-01 0.000000000E+00 4.942734904E-06 1.024105698E-01
 3.314232230E-01 0.000000000E+00 7.179905424E-06 1.047679335E-01
 3.342457414E-01 0.000000000E+00 1.011317181E-05 1.072027832E-01
 3.370805681E-01 0.000000000E+00 1.387816155E-05 1.097091585E-01
 3.399276435E-01 0.000000000E+00 1.862374666E-05 1.122900397E-01
 3.427869678E-01 0.000000000E+00 2.451221917E-05 1.149424464E-01
 3.456584811E-01 0.000000000E+00 3.171943172E-05 1.176574379E-01
 3.485421836E-01 0.000000000E+00 4.043490117E-05 1.204379946E-01
 3.514380157E-01 0.000000000E+00 5.086186138E-05 1.232751757E-01
 3.543459177E-01 0.000000000E+00 6.321731053E-05 1.261630207E-01
 3.572659194E-01 0.000000000E+00 7.773198013E-05 1.291015297E-01
 3.601979017E-01 0.000000000E+00 9.465029871E-05 1.320847422E-01
 3.631418645E-01 0.000000000E+00 1.142302426E-04 1.351037174E-01
 3.660977483E-01 0.000000000E+00 1.367432269E-04 1.381554753E-01
 3.690654933E-01 0.000000000E+00 1.624739089E-04 1.412310749E-01
 3.720450699E-01 0.000000000E+00 1.917198824E-04 1.443305165E-01
 3.750364482E-01 0.000000000E+00 2.247914090E-04 1.474388987E-01
 3.780395389E-01 0.000000000E+00 2.620111045E-04 1.505502611E-01
 3.810542822E-01 0.000000000E+00 3.037134593E-04 1.536705643E-01
 3.840806186E-01 0.000000000E+00 3.502443142E-04 1.567729861E-01
 3.871185184E-01 0.000000000E+00 4.019605112E-04 1.598575264E-01
 3.901678622E-01 0.000000000E+00 4.592291079E-04 1.629212052E-01
 3.932286203E-01 0.000000000E+00 5.224268534E-04 1.659461409E-01
 3.963007331E-01 0.000000000E+00 5.919394316E-04 1.689382941E-01
 3.993840814E-01 0.000000000E+00 6.681605591E-04 1.718768030E-01
 4.024785757E-01 0.000000000E+00 7.514915196E-04 1.747527272E-01
 4.055841863E-01 0.000000000E+00 8.423398249E-04 1.775720268E-01
 4.087007940E-01 0.000000000E+00 9.411186329E-04 1.803078800E-01
 4.118283093E-01 0.000000000E+00 1.048245234E-03 1.829692274E-01
 4.149666429E-01 0.000000000E+00 1.164140762E-03 1.855322272E-01
 4.181156456E-01 0.000000000E+00 1.289227977E-03 1.879968792E-01
 4.212752879E-01 0.000000000E+00 1.423931331E-03 1.903542429E-01
 4.244453907E-01 0.000000000E+00 1.568674459E-03 1.925864369E-01
 4.276258647E-01 0.000000000E+00 1.723879948E-03 1.946994215E-01
 4.308166206E-01 0.000000000E+00 1.889967127E-03 1.966723353E-01
 4.340174794E-01 0.000000000E+00 2.067351714E-03 1.985051781E-01
 4.372283220E-01 0.000000000E+00 2.256442327E-03 2.001800686E-01
 4.404490292E-01 0.000000000E+00 2.457642695E-03 2.017029673E-01
 4.404490292E-01 0.000000000E+00 2.457642695E-03 2.017029673E-01
 4.436794519E-01 0.000000000E+00 2.671345137E-03 2.030559927E-01
 4.469194710E-01 0.000000000E+00 2.897934290E-03 2.042123228E-01
 4.501688778E-01 0.000000000E+00 3.137781750E-03 2.051987797E-01
 4.534275532E-01 0.000000000E+00 3.391245380E-03 2.059766203E-01
 4.566953778E-01 0.000000000E+00 3.658670466E-03 2.065547854E-01
 4.599721134E-01 0.000000000E+00 3.940382507E-03 2.069273144E-01
 4.632576406E-01 0.000000000E+00 4.236692097E-03 2.070644051E-01
 4.665518105E-01 0.000000000E+00 4.547889810E-03 2.069839388E-01
 4.698544145E-01 0.000000000E+00 4.874242470E-03 2.066650540E-01
 4.731652737E-01 0.000000000E+00 5.215997808E-03 2.060868889E-01
 4.764842689E-01 0.000000000E+00 5.573380738E-03 2.052673250E-01
 4.798111618E-01 0.000000000E+00 5.946584977E-03 2.041855007E-01
 4.831458032E-01 0.000000000E+00 6.335783284E-03 2.028235346E-01
 4.864880145E-01 0.000000000E+00 6.741120480E-03 2.011903673E-01
 4.898376465E-01 0.000000000E+00 7.162709255E-03 1.992740780E-01
 4.931944907E-01 0.000000000E+00 7.600631565E-03 1.970567852E-01
 4.965583980E-01 0.000000000E+00 8.054943755E-03 1.945355088E-01
 4.999292195E-01 0.000000000E+00 8.525667712E-03 1.917102486E-01
 5.033067465E-01 0.000000000E+00 9.012788534E-03 1.885690838E-01
 5.066908002E-01 0.000000000E+00 9.516260587E-03 1.851000935E-01
 5.100812912E-01 0.000000000E+00 1.003600657E-02 1.812943369E-01
 5.134780407E-01 0.000000000E+00 1.057191286E-02 1.771547943E-01
 5.168808699E-01 0.000000000E+00 1.112382859E-02 1.726755053E-01
 5.202897191E-01 0.000000000E+00 1.169156283E-02 1.678356081E-01
 5.237043500E-01 0.000000000E+00 1.227490045E-02 1.626321226E-01
 5.271247625E-01 0.000000000E+00 1.287358347E-02 1.570680290E-01
 5.305507779E-01 0.000000000E+00 1.348731853E-02 1.511284262E-01
 5.339823365E-01 0.000000000E+00 1.411577594E-02 1.448162943E-01
 5.374191999E-01 0.000000000E+00 1.475858502E-02 1.381167322E-01
 5.408614874E-01 0.000000000E+00 1.541534904E-02 1.310237795E-01
 5.443089604E-01 0.000000000E+00 1.608563215E-02 1.235433966E-01
 5.477616787E-01 0.000000000E+00 1.676896401E-02 1.156606823E-01
 5.512195230E-01 0.000000000E+00 1.746483333E-02 1.073726565E-01
 5.546824932E-01 0.000000000E+00 1.817270182E-02 9.868229926E-02
 5.581504703E-01 0.000000000E+00 1.889199205E-02 8.957768977E-02
 5.616235137E-01 0.000000000E+00 1.962209865E-02 8.005882800E-02
 5.651015639E-01 0.000000000E+00 2.036238275E-02 7.012571394E-02
 5.685847402E-01 0.000000000E+00 2.111217193E-02 5.977239087E-02
 5.720728636E-01 0.000000000E+00 2.187076211E-02 4.900481179E-02
 5.755661130E-01 0.000000000E+00 2.263742127E-02 3.781403974E-02
 5.790644884E-01 0.000000000E+00 2.341138572E-02 2.620603330E-02
 5.825679898E-01 0.000000000E+00 2.419186570E-02 1.418377645E-02
 5.860767365E-01 0.000000000E+00 2.497803792E-02 1.741307089E-03
 5.895906687E-01 0.000000000E+00 2.576905861E-02 -1.110945456E-02
 5.931099653E-01 0.000000000E+00 2.656405792E-02 -2.436552756E-02
 5.966346264E-01 0.000000000E+00 2.736213617E-02 -3.802691028E-02
 6.001648307E-01 0.000000000E+00 2.816237323E-02 -5.208168551E-02
 6.037005186E-01 0.000000000E+00 2.896382287E-02 -6.652091444E-02
 6.072419286E-01 0.000000000E+00 2.976552024E-02 -8.134160936E-02
 6.107890606E-01 0.000000000E+00 3.056647629E-02 -9.652589262E-02
 6.143419743E-01 0.000000000E+00 3.136568516E-02 -1.120648235E-01
 6.179008484E-01 0.000000000E+00 3.216211870E-02 -1.279435009E-01
 6.214657426E-01 0.000000000E+00 3.295473382E-02 -1.441440433E-01
 6.250367761E-01 0.000000000E+00 3.374247625E-02 -1.606455892E-01
 6.286140084E-01 0.000000000E+00 3.452426195E-02 -1.774332374E-01
 6.321974993E-01 0.000000000E+00 3.529901057E-02 -1.944861263E-01
 6.357874274E-01 0.000000000E+00 3.606562316E-02 -2.117714733E-01
 6.393837333E-01 0.000000000E+00 3.682298586E-02 -2.292654365E-01
 6.429865360E-01 0.000000000E+00 3.756998479E-02 -2.469411939E-01
 6.465959549E-01 0.000000000E+00 3.830549493E-02 -2.647659481E-01
 6.502119303E-01 0.000000000E+00 3.902838752E-02 -2.827039659E-01
 6.538345814E-01 0.000000000E+00 3.973753378E-02 -3.007164896E-01
 6.574639082E-01 0.000000000E+00 4.043180123E-02 -3.187647760E-01
 6.610997915E-01 0.000000000E+00 4.111006483E-02 -3.368130624E-01
 6.647424102E-01 0.000000000E+00 4.177120328E-02 -3.548047245E-01
 6.683915854E-01 0.000000000E+00 4.241409525E-02 -3.727010190E-01
 6.720473170E-01 0.000000000E+00 4.303764552E-02 -3.904512823E-01
 6.757094860E-01 0.000000000E+00 4.364075884E-02 -4.080048501E-01
 6.793780923E-01 0.000000000E+00 4.422235861E-02 -4.253021181E-01
 6.830529571E-01 0.000000000E+00 4.478140175E-02 -4.422954023E-01
 6.867339015E-01 0.000000000E+00 4.531684890E-02 -4.589221179E-01
 6.904208660E-01 0.000000000E+00 4.582770541E-02 -4.751256406E-01
 6.941135526E-01 0.000000000E+00 4.631299525E-02 -4.908493459E-01
 6.978118420E-01 0.000000000E+00 4.677178338E-02 -5.060366392E-01
 7.015154362E-01 0.000000000E+00 4.720317200E-02 -5.206218958E-01
 7.052240968E-01 0.000000000E+00 4.760630429E-02 -5.345455408E-01
 7.089375854E-01 0.000000000E+00 4.798036441E-02 -5.477539301E-01
 7.126555443E-01 0.000000000E+00 4.832459241E-02 -5.601904392E-01
 7.163776159E-01 0.000000000E+00 4.863828048E-02 -5.717984438E-01
 7.201035023E-01 0.000000000E+00 4.892076924E-02 -5.825272799E-01
 7.238328457E-01 0.000000000E+00 4.917147011E-02 -5.923352242E-01
 7.275652289E-01 0.000000000E+00 4.938984662E-02 -6.011745930E-01
 7.313002348E-01 0.000000000E+00 4.957543686E-02 -6.089917421E-01
 7.350375056E-01 0.000000000E+00 4.972783476E-02 -6.157598495E-01
 7.387765050E-01 0.000000000E+00 4.984671250E-02 -6.214491129E-01
 7.425169349E-01 0.000000000E+00 4.993180931E-02 -6.260267496E-01
 7.462582588E-01 0.000000000E+00 4.998294264E-02 -6.294838190E-01
 7.500000000E-01 0.000000000E+00 5.000000075E-02 -6.318247914E-01
 7.500000000E-01 0.000000000E+00 5.000000075E-02 -6.318247914E-01
 7.537417412E-01 0.000000000E+00 4.998294264E-02 -6.330124140E-01
 7.574830651E-01 0.000000000E+00 4.993180931E-02 -6.330213547E-01
 7.612234950E-01 0.000000000E+00 4.984670877E-02 -6.318978071E-01
 7.649624944E-01 0.000000000E+00 4.972783104E-02 -6.296387911E-01
 7.686997652E-01 0.000000000E+00 4.957543314E-02 -6.262592077E-01
 7.724347711E-01 0.000000000E+00 4.938984662E-02 -6.217918396E-01
 7.761671543E-01 0.000000000E+00 4.917146638E-02 -6.162635088E-01
 7.798964977E-01 0.000000000E+00 4.892076552E-02 -6.096861362E-01
 7.836223841E-01 0.000000000E+00 4.863827303E-02 -6.021163464E-01
 7.873444557E-01 0.000000000E+00 4.832458869E-02 -5.935988426E-01
 7.910624146E-01 0.000000000E+00 4.798035696E-02 -5.841723680E-01
 7.947759032E-01 0.000000000E+00 4.760629684E-02 -5.738846064E-01
 7.984845638E-01 0.000000000E+00 4.720316455E-02 -5.627892017E-01
 8.021881580E-01 0.000000000E+00 4.677177593E-02 -5.509487391E-01
 8.058864474E-01 0.000000000E+00 4.631298780E-02 -5.384109020E-01
 8.095791340E-01 0.000000000E+00 4.582769424E-02 -5.252263546E-01
 8.132660985E-01 0.000000000E+00 4.531684145E-02 -5.114696026E-01
 8.169470429E-01 0.000000000E+00 4.478139058E-02 -4.971882999E-01
 8.206219077E-01 0.000000000E+00 4.422235116E-02 -4.824421108E-01
 8.242905140E-01 0.000000000E+00 4.364074767E-02 -4.672906101E-01
 8.279526830E-01 0.000000000E+00 4.303763434E-02 -4.517904222E-01
 8.316084146E-01 0.000000000E+00 4.241408408E-02 -4.359951913E-01
 8.352575898E-01 0.000000000E+00 4.177119210E-02 -4.199615419E-01
 8.389002085E-01 0.000000000E+00 4.111005366E-02 -4.037371576E-01
