VARIABLES = "X","Y","Z","u","v","w","cp"
ZONE T="CFL3D, grid 1"
 1.207912207E+00 -1.250000000E-01 0.000000000E+00 0.000000000E+00 0.000000000E+00 0.000000000E+00 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.999999987E-07 3.685997799E-04 -1.470222742E-05 -1.731577243E-10 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.000203383E-06 7.373214466E-04 -2.941786988E-05 -5.856406471E-10 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.500813596E-06 1.106314827E-03 -4.415293006E-05 -1.261949434E-09 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.002034307E-06 1.475730212E-03 -5.891341789E-05 -2.211683281E-09 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.504069471E-06 1.845717547E-03 -7.370537787E-05 -3.435203455E-09 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.007123041E-06 2.216427121E-03 -8.853485633E-05 -4.935241549E-09 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.511400109E-06 2.588009229E-03 -1.034079323E-04 -6.714378387E-09 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.017105312E-06 2.960615326E-03 -1.183307104E-04 -8.775804972E-09 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.524444648E-06 3.334396053E-03 -1.333093242E-04 -1.112313885E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 5.033624348E-06 3.709503217E-03 -1.483499218E-04 -1.376046832E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 5.544851319E-06 4.086088389E-03 -1.634587243E-04 -1.669236838E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 6.058334293E-06 4.464305006E-03 -1.786419307E-04 -1.992390075E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 6.574281088E-06 4.844305106E-03 -1.939058420E-04 -2.346060413E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 7.092902251E-06 5.226242356E-03 -2.092567302E-04 -2.730853765E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 7.614408787E-06 5.610271823E-03 -2.247009397E-04 -3.147426852E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 8.139012607E-06 5.996548571E-03 -2.402448881E-04 -3.596489151E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 8.666926988E-06 6.385227665E-03 -2.558950218E-04 -4.078803428E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 9.198367479E-06 6.776466500E-03 -2.716577728E-04 -4.595188230E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 9.733548723E-06 7.170420606E-03 -2.875396749E-04 -5.146516813E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.027268991E-05 7.567250635E-03 -3.035473637E-04 -5.733722830E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.081600931E-05 7.967115380E-03 -3.196874750E-04 -6.357798554E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.136372885E-05 8.370174095E-03 -3.359667026E-04 -7.019796300E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.191607043E-05 8.776588365E-03 -3.523917403E-04 -7.720832684E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.247325872E-05 9.186519310E-03 -3.689694568E-04 -8.462085788E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.303552108E-05 9.600133635E-03 -3.857067495E-04 -9.244807586E-08 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.360308670E-05 1.001759060E-02 -4.026104871E-04 -1.007031116E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.417618478E-05 1.043906063E-02 -4.196877708E-04 -1.093998563E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.475504905E-05 1.086470857E-02 -4.369455564E-04 -1.185528902E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.533991599E-05 1.129470114E-02 -4.543911491E-04 -1.281776179E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.593102206E-05 1.172920968E-02 -4.720315628E-04 -1.382901331E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.652860919E-05 1.216840092E-02 -4.898741608E-04 -1.489074037E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.713291931E-05 1.261245087E-02 -5.079263356E-04 -1.600472359E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.774419979E-05 1.306152809E-02 -5.261953920E-04 -1.717282601E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.836269621E-05 1.351580862E-02 -5.446890136E-04 -1.839700303E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.898866321E-05 1.397546567E-02 -5.634144763E-04 -1.967929677E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 1.962235365E-05 1.444067713E-02 -5.823796964E-04 -2.102185732E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.026402581E-05 1.491161622E-02 -6.015921244E-04 -2.242691579E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.091394163E-05 1.538846642E-02 -6.210596184E-04 -2.389682265E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.157236304E-05 1.587140374E-02 -6.407900364E-04 -2.543402786E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.223956108E-05 1.636060514E-02 -6.607912364E-04 -2.704108226E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.291580495E-05 1.685625501E-02 -6.810710183E-04 -2.872066318E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.360136932E-05 1.735853404E-02 -7.016375894E-04 -3.047555879E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.429653614E-05 1.786762290E-02 -7.224988658E-04 -3.230868231E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.500158553E-05 1.838370413E-02 -7.436629967E-04 -3.422306634E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.571680307E-05 1.890696026E-02 -7.651380729E-04 -3.622187990E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.644248343E-05 1.943757012E-02 -7.869321271E-04 -3.830841422E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.717891948E-05 1.997571811E-02 -8.090535412E-04 -4.048611970E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.792640953E-05 2.052158490E-02 -8.315104060E-04 -4.275856611E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.868526099E-05 2.107535303E-02 -8.543108124E-04 -4.512948806E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 2.945577944E-05 2.163719945E-02 -8.774629678E-04 -4.760275942E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.023828140E-05 2.220729925E-02 -9.009750211E-04 -5.018242177E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.103308336E-05 2.278583497E-02 -9.248551214E-04 -5.287267300E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.184050729E-05 2.337297425E-02 -9.491111850E-04 -5.567786729E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.266088243E-05 2.396888658E-02 -9.737510700E-04 -5.860254078E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.349454346E-05 2.457374521E-02 -9.987828089E-04 -6.165141144E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.434183236E-05 2.518770471E-02 -1.024213736E-03 -6.482935078E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.520308746E-05 2.581093088E-02 -1.050051767E-03 -6.814143489E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.607866165E-05 2.644357085E-02 -1.076304121E-03 -7.159292181E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.696891145E-05 2.708576992E-02 -1.102977665E-03 -7.518924008E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.787420064E-05 2.773767151E-02 -1.130079385E-03 -7.893605130E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.879489668E-05 2.839940414E-02 -1.157615916E-03 -8.283918760E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 3.973137063E-05 2.907108702E-02 -1.185593079E-03 -8.690467439E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.068400813E-05 2.975283563E-02 -1.214016927E-03 -9.113876445E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.165319478E-05 3.044474125E-02 -1.242892700E-03 -9.554787539E-07 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.263932351E-05 3.114689887E-02 -1.272225170E-03 -1.001386750E-06 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.364279812E-05 3.185937554E-02 -1.302018645E-03 -1.049180014E-06 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.466402606E-05 3.258223087E-02 -1.332276617E-03 -1.098929033E-06 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.570341844E-05 3.331550211E-02 -1.363001764E-03 -1.150706339E-06 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.676140452E-05 3.405920416E-02 -1.394196646E-03 -1.204586397E-06 6.568814814E-02
 1.207912207E+00 -1.250000000E-01 4.783841359E-05 3.481334075E-02 -1.425863127E-03 -1.260648446E-06 6.568819284E-02
 1.207912207E+00 -1.250000000E-01 4.893487858E-05 3.557788581E-02 -1.457999693E-03 -1.318965360E-06 6.568819284E-02
 1.207912207E+00 -1.250000000E-01 5.005125058E-05 3.635279834E-02 -1.490606461E-03 -1.379620130E-06 6.568819284E-02
