#
# LDV Mean velocity profiles on the Englar GTRI CCW model
#
# Test was conducted in the BART facility at the NASA Langley Research Tunnel
# Test T100
#
# Tunnel conditions
# M: 0.100
#
# Air delivery system conditions
# Cmu: 0.047
# NPR: 1.090
# mass flow rate: 0.096 lbm/sec
#
# Variable description
# u/U: normalized streamwise velocity
# v/U: normalized wall-normal velocity
# u'/U: normalized streamwise turbulence stress
# v'/U: normalized wall-normal turbulence stress
# uv/U^2: normallized reynolds stress
# y/c: wall-normal coordinate divided by model chord
#
variables = "y/c","u/U","v/U","u'/U","v'/U","uv/U^2"
0.0005469	1.082	0.0022	0.109602	0.067897	0.003399
0.0008261	1.095	0.0024	0.107288	0.066506	0.0034071
0.001187	1.105	0.00156	0.104808	0.066809	0.0030898
0.001792	1.128	-0.00052	0.100631	0.06767	0.0031133
0.002478	1.156	-0.00015	0.098886	0.066694	0.0029651
0.003479	1.194	0.00312	0.096525	0.06625	0.0029473
0.005492	1.258	0.00668	0.087341	0.063708	0.0027093
0.007516	1.312	0.00621	0.078574	0.059313	0.0022536
0.009529	1.36	0.00777	0.068856	0.050879	0.0016181
0.01159	1.402	0.00643	0.053614	0.042705	0.0009277
0.0136	1.432	0.00855	0.036067	0.032289	0.0004123
0.01558	1.445	0.01102	0.021131	0.022471	0.0000684
0.01759	1.447	0.01406	0.014909	0.018346	0.0000275
0.01961	1.444	0.01477	0.014928	0.016428	0.0000281
0.02433	1.44	0.01904	0.014457	0.013556	0.000055
0.02895	1.432	0.02131	0.014376	0.012431	0.0000808
0.05808	1.408	0.04182	0.017587	0.017011	0.0002154
0.1163	1.367	0.06996	0.01267	0.022788	0.0001833
