VARIABLES = "x","y"
ZONE T="1"
 9.328518808E-02 1.622278616E-02
 9.328518808E-02 1.636298746E-02
 9.328518808E-02 1.650319062E-02
 9.328518808E-02 1.664339378E-02
 9.328518808E-02 1.678359509E-02
ZONE T="8"
 STRANDID=0, SOLUTIONTIME=0
 I=81, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.588138640E-01 1.507662889E-02
 1.588138640E-01 1.512662880E-02
 1.588138640E-01 1.518401224E-02
 1.588138640E-01 1.524975337E-02
 1.588138640E-01 1.532491762E-02
 1.588138640E-01 1.541065611E-02
 1.588138491E-01 1.550820097E-02
 1.588134915E-01 1.561884396E-02
 1.588124335E-01 1.574391685E-02
 1.588065922E-01 1.588464156E-02
 1.587945074E-01 1.604209282E-02
 1.587709188E-01 1.621663757E-02
 1.587332040E-01 1.640840806E-02
 1.586786360E-01 1.661695540E-02
 1.586038619E-01 1.684113033E-02
 1.585008055E-01 1.707682572E-02
 1.583683193E-01 1.732063852E-02
 1.582046598E-01 1.756797917E-02
 1.580088139E-01 1.781435870E-02
 1.577777416E-01 1.805146411E-02
 1.575082392E-01 1.826503314E-02
 1.572117805E-01 1.845690235E-02
 1.568927765E-01 1.862429827E-02
 1.565493196E-01 1.874162070E-02
 1.561985910E-01 1.882310212E-02
 1.558470279E-01 1.887594350E-02
 1.555006057E-01 1.888308860E-02
 1.551667601E-01 1.888663135E-02
 1.548482627E-01 1.888663135E-02
 1.545474231E-01 1.888663135E-02
 1.542658359E-01 1.888663135E-02
 1.540045589E-01 1.888663135E-02
 1.537640542E-01 1.888663135E-02
 1.535443068E-01 1.888663135E-02
 1.533448547E-01 1.888663135E-02
 1.531649232E-01 1.888663135E-02
 1.530035138E-01 1.888663135E-02
 1.528594345E-01 1.888663135E-02
 1.527313739E-01 1.888663135E-02
 1.526180208E-01 1.888663135E-02
 1.525180191E-01 1.888663135E-02
 1.524180174E-01 1.888663135E-02
 1.523060352E-01 1.888663135E-02
 1.521806419E-01 1.888663135E-02
 1.520402580E-01 1.888663135E-02
 1.518830955E-01 1.888663135E-02
 1.517071873E-01 1.888663135E-02
 1.515103132E-01 1.888663135E-02
 1.512900591E-01 1.888663135E-02
 1.510436535E-01 1.888663135E-02
 1.507680714E-01 1.888663135E-02
 1.504599452E-01 1.888663135E-02
 1.501155347E-01 1.888663135E-02
 1.497306824E-01 1.888663135E-02
 1.493007839E-01 1.888663135E-02
 1.488207877E-01 1.888663135E-02
 1.482850909E-01 1.888663135E-02
 1.476875246E-01 1.888663135E-02
 1.470213383E-01 1.888663135E-02
 1.462790966E-01 1.888663135E-02
 1.454527080E-01 1.888663135E-02
 1.445333362E-01 1.888663135E-02
 1.435114443E-01 1.888663135E-02
 1.423766762E-01 1.888663135E-02
 1.411179006E-01 1.888663135E-02
 1.397232413E-01 1.888663135E-02
 1.381800771E-01 1.888663135E-02
 1.364750862E-01 1.888663135E-02
 1.345943063E-01 1.888663135E-02
 1.325233132E-01 1.888663135E-02
 1.302473247E-01 1.888663135E-02
 1.277514398E-01 1.888663135E-02
 1.250208616E-01 1.888663135E-02
 1.220411956E-01 1.888663135E-02
 1.187988818E-01 1.888663135E-02
 1.152815521E-01 1.888663135E-02
 1.114785522E-01 1.888663135E-02
 1.073814034E-01 1.888663135E-02
 1.029844135E-01 1.888663135E-02
 9.828519076E-02 1.888663135E-02
 9.328518808E-02 1.888663135E-02
ZONE T="9"
 STRANDID=0, SOLUTIONTIME=0
 I=21, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 9.328518808E-02 1.888663135E-02
 9.328518808E-02 1.880663075E-02
 9.328518808E-02 1.872474141E-02
 9.328518808E-02 1.864086650E-02
 9.328518808E-02 1.855490915E-02
 9.328518808E-02 1.846676320E-02
 9.328518808E-02 1.837631874E-02
 9.328518808E-02 1.828345284E-02
 9.328518808E-02 1.818804070E-02
 9.328518808E-02 1.808994822E-02
 9.328518808E-02 1.798902638E-02
 9.328518808E-02 1.788512059E-02
 9.328518808E-02 1.777806692E-02
 9.328518808E-02 1.766768284E-02
 9.328518808E-02 1.755377650E-02
 9.328518808E-02 1.743614487E-02
 9.328518808E-02 1.731456071E-02
 9.328518808E-02 1.718878374E-02
 9.328518808E-02 1.705855690E-02
 9.328518808E-02 1.692359522E-02
 9.328518808E-02 1.678359509E-02
ZONE T="10"
 STRANDID=0, SOLUTIONTIME=0
 I=31, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.976563781E-01 -2.087168209E-02
 1.976563931E-01 -2.087676153E-02
 1.976563931E-01 -2.088254876E-02
 1.976564080E-01 -2.088909969E-02
 1.976564229E-01 -2.089645527E-02
 1.976564378E-01 -2.090464905E-02
 1.976564527E-01 -2.091368847E-02
 1.976564676E-01 -2.092355862E-02
 1.976564825E-01 -2.093421482E-02
 1.976564974E-01 -2.094558068E-02
 1.976565123E-01 -2.095754631E-02
 1.976565421E-01 -2.096997015E-02
 1.976565570E-01 -2.098269016E-02
 1.976565719E-01 -2.099552378E-02
 1.976566017E-01 -2.100828290E-02
 1.976566166E-01 -2.102078497E-02
 1.976566315E-01 -2.103285864E-02
 1.976566464E-01 -2.104436234E-02
 1.976566613E-01 -2.105517499E-02
 1.976566911E-01 -2.106521651E-02
 1.976566911E-01 -2.107443474E-02
 1.976567060E-01 -2.108280547E-02
 1.976567209E-01 -2.109033614E-02
 1.976567358E-01 -2.109705284E-02
 1.976567358E-01 -2.110299654E-02
 1.976567507E-01 -2.110822126E-02
 1.976567656E-01 -2.111278474E-02
 1.976567656E-01 -2.111675218E-02
 1.976567656E-01 -2.112018503E-02
 1.976567805E-01 -2.112314291E-02
 1.976567805E-01 -2.112568170E-02
ZONE T="11"
 STRANDID=0, SOLUTIONTIME=0
 I=81, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.500000013E-03 -4.120708909E-03
 1.429856522E-03 -4.033640027E-03
 1.360917231E-03 -3.945624456E-03
 1.293214737E-03 -3.856639378E-03
 1.226807712E-03 -3.766692942E-03
 1.161741209E-03 -3.675774438E-03
 1.098059118E-03 -3.583868034E-03
 1.035827794E-03 -3.490988165E-03
 9.750903700E-04 -3.397113178E-03
 9.159126203E-04 -3.302252153E-03
 8.583544404E-04 -3.206403693E-03
 8.024728158E-04 -3.109556856E-03
 7.483450463E-04 -3.011732828E-03
 6.960284081E-04 -2.912913682E-03
 6.456079427E-04 -2.813128056E-03
 5.971490173E-04 -2.712362213E-03
 5.507415626E-04 -2.610646887E-03
 5.064618308E-04 -2.507977188E-03
 4.644065048E-04 -2.404386410E-03
 4.246628087E-04 -2.299876651E-03
 3.873380192E-04 -2.194490284E-03
 3.525316424E-04 -2.088233596E-03
 3.203651577E-04 -1.981160371E-03
 2.905416477E-04 -1.873405883E-03
 2.618788276E-04 -1.765342313E-03
 2.343417582E-04 -1.656986540E-03
 2.079889091E-04 -1.548336819E-03
 1.828824461E-04 -1.439392217E-03
 1.590883330E-04 -1.330153551E-03
 1.366759971E-04 -1.220623148E-03
 1.157180232E-04 -1.110804384E-03
 9.628978296E-05 -1.000704477E-03
 7.846796507E-05 -8.903337293E-04
 6.232836313E-05 -7.797038998E-04
 4.794324923E-05 -6.688322756E-04
 3.537613156E-05 -5.577401025E-04
 2.467415652E-05 -4.464530502E-04
 1.585618520E-05 -3.350011248E-04
 8.894250641E-06 -2.234180429E-04
 3.684346439E-06 -1.117394859E-04
 0.000000000E+00 0.000000000E+00
 3.684346439E-06 1.117394859E-04
 8.894250641E-06 2.234180429E-04
 1.585618520E-05 3.350011248E-04
 2.467415652E-05 4.464530502E-04
 3.537613156E-05 5.577401025E-04
 4.794324923E-05 6.688322756E-04
 6.232836313E-05 7.797038998E-04
 7.846796507E-05 8.903337293E-04
 9.628978296E-05 1.000704477E-03
 1.157180232E-04 1.110804384E-03
 1.366759971E-04 1.220623148E-03
 1.590883330E-04 1.330153551E-03
 1.828824461E-04 1.439392217E-03
 2.079889091E-04 1.548336819E-03
 2.343417582E-04 1.656986540E-03
 2.618788276E-04 1.765342313E-03
 2.905416477E-04 1.873405883E-03
 3.203651577E-04 1.981160371E-03
 3.525316424E-04 2.088233596E-03
 3.873380192E-04 2.194490284E-03
 4.246628087E-04 2.299876651E-03
 4.644065048E-04 2.404386410E-03
 5.064618308E-04 2.507977188E-03
 5.507415626E-04 2.610646887E-03
 5.971490173E-04 2.712362213E-03
 6.456079427E-04 2.813128056E-03
 6.960284081E-04 2.912913682E-03
 7.483450463E-04 3.011732828E-03
 8.024728158E-04 3.109556856E-03
 8.583544404E-04 3.206403693E-03
 9.159126203E-04 3.302252153E-03
 9.750903700E-04 3.397113178E-03
 1.035827794E-03 3.490988165E-03
 1.098059118E-03 3.583868034E-03
 1.161741209E-03 3.675774438E-03
 1.226807712E-03 3.766692942E-03
 1.293214737E-03 3.856639378E-03
 1.360917231E-03 3.945624456E-03
 1.429856522E-03 4.033640027E-03
 1.500000013E-03 4.120708909E-03
ZONE T="12"
 STRANDID=0, SOLUTIONTIME=0
 I=31, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.588138640E-01 1.016020030E-02
 1.588138640E-01 1.021020021E-02
 1.588138640E-01 1.026488375E-02
 1.588138640E-01 1.032444276E-02
 1.588138640E-01 1.038901787E-02
 1.588138640E-01 1.045868918E-02
 1.588138640E-01 1.053346135E-02
 1.588138640E-01 1.061325427E-02
 1.588138640E-01 1.069788914E-02
 1.588138640E-01 1.078708470E-02
 1.588138640E-01 1.088045258E-02
 1.588138640E-01 1.097749732E-02
 1.588138640E-01 1.107762381E-02
 1.588138640E-01 1.118014660E-02
 1.588138640E-01 1.128431037E-02
 1.588138640E-01 1.138930768E-02
 1.588138640E-01 1.149430405E-02
 1.588138640E-01 1.159846783E-02
 1.588138640E-01 1.170099154E-02
 1.588138640E-01 1.180111710E-02
 1.588138640E-01 1.189816184E-02
 1.588138640E-01 1.199152973E-02
 1.588138640E-01 1.208072621E-02
 1.588138640E-01 1.216536015E-02
 1.588138640E-01 1.224515308E-02
 1.588138640E-01 1.231992524E-02
 1.588138640E-01 1.238959655E-02
 1.588138640E-01 1.245417167E-02
 1.588138640E-01 1.251373067E-02
 1.588138640E-01 1.256841421E-02
 1.588138640E-01 1.261841413E-02
ZONE T="13"
 STRANDID=0, SOLUTIONTIME=0
 I=41, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.715138555E-01 1.507662889E-02
 1.714638621E-01 1.507662889E-02
 1.714031994E-01 1.507662889E-02
 1.713297665E-01 1.507662889E-02
 1.712410301E-01 1.507662889E-02
 1.711341292E-01 1.507662889E-02
 1.710057557E-01 1.507662889E-02
 1.708521992E-01 1.507662889E-02
 1.706694067E-01 1.507662889E-02
 1.704530269E-01 1.507662889E-02
 1.701985598E-01 1.507662889E-02
 1.699016839E-01 1.507662889E-02
 1.695584357E-01 1.507662889E-02
 1.691657603E-01 1.507662889E-02
 1.687219143E-01 1.507662889E-02
 1.682270169E-01 1.507662889E-02
 1.676834971E-01 1.507662889E-02
 1.670964211E-01 1.507662889E-02
 1.664736122E-01 1.507662889E-02
 1.658253670E-01 1.507662889E-02
 1.651638597E-01 1.507662889E-02
 1.645023674E-01 1.507662889E-02
 1.638541073E-01 1.507662889E-02
 1.632312983E-01 1.507662889E-02
 1.626442373E-01 1.507662889E-02
 1.621007174E-01 1.507662889E-02
 1.616058052E-01 1.507662889E-02
 1.611619592E-01 1.507662889E-02
 1.607692838E-01 1.507662889E-02
 1.604260355E-01 1.507662889E-02
 1.601291597E-01 1.507662889E-02
 1.598747075E-01 1.507662889E-02
 1.596583128E-01 1.507662889E-02
 1.594755203E-01 1.507662889E-02
 1.593219787E-01 1.507662889E-02
 1.591936052E-01 1.507662889E-02
 1.590866894E-01 1.507662889E-02
 1.589979678E-01 1.507662889E-02
 1.589245200E-01 1.507662889E-02
 1.588638574E-01 1.507662889E-02
 1.588138640E-01 1.507662889E-02
ZONE T="14"
 STRANDID=0, SOLUTIONTIME=0
 I=41, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.715138555E-01 1.261841413E-02
 1.714638621E-01 1.261841413E-02
 1.714031994E-01 1.261841413E-02
 1.713297665E-01 1.261841413E-02
 1.712410301E-01 1.261841413E-02
 1.711341292E-01 1.261841413E-02
 1.710057557E-01 1.261841413E-02
 1.708521992E-01 1.261841413E-02
 1.706694067E-01 1.261841413E-02
 1.704530269E-01 1.261841413E-02
 1.701985598E-01 1.261841413E-02
 1.699016839E-01 1.261841413E-02
 1.695584357E-01 1.261841413E-02
 1.691657603E-01 1.261841413E-02
 1.687219143E-01 1.261841413E-02
 1.682270169E-01 1.261841413E-02
 1.676834971E-01 1.261841413E-02
 1.670964211E-01 1.261841413E-02
 1.664736122E-01 1.261841413E-02
 1.658253670E-01 1.261841413E-02
 1.651638597E-01 1.261841413E-02
 1.645023674E-01 1.261841413E-02
 1.638541073E-01 1.261841413E-02
 1.632312983E-01 1.261841413E-02
 1.626442373E-01 1.261841413E-02
 1.621007174E-01 1.261841413E-02
 1.616058052E-01 1.261841413E-02
 1.611619592E-01 1.261841413E-02
 1.607692838E-01 1.261841413E-02
 1.604260355E-01 1.261841413E-02
 1.601291597E-01 1.261841413E-02
 1.598747075E-01 1.261841413E-02
 1.596583128E-01 1.261841413E-02
 1.594755203E-01 1.261841413E-02
 1.593219787E-01 1.261841413E-02
 1.591936052E-01 1.261841413E-02
 1.590866894E-01 1.261841413E-02
 1.589979678E-01 1.261841413E-02
 1.589245200E-01 1.261841413E-02
 1.588638574E-01 1.261841413E-02
 1.588138640E-01 1.261841413E-02
ZONE T="15"
 STRANDID=0, SOLUTIONTIME=0
 I=221, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 2.122730166E-01 -1.461473014E-02
 2.122090906E-01 -1.467837859E-02
 2.121448964E-01 -1.474174578E-02
 2.120804340E-01 -1.480482984E-02
 2.120156884E-01 -1.486763265E-02
 2.119506747E-01 -1.493015327E-02
 2.118853778E-01 -1.499239169E-02
 2.118198276E-01 -1.505434606E-02
 2.117539942E-01 -1.511601079E-02
 2.116878927E-01 -1.517738588E-02
 2.116215229E-01 -1.523847226E-02
 2.115548998E-01 -1.529926807E-02
 2.114879936E-01 -1.535977516E-02
 2.114208341E-01 -1.541999169E-02
 2.113534063E-01 -1.547991298E-02
 2.112857252E-01 -1.553953718E-02
 2.112177908E-01 -1.559886429E-02
 2.111495882E-01 -1.565789618E-02
 2.110811323E-01 -1.571662910E-02
 2.110124081E-01 -1.577506773E-02
 2.109434456E-01 -1.583320275E-02
 2.108742297E-01 -1.589103602E-02
 2.108047456E-01 -1.594856381E-02
 2.107350230E-01 -1.600578800E-02
 2.106650621E-01 -1.606271043E-02
 2.105948329E-01 -1.611932740E-02
 2.105243653E-01 -1.617563888E-02
 2.104536593E-01 -1.623163931E-02
 2.103827000E-01 -1.628733054E-02
 2.103115022E-01 -1.634270884E-02
 2.102400661E-01 -1.639777794E-02
 2.101683915E-01 -1.645253785E-02
 2.100964636E-01 -1.650698483E-02
 2.100243121E-01 -1.656111516E-02
 2.099519223E-01 -1.661493070E-02
 2.098793089E-01 -1.666842774E-02
 2.098064572E-01 -1.672160625E-02
 2.097333670E-01 -1.677446999E-02
 2.096600384E-01 -1.682701521E-02
 2.095865011E-01 -1.687923819E-02
 2.095127255E-01 -1.693114080E-02
 2.094387263E-01 -1.698271744E-02
 2.093645036E-01 -1.703397185E-02
 2.092900574E-01 -1.708490215E-02
 2.092153877E-01 -1.713550836E-02
 2.091404945E-01 -1.718579046E-02
 2.090653926E-01 -1.723574288E-02
 2.089900672E-01 -1.728536561E-02
 2.089145333E-01 -1.733465865E-02
 2.088387758E-01 -1.738362201E-02
 2.087628096E-01 -1.743225567E-02
 2.086866349E-01 -1.748055965E-02
 2.086102366E-01 -1.752853021E-02
 2.085336447E-01 -1.757616363E-02
 2.084568441E-01 -1.762346178E-02
 2.083798349E-01 -1.767042652E-02
 2.083026171E-01 -1.771705411E-02
 2.082251906E-01 -1.776334643E-02
 2.081475705E-01 -1.780929975E-02
 2.080697566E-01 -1.785491221E-02
 2.079917490E-01 -1.790018380E-02
 2.079135329E-01 -1.794511452E-02
 2.078351229E-01 -1.798970439E-02
 2.077565193E-01 -1.803395338E-02
 2.076777220E-01 -1.807785966E-02
 2.075987458E-01 -1.812141947E-02
 2.075195611E-01 -1.816463470E-02
 2.074402124E-01 -1.820750162E-02
 2.073606551E-01 -1.825002395E-02
 2.072809190E-01 -1.829219982E-02
 2.072010040E-01 -1.833402738E-02
 2.071209103E-01 -1.837550290E-02
 2.070406228E-01 -1.841663010E-02
 2.069601715E-01 -1.845740527E-02
 2.068795413E-01 -1.849783026E-02
 2.067987174E-01 -1.853790507E-02
 2.067177445E-01 -1.857762411E-02
 2.066365778E-01 -1.861698925E-02
 2.065552622E-01 -1.865600049E-02
 2.064737678E-01 -1.869465597E-02
 2.063920945E-01 -1.873295568E-02
 2.063102573E-01 -1.877090149E-02
 2.062282562E-01 -1.880848780E-02
 2.061461061E-01 -1.884571463E-02
 2.060637921E-01 -1.888258196E-02
 2.059812993E-01 -1.891909167E-02
 2.058986574E-01 -1.895524003E-02
 2.058158666E-01 -1.899102889E-02
 2.057329118E-01 -1.902645640E-02
 2.056498080E-01 -1.906151883E-02
 2.055665553E-01 -1.909621805E-02
 2.054831386E-01 -1.913055591E-02
 2.053995728E-01 -1.916453056E-02
 2.053158730E-01 -1.919813827E-02
 2.052320242E-01 -1.923138089E-02
 2.051480263E-01 -1.926425658E-02
 2.050638944E-01 -1.929676533E-02
 2.049796134E-01 -1.932890713E-02
 2.048951834E-01 -1.936068200E-02
 2.048106343E-01 -1.939208619E-02
 2.047259361E-01 -1.942312159E-02
 2.046411186E-01 -1.945378631E-02
 2.045561522E-01 -1.948408224E-02
 2.044710666E-01 -1.951400749E-02
 2.043858320E-01 -1.954356022E-02
 2.043004930E-01 -1.957274042E-02
 2.042150199E-01 -1.960154809E-02
 2.041294128E-01 -1.962998137E-02
 2.040436864E-01 -1.965804212E-02
 2.039578408E-01 -1.968573034E-02
 2.038718760E-01 -1.971304230E-02
 2.037857920E-01 -1.973997802E-02
 2.036995888E-01 -1.976653747E-02
 2.036132812E-01 -1.979272068E-02
 2.035268396E-01 -1.981852762E-02
 2.034402937E-01 -1.984395832E-02
 2.033536434E-01 -1.986900903E-02
 2.032668889E-01 -1.989368163E-02
 2.031800151E-01 -1.991797425E-02
 2.030930519E-01 -1.994189061E-02
 2.030059695E-01 -1.996542513E-02
 2.029188126E-01 -1.998857781E-02
 2.028315365E-01 -2.001134679E-02
 2.027441859E-01 -2.003373764E-02
 2.026567161E-01 -2.005574666E-02
 2.025691718E-01 -2.007737197E-02
 2.024815232E-01 -2.009861730E-02
 2.023937702E-01 -2.011947893E-02
 2.023059428E-01 -2.013995685E-02
 2.022180259E-01 -2.016005293E-02
 2.021300197E-01 -2.017976530E-02
 2.020419240E-01 -2.019909211E-02
 2.019537538E-01 -2.021803521E-02
 2.018654943E-01 -2.023659274E-02
 2.017771602E-01 -2.025476471E-02
 2.016887516E-01 -2.027255297E-02
 2.016002536E-01 -2.028995380E-02
 2.015116811E-01 -2.030696906E-02
 2.014230490E-01 -2.032359689E-02
 2.013343424E-01 -2.033983730E-02
 2.012455463E-01 -2.035569213E-02
 2.011568844E-01 -2.037112601E-02
 2.010706365E-01 -2.038576081E-02
 2.009866834E-01 -2.039964311E-02
 2.009049505E-01 -2.041281946E-02
 2.008253187E-01 -2.042533271E-02
 2.007477134E-01 -2.043722011E-02
 2.006720603E-01 -2.044852264E-02
 2.005982548E-01 -2.045927010E-02
 2.005262375E-01 -2.046949603E-02
 2.004559487E-01 -2.047922835E-02
 2.003872991E-01 -2.048849501E-02
 2.003202289E-01 -2.049732395E-02
 2.002546787E-01 -2.050573565E-02
 2.001905888E-01 -2.051375434E-02
 2.001279145E-01 -2.052140050E-02
 2.000665963E-01 -2.052869275E-02
 2.000065893E-01 -2.053564973E-02
 1.999478340E-01 -2.054228820E-02
 1.998902857E-01 -2.054862492E-02
 1.998339146E-01 -2.055467479E-02
 1.997786760E-01 -2.056045271E-02
 1.997245103E-01 -2.056597173E-02
 1.996714175E-01 -2.057124116E-02
 1.996193230E-01 -2.057627775E-02
 1.995682120E-01 -2.058108896E-02
 1.995180547E-01 -2.058568783E-02
 1.994688064E-01 -2.059008181E-02
 1.994204521E-01 -2.059428021E-02
 1.993729472E-01 -2.059829421E-02
 1.993262768E-01 -2.060213126E-02
 1.992803961E-01 -2.060579695E-02
 1.992353052E-01 -2.060930245E-02
 1.991909593E-01 -2.061265148E-02
 1.991473585E-01 -2.061585151E-02
 1.991044432E-01 -2.061890997E-02
 1.990622282E-01 -2.062183246E-02
 1.990206689E-01 -2.062462270E-02
 1.989797503E-01 -2.062728815E-02
 1.989394575E-01 -2.062983438E-02
 1.988997608E-01 -2.063226514E-02
 1.988606602E-01 -2.063458413E-02
 1.988221407E-01 -2.063679695E-02
 1.987841576E-01 -2.063890733E-02
 1.987467110E-01 -2.064091899E-02
 1.987098008E-01 -2.064283565E-02
 1.986733824E-01 -2.064466104E-02
 1.986374706E-01 -2.064639889E-02
 1.986020207E-01 -2.064805292E-02
 1.985670477E-01 -2.064962499E-02
 1.985325217E-01 -2.065111883E-02
 1.984984428E-01 -2.065253630E-02
 1.984647810E-01 -2.065388113E-02
 1.984315366E-01 -2.065515704E-02
 1.983986944E-01 -2.065636218E-02
 1.983662546E-01 -2.065750398E-02
 1.983341873E-01 -2.065858059E-02
 1.983024925E-01 -2.065959573E-02
 1.982711554E-01 -2.066055126E-02
 1.982401758E-01 -2.066145092E-02
 1.982095391E-01 -2.066229284E-02
 1.981792301E-01 -2.066308260E-02
 1.981492490E-01 -2.066381834E-02
 1.981195956E-01 -2.066450566E-02
 1.980902404E-01 -2.066514269E-02
 1.980611831E-01 -2.066573128E-02
 1.980324090E-01 -2.066627517E-02
 1.980039328E-01 -2.066677436E-02
 1.979757249E-01 -2.066722885E-02
 1.979477853E-01 -2.066764235E-02
 1.979201138E-01 -2.066801302E-02
 1.978926957E-01 -2.066834457E-02
 1.978655308E-01 -2.066863887E-02
 1.978386045E-01 -2.066889405E-02
 1.978119165E-01 -2.066911198E-02
 1.977854520E-01 -2.066929266E-02
 1.977592111E-01 -2.066943981E-02
 1.977331936E-01 -2.066955343E-02
 1.977073848E-01 -2.066963352E-02
 1.976817846E-01 -2.066968009E-02
 1.976563781E-01 -2.066969685E-02
ZONE T="16"
 STRANDID=0, SOLUTIONTIME=0
 I=31, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.810388565E-01 1.030802447E-02
 1.810388565E-01 1.040802430E-02
 1.810388565E-01 1.051217038E-02
 1.810388565E-01 1.062037051E-02
 1.810388565E-01 1.073250175E-02
 1.810388565E-01 1.084840391E-02
 1.810388565E-01 1.096788049E-02
 1.810389608E-01 1.109070051E-02
 1.810398400E-01 1.121659484E-02
 1.810412109E-01 1.134526264E-02
 1.810499579E-01 1.147608738E-02
 1.810621917E-01 1.160871983E-02
 1.810811013E-01 1.174226031E-02
 1.811040193E-01 1.187650766E-02
 1.811356694E-01 1.200987399E-02
 1.811709702E-01 1.214276068E-02
 1.812125146E-01 1.227384619E-02
 1.812612563E-01 1.240195520E-02
 1.813145876E-01 1.252723485E-02
 1.813712567E-01 1.264960039E-02
 1.814336777E-01 1.276727859E-02
 1.814992428E-01 1.288070530E-02
 1.815686673E-01 1.298904233E-02
 1.816387177E-01 1.309354138E-02
 1.817142218E-01 1.319041755E-02
 1.817876548E-01 1.328465715E-02
 1.818602532E-01 1.337495912E-02
 1.819338351E-01 1.345957629E-02
 1.820048392E-01 1.354122628E-02
 1.820731610E-01 1.361981686E-02
 1.821387857E-01 1.369527914E-02
ZONE T="17"
 STRANDID=0, SOLUTIONTIME=0
 I=31, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.976563781E-01 2.117263153E-02
 1.976563781E-01 2.117771097E-02
 1.976563781E-01 2.118349820E-02
 1.976563781E-01 2.119004913E-02
 1.976563931E-01 2.119740471E-02
 1.976563931E-01 2.120559663E-02
 1.976563931E-01 2.121463791E-02
 1.976563931E-01 2.122450806E-02
 1.976563931E-01 2.123516425E-02
 1.976563931E-01 2.124653012E-02
 1.976563931E-01 2.125849575E-02
 1.976564080E-01 2.127091959E-02
 1.976564080E-01 2.128363959E-02
 1.976564080E-01 2.129647322E-02
 1.976564080E-01 2.130923048E-02
 1.976564080E-01 2.132173255E-02
 1.976564080E-01 2.133380808E-02
 1.976564229E-01 2.134530991E-02
 1.976564229E-01 2.135612257E-02
 1.976564229E-01 2.136616409E-02
 1.976564229E-01 2.137538232E-02
 1.976564229E-01 2.138375305E-02
 1.976564229E-01 2.139128372E-02
 1.976564229E-01 2.139800042E-02
 1.976564229E-01 2.140394412E-02
 1.976564229E-01 2.140916884E-02
 1.976564229E-01 2.141373232E-02
 1.976564378E-01 2.141769975E-02
 1.976564378E-01 2.142113075E-02
 1.976564378E-01 2.142408863E-02
 1.976564378E-01 2.142662928E-02
ZONE T="18"
 STRANDID=0, SOLUTIONTIME=0
 I=21, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 3.654867876E-03 -6.135943811E-03
 3.545463551E-03 -6.048589945E-03
 3.432433587E-03 -5.958376918E-03
 3.315982409E-03 -5.865821149E-03
 3.197751474E-03 -5.769785028E-03
 3.079420887E-03 -5.669187754E-03
 2.959653502E-03 -5.566715263E-03
 2.838756889E-03 -5.463093985E-03
 2.716974122E-03 -5.359171424E-03
 2.596488921E-03 -5.253567360E-03
 2.477928530E-03 -5.146754440E-03
 2.361886436E-03 -5.039229523E-03
 2.248909790E-03 -4.931502510E-03
 2.139489166E-03 -4.824086558E-03
 2.034051809E-03 -4.717491101E-03
 1.932955114E-03 -4.612209741E-03
 1.836484065E-03 -4.508713726E-03
 1.744849025E-03 -4.407440312E-03
 1.658187015E-03 -4.308786243E-03
 1.576568233E-03 -4.213107284E-03
 1.500000013E-03 -4.120708909E-03
ZONE T="19"
 STRANDID=0, SOLUTIONTIME=0
 I=21, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.794245839E-01 6.680808030E-03
 1.795102358E-01 6.732404232E-03
 1.796137094E-01 6.796106230E-03
 1.797336787E-01 6.879281718E-03
 1.798698008E-01 6.985679734E-03
 1.800209880E-01 7.118390873E-03
 1.801836044E-01 7.280602586E-03
 1.803515404E-01 7.474416401E-03
 1.805150360E-01 7.700810209E-03
 1.806662679E-01 7.955246605E-03
 1.807948053E-01 8.231743239E-03
 1.808992624E-01 8.518079296E-03
 1.809713840E-01 8.805206046E-03
 1.810157001E-01 9.080946445E-03
 1.810345054E-01 9.336686693E-03
 1.810388118E-01 9.566395544E-03
 1.810388565E-01 9.767649695E-03
 1.810388565E-01 9.940502234E-03
 1.810388565E-01 1.008648332E-02
 1.810388565E-01 1.020802464E-02
 1.810388565E-01 1.030802447E-02
ZONE T="20"
 STRANDID=0, SOLUTIONTIME=0
 I=61, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE )
 1.794245839E-01 6.680808030E-03
 1.793358922E-01 6.634606048E-03
