#
# LDV Mean velocity profiles on the Englar GTRI CCW model
#
# Test was conducted in the BART facility at the NASA Langley Research Tunnel
# Test T100
#
# Tunnel conditions
# M: 0.100
#
# Air delivery system conditions
# Cmu: 0.047
# NPR: 1.089
# mass flow rate: 0.096 lbm/sec
#
# Variable description
# u/U: normalized streamwise velocity
# v/U: normalized wall-normal velocity
# u'/U: normalized streamwise turbulence stress
# v'/U: normalized wall-normal turbulence stress
# uv/U^2: normallized reynolds stress
# y/c: wall-normal coordinate divided by model chord
#
variables = "y/c","u/U","v/U","u'/U","v'/U","uv/U^2"
0.0006399	1.474	0.00231	0.106979	0.061806	0.00293741
0.0008261	1.486	0.00431	0.103649	0.064093	0.00293577
0.001233	1.504	0.00836	0.101542	0.066228	0.00340563
0.001827	1.53	0.01543	0.09268	0.067605	0.00300185
0.002525	1.552	0.02519	0.087984	0.06766	0.0028958
0.003572	1.581	0.03593	0.084194	0.067882	0.00276366
0.005585	1.633	0.05724	0.075608	0.062996	0.00231909
0.00761	1.675	0.07483	0.06772	0.055529	0.00186555
0.009622	1.708	0.08971	0.054468	0.048157	0.00117382
0.01164	1.732	0.10525	0.041141	0.037707	0.00057663
0.01365	1.735	0.11661	0.024979	0.028604	0.000216
0.01566	1.736	0.12641	0.016387	0.02194	0.00005702
0.01769	1.72	0.13404	0.015325	0.02037	0.00008647
0.0197	1.71	0.14163	0.019827	0.019534	0.00018101
0.02436	1.681	0.15354	0.02589	0.023573	0.00045069
0.02904	1.663	0.16988	0.021224	0.022021	0.00031935
0.05813	1.549	0.20467	0.018802	0.02839	0.00043617
0.1163	1.413	0.20312	0.009869	0.028788	0.0001713
