#Suction (control) CFD Test Case: Centerspan Mean Cps                           
#mdot = .02627 kg/s through 23-inch-span slot
#This is NOT the workshop test case - it is a higher suction rate!
variables="x/c","Cp"
-0.8045	-0.0164
-0.7424	-0.0134
-0.6791	-0.0130
-0.6176	-0.0105
-0.5565	-0.0058
-0.4937	0.0010
-0.4631	0.0041
-0.4319	0.0089
-0.4009	0.0139
-0.3695	0.0210
-0.3393	0.0277
-0.3085	0.0369
-0.2763	0.0478
-0.2462	0.0597
-0.2150	0.0750
-0.1838	0.0923
-0.1538	0.1123
-0.1221	0.1376
-0.0903	0.1673
-0.0459	0.2224
-0.0315	0.2409
-0.0165	0.2631
-0.0019	0.2859
0.0123	0.3035
0.0271	0.3081
0.0417	0.2954
0.0569	0.2556
0.0709	0.1792
0.0857	0.0647
0.1002	-0.0748
0.1147	-0.1880
0.1288	-0.2674
0.1586	-0.4060
0.1727	-0.4860
0.1873	-0.5396
0.2019	-0.5845
0.2172	-0.6222
0.2308	-0.6474
0.2459	-0.6694
0.2607	-0.6908
0.2747	-0.7111
0.2894	-0.7263
0.3046	-0.7451
0.3188	-0.7623
0.3332	-0.7802
0.3484	-0.8019
0.3641	-0.8080
0.3774	-0.8341
0.3919	-0.8498
0.4064	-0.8670
0.4209	-0.8880
0.4358	-0.9065
0.4504	-0.9224
0.4650	-0.9385
0.4787	-0.9773
0.4941	-0.9774
0.5085	-0.9758
0.5230	-0.9927
0.5371	-1.0090
0.5520	-1.0337
0.5663	-1.0549
0.5811	-1.0807
0.5955	-1.1109
0.6106	-1.1513
0.6249	-1.2334
0.6396	-1.3621
0.6586	-0.7981
0.6732	-0.7090
0.6873	-0.3193
0.7019	-0.2811
0.7162	-0.2802
0.7302	-0.2722
0.7449	-0.2598
0.7588	-0.2413
0.7726	-0.2155
0.7869	-0.1850
0.8018	-0.1473
0.8159	-0.1154
0.8306	-0.0709
0.8443	-0.0363
0.8592	-0.0018
0.8735	0.0260
0.8882	0.0517
0.9024	0.0689
0.9167	0.0826
0.9311	0.0964
0.9451	0.1033
0.9599	0.1034
0.9739	0.1018
0.9884	0.0975
1.0031	0.0962
1.0175	0.0909
1.0315	0.0796
1.0458	0.0929
1.0944	0.0552
1.1269	0.0309
1.1600	-0.0024
1.1930	0.0022
1.2260	-0.0088
1.2600	-0.0222
1.2938	-0.0282
1.3267	-0.0363
1.3596	-0.0435
1.3926	-0.0449
1.4266	-0.0543
1.4597	-0.0592
1.4931	-0.0626
1.5268	-0.0656
1.5593	-0.0673
1.5933	-0.0703
1.6265	-0.0713
1.6594	-0.0728
1.6927	-0.0738
1.7258	-0.0741
1.7594	-0.0739
1.7923	-0.0742
1.8259	-0.0725
1.8590	-0.0729
1.8926	-0.0722
1.9254	-0.0715
1.9588	-0.0694
1.9918	-0.0689
2.0247	-0.0644
2.0582	-0.0610
2.0922	-0.0598
2.1250	-0.0562
