#Baseline CFD Test Case (no flow in or out of slot): Centerspan Mean Cps
#These results are slightly different from earlier posted baseline results,
#because in this case the oscillator assembly installed beneath the splitter plate
#caused different blockage, resulting in slightly different inflow conditions 
#above the plate than for the earlier results
variables="x/c","Cp"
-0.8045	-0.0224
-0.7424	-0.0192
-0.6791	-0.0165
-0.6176	-0.0138
-0.5565	-0.0090
-0.4937	-0.0017
-0.4631	0.0012
-0.4319	0.0067
-0.4009	0.0127
-0.3695	0.0191
-0.3393	0.0271
-0.3085	0.0370
-0.2763	0.0478
-0.2462	0.0612
-0.2150	0.0769
-0.1838	0.0952
-0.1538	0.1154
-0.1221	0.1405
-0.0903	0.1706
-0.0459	0.2199
-0.0315	0.2369
-0.0165	0.2566
-0.0019	0.2763
0.0123	0.2922
0.0271	0.2962
0.0417	0.2846
0.0569	0.2480
0.0709	0.1763
0.0857	0.0663
0.1002	-0.0665
0.1147	-0.1775
0.1288	-0.2576
0.1586	-0.3958
0.1727	-0.4753
0.1873	-0.5287
0.2019	-0.5735
0.2172	-0.6078
0.2308	-0.6342
0.2459	-0.6544
0.2607	-0.6742
0.2747	-0.6922
0.2894	-0.7063
0.3046	-0.7224
0.3188	-0.7369
0.3332	-0.7523
0.3484	-0.7711
0.3641	-0.7718
0.3774	-0.7933
0.3919	-0.8042
0.4064	-0.8165
0.4209	-0.8314
0.4358	-0.8436
0.4504	-0.8516
0.4650	-0.8591
0.4787	-0.8853
0.4941	-0.8749
0.5085	-0.8631
0.5230	-0.8639
0.5371	-0.8626
0.5520	-0.8637
0.5663	-0.8586
0.5811	-0.8493
0.5955	-0.8320
0.6106	-0.8069
0.6249	-0.7831
0.6396	-0.7143
0.6586	-0.5396
0.6732	-0.4326
0.6873	-0.4271
0.7019	-0.4294
0.7162	-0.4357
0.7302	-0.4416
0.7449	-0.4459
0.7588	-0.4478
0.7726	-0.4506
0.7869	-0.4555
0.8018	-0.4591
0.8159	-0.4653
0.8306	-0.4692
0.8443	-0.4744
0.8592	-0.4769
0.8735	-0.4790
0.8882	-0.4754
0.9024	-0.4703
0.9167	-0.4591
0.9311	-0.4453
0.9451	-0.4295
0.9599	-0.4102
0.9739	-0.3873
0.9884	-0.3604
1.0031	-0.3298
1.0175	-0.2984
1.0315	-0.2726
1.0458	-0.2360
1.0944	-0.1497
1.1269	-0.1187
1.1600	-0.0724
1.1930	-0.0677
1.2260	-0.0523
1.2600	-0.0466
1.2938	-0.0444
1.3267	-0.0459
1.3596	-0.0479
1.3926	-0.0468
1.4266	-0.0566
1.4597	-0.0594
1.4931	-0.0633
1.5268	-0.0670
1.5593	-0.0703
1.5933	-0.0728
1.6265	-0.0774
1.6594	-0.0796
1.6927	-0.0797
1.7258	-0.0825
1.7594	-0.0828
1.7923	-0.0843
1.8259	-0.0811
1.8590	-0.0804
1.8926	-0.0843
1.9254	-0.0829
1.9588	-0.0833
1.9918	-0.0807
2.0247	-0.0808
2.0582	-0.0796
2.0922	-0.0758
2.1250	-0.0715
