# SST model
variables="N","h=sqrt(1/N)","min u/u_ref 1.01","min u/u_ref 1.05","min u/u_ref 1.20","min u/u_ref 1.40","min u/u_ref 1.80","min u/u_ref 2.19","min u/u_ref 3.00"
zone, t="CFL3D, SST"
1060864.  9.70890e-4  0.325368136E+00  0.515636206E+00  0.695634425E+00  0.777424812E+00  0.843890786E+00  0.873530745E+00  0.903825402E+00
 265216.  1.94178e-3  0.323663384E+00  0.515087307E+00  0.695587456E+00  0.778247595E+00  0.845444143E+00  0.875290334E+00  0.905628025E+00
  66304.  3.88356e-3  0.319962829E+00  0.513256967E+00  0.695260644E+00  0.779130578E+00  0.847105146E+00  0.877243936E+00  0.907711923E+00
  16576.  7.76712e-3  0.309507072E+00  0.508636832E+00  0.694459379E+00  0.778896391E+00  0.846829951E+00  0.877150059E+00  0.907986402E+00
   4144.  1.55342e-2  0.309215635E+00  0.530163765E+00  0.700941980E+00  0.770854056E+00  0.829378426E+00  0.856101215E+00  0.886017859E+00
zone, t="FUN3D, SST"
1060864.  9.70890e-4  0.325213611E+00  0.515293419E+00  0.695653141E+00  0.777511775E+00  0.843852699E+00  0.873396277E+00  0.903595269E+00
 265216.  1.94178e-3  0.323276430E+00  0.514979541E+00  0.695851266E+00  0.778451860E+00  0.845400751E+00  0.875110745E+00  0.905323684E+00
  66304.  3.88356e-3  0.317841530E+00  0.513345182E+00  0.696181834E+00  0.779831469E+00  0.847345352E+00  0.877243519E+00  0.907492638E+00
  16576.  7.76712e-3  0.300526172E+00  0.508567333E+00  0.697767436E+00  0.781741738E+00  0.848713577E+00  0.878509224E+00  0.908769548E+00
   4144.  1.55342e-2  0.264583528E+00  0.529038548E+00  0.712356150E+00  0.784873068E+00  0.842793524E+00  0.869446039E+00  0.897664249E+00
