#SST model results
VARIABLES = "x","cp"
ZONE T="CFL3D"
  0.100000000E+01  0.158621717E+00
  0.999750555E+00  0.168058093E+00
  0.999495685E+00  0.175524068E+00
  0.999235213E+00  0.173938510E+00
  0.998969078E+00  0.173646029E+00
  0.998697162E+00  0.172645434E+00
  0.998419285E+00  0.171829565E+00
  0.998135388E+00  0.170921333E+00
  0.997845352E+00  0.170028495E+00
  0.997548938E+00  0.169104869E+00
  0.997246087E+00  0.168181243E+00
  0.996936738E+00  0.167242224E+00
  0.996620595E+00  0.166318598E+00
  0.996297598E+00  0.165379579E+00
  0.995967627E+00  0.164455953E+00
  0.995630562E+00  0.163547721E+00
  0.995286107E+00  0.162639489E+00
  0.994934261E+00  0.161715863E+00
  0.994574785E+00  0.160807632E+00
  0.994207561E+00  0.159899400E+00
  0.993832350E+00  0.158991168E+00
  0.993449092E+00  0.158082936E+00
  0.993057609E+00  0.157174704E+00
  0.992657661E+00  0.156266472E+00
  0.992249131E+00  0.155342846E+00
  0.991831779E+00  0.154419220E+00
  0.991405487E+00  0.153495595E+00
  0.990970016E+00  0.152571969E+00
  0.990525246E+00  0.151632950E+00
  0.990070939E+00  0.150693930E+00
  0.989606917E+00  0.149754911E+00
  0.989132941E+00  0.148800497E+00
  0.988648891E+00  0.147846084E+00
  0.988154471E+00  0.146891671E+00
  0.987649500E+00  0.145921864E+00
  0.987133801E+00  0.144952057E+00
  0.986607134E+00  0.143982250E+00
  0.986069262E+00  0.142981656E+00
  0.985519946E+00  0.141996455E+00
  0.984959006E+00  0.140995860E+00
  0.984386206E+00  0.139995266E+00
  0.983801246E+00  0.138979278E+00
  0.983203948E+00  0.137947896E+00
  0.982594073E+00  0.136931907E+00
  0.981971323E+00  0.135885132E+00
  0.981335461E+00  0.134838356E+00
  0.980686188E+00  0.133791580E+00
  0.980023324E+00  0.132729410E+00
  0.979346573E+00  0.131667241E+00
  0.978655636E+00  0.130605071E+00
  0.977950215E+00  0.129527508E+00
  0.977230132E+00  0.128449945E+00
  0.976494968E+00  0.127356988E+00
  0.975744545E+00  0.126279424E+00
  0.974978507E+00  0.125186467E+00
