# CFD data extracted (using Tecplot) by interpolating from original grid onto fixed set of points
# SA model
VARIABLES = "X","Y","u/Uref"
ZONE T="CFL3D, x=1.01"
 1.009999990E+00 -7.470124401E-03 6.915047169E-01
 1.009999990E+00 -7.224685047E-03 6.856687665E-01
 1.009999990E+00 -6.987449713E-03 6.799314618E-01
 1.009999990E+00 -6.758141331E-03 6.742902398E-01
 1.009999990E+00 -6.536493078E-03 6.687428355E-01
 1.009999990E+00 -6.322246511E-03 6.632871628E-01
 1.009999990E+00 -6.115152966E-03 6.579212546E-01
 1.009999990E+00 -5.914971232E-03 6.526428461E-01
 1.009999990E+00 -5.721468013E-03 6.474490166E-01
 1.009999990E+00 -5.534418393E-03 6.423373222E-01
 1.009999990E+00 -5.353605375E-03 6.373053789E-01
 1.009999990E+00 -5.178818014E-03 6.323505044E-01
 1.009999990E+00 -5.009854678E-03 6.274701953E-01
 1.009999990E+00 -4.846517928E-03 6.226615310E-01
 1.009999990E+00 -4.688618705E-03 6.179224849E-01
 1.009999990E+00 -4.535974469E-03 6.132497787E-01
 1.009999990E+00 -4.388407338E-03 6.086413860E-01
 1.009999990E+00 -4.245747346E-03 6.040950418E-01
 1.009999990E+00 -4.107828252E-03 5.996076465E-01
 1.009999990E+00 -3.974491265E-03 5.951761603E-01
 1.009999990E+00 -3.845581785E-03 5.907980800E-01
 1.009999990E+00 -3.720950801E-03 5.864702463E-01
 1.009999990E+00 -3.600454656E-03 5.821896791E-01
 1.009999990E+00 -3.483953886E-03 5.779536366E-01
 1.009999990E+00 -3.371314146E-03 5.737589002E-01
 1.009999990E+00 -3.262405749E-03 5.696023107E-01
 1.009999990E+00 -3.157103201E-03 5.654808879E-01
 1.009999990E+00 -3.055284964E-03 5.613917708E-01
 1.009999990E+00 -2.956833923E-03 5.573319793E-01
 1.009999990E+00 -2.861637156E-03 5.532988906E-01
 1.009999990E+00 -2.769585000E-03 5.492894650E-01
 1.009999990E+00 -2.680571983E-03 5.453018546E-01
 1.009999990E+00 -2.594495658E-03 5.413343906E-01
 1.009999990E+00 -2.511257771E-03 5.373856425E-01
 1.009999990E+00 -2.430762630E-03 5.334544778E-01
 1.009999990E+00 -2.352918033E-03 5.295403600E-01
 1.009999990E+00 -2.277635271E-03 5.256433487E-01
 1.009999990E+00 -2.204828197E-03 5.217638612E-01
 1.009999990E+00 -2.134413458E-03 5.179029703E-01
 1.009999990E+00 -2.066311194E-03 5.140621662E-01
 1.009999990E+00 -2.000443172E-03 5.102435946E-01
 1.009999990E+00 -1.936735003E-03 5.064498186E-01
 1.009999990E+00 -1.875113929E-03 5.026836395E-01
 1.009999990E+00 -1.815509866E-03 4.989484549E-01
 1.009999990E+00 -1.757855178E-03 4.952479005E-01
 1.009999990E+00 -1.702084555E-03 4.915859103E-01
 1.009999990E+00 -1.648134785E-03 4.879664183E-01
 1.009999990E+00 -1.595944748E-03 4.843937457E-01
 1.009999990E+00 -1.545455540E-03 4.808718860E-01
 1.009999990E+00 -1.496609999E-03 4.774050415E-01
 1.009999990E+00 -1.449353062E-03 4.739973545E-01
 1.009999990E+00 -1.403631642E-03 4.706525505E-01
 1.009999990E+00 -1.359393937E-03 4.673743844E-01
 1.009999990E+00 -1.316590584E-03 4.641662240E-01
 1.009999990E+00 -1.275173272E-03 4.610312879E-01
 1.009999990E+00 -1.235095784E-03 4.579717219E-01
 1.009999990E+00 -1.196312951E-03 4.549904764E-01
 1.009999990E+00 -1.158781582E-03 4.520895779E-01
 1.009999990E+00 -1.122459769E-03 4.492709041E-01
 1.009999990E+00 -1.087306882E-03 4.465355575E-01
 1.009999990E+00 -1.053283806E-03 4.438847303E-01
 1.009999990E+00 -1.020352705E-03 4.413188100E-01
 1.009999990E+00 -9.884770261E-04 4.388382137E-01
 1.009999990E+00 -9.576214361E-04 4.364429414E-01
 1.009999990E+00 -9.277517092E-04 4.341322482E-01
 1.009999990E+00 -8.988348418E-04 4.319061041E-01
 1.009999990E+00 -8.708388777E-04 4.297626019E-01
 1.009999990E+00 -8.437330252E-04 4.277014732E-01
 1.009999990E+00 -8.174874238E-04 4.257211387E-01
 1.009999990E+00 -7.920732605E-04 4.238199294E-01
 1.009999990E+00 -7.674626540E-04 4.219957590E-01
 1.009999990E+00 -7.436286542E-04 4.202476740E-01
 1.009999990E+00 -7.205452421E-04 4.185727835E-01
 1.009999990E+00 -6.981872721E-04 4.169697464E-01
 1.009999990E+00 -6.765303551E-04 4.154359698E-01
 1.009999990E+00 -6.555509754E-04 4.139687717E-01
 1.009999990E+00 -6.352264318E-04 4.125666916E-01
 1.009999990E+00 -6.155346637E-04 4.112277329E-01
 1.009999990E+00 -5.964544252E-04 4.099485576E-01
 1.009999990E+00 -5.779651692E-04 4.087275863E-01
 1.009999990E+00 -5.600470467E-04 4.075624049E-01
 1.009999990E+00 -5.426807911E-04 4.064505696E-01
 1.009999990E+00 -5.258478341E-04 4.053899050E-01
 1.009999990E+00 -5.095301894E-04 4.043787122E-01
 1.009999990E+00 -4.937105114E-04 4.034150839E-01
 1.009999990E+00 -4.783718905E-04 4.024957120E-01
 1.009999990E+00 -4.634981742E-04 4.016195238E-01
 1.009999990E+00 -4.490735591E-04 4.007848501E-01
 1.009999990E+00 -4.350828531E-04 3.999890685E-01
 1.009999990E+00 -4.215113586E-04 3.992302716E-01
 1.009999990E+00 -4.083447857E-04 3.985073864E-01
 1.009999990E+00 -3.955693974E-04 3.978183270E-01
 1.009999990E+00 -3.831718350E-04 3.971617520E-01
 1.009999990E+00 -3.711392346E-04 3.965356946E-01
 1.009999990E+00 -3.594591108E-04 3.959389925E-01
 1.009999990E+00 -3.481193271E-04 3.953701556E-01
 1.009999990E+00 -3.371082421E-04 3.948278129E-01
 1.009999990E+00 -3.264145344E-04 3.943107128E-01
 1.009999990E+00 -3.160272317E-04 3.938170075E-01
 1.009999990E+00 -3.059357114E-04 3.933461905E-01
 1.009999990E+00 -2.961296996E-04 3.928967416E-01
 1.009999990E+00 -2.865992719E-04 3.924682438E-01
 1.009999990E+00 -2.773347951E-04 3.920584619E-01
 1.009999990E+00 -2.683268976E-04 3.916678131E-01
 1.009999990E+00 -2.595665574E-04 3.912942111E-01
 1.009999990E+00 -2.510449849E-04 3.909374177E-01
 1.009999990E+00 -2.427537402E-04 3.905967176E-01
 1.009999990E+00 -2.346845286E-04 3.902707100E-01
 1.009999990E+00 -2.268294047E-04 3.899587989E-01
 1.009999990E+00 -2.191806125E-04 3.896605670E-01
 1.009999990E+00 -2.117306431E-04 3.893753886E-01
 1.009999990E+00 -2.044722060E-04 3.891017735E-01
 1.009999990E+00 -1.973982435E-04 3.888397813E-01
 1.009999990E+00 -1.905019017E-04 3.885889649E-01
 1.009999990E+00 -1.837765012E-04 3.883487582E-01
 1.009999990E+00 -1.772155811E-04 3.881181479E-01
 1.009999990E+00 -1.708128548E-04 3.878966570E-01
