# SA model
variables="N","h=sqrt(1/N)","min u/u_ref 1.01","min u/u_ref 1.05","min u/u_ref 1.20","min u/u_ref 1.40","min u/u_ref 1.80","min u/u_ref 2.19","min u/u_ref 3.00"
zone, t="CFL3D, SA"
1060864.  9.70890e-4  0.381458431E+00  0.548261523E+00  0.708658934E+00  0.783196926E+00  0.847124934E+00  0.877186418E+00  0.908645570E+00
 265216.  1.94178e-3  0.380670846E+00  0.547344327E+00  0.707431674E+00  0.781838298E+00  0.845897853E+00  0.876141131E+00  0.907850862E+00
  66304.  3.88356e-3  0.378603578E+00  0.544913173E+00  0.704627156E+00  0.779014528E+00  0.843321800E+00  0.873904645E+00  0.906126976E+00
  16576.  7.76712e-3  0.372001916E+00  0.537489295E+00  0.697594941E+00  0.772311151E+00  0.836949289E+00  0.867838204E+00  0.901008368E+00
   4144.  1.55342e-2  0.343966663E+00  0.513841093E+00  0.677573621E+00  0.751562178E+00  0.816569984E+00  0.847360074E+00  0.881593525E+00
zone, t="FUN3D, SA"
1060864.  9.70890e-4  0.381041467E+00  0.547736525E+00  0.708406627E+00  0.783022284E+00  0.846891165E+00  0.876906395E+00  0.908341765E+00
 265216.  1.94178e-3  0.380234540E+00  0.547090113E+00  0.707409322E+00  0.781750500E+00  0.845569491E+00  0.875690043E+00  0.907327831E+00
  66304.  3.88356e-3  0.376908362E+00  0.545083582E+00  0.705266774E+00  0.779316127E+00  0.843023419E+00  0.873261809E+00  0.905277610E+00
  16576.  7.76712e-3  0.364227116E+00  0.538635254E+00  0.700806439E+00  0.774816930E+00  0.837975681E+00  0.868194521E+00  0.900453865E+00
   4144.  1.55342e-2  0.317397326E+00  0.526578784E+00  0.697970986E+00  0.770820797E+00  0.831614971E+00  0.860351801E+00  0.891293585E+00
