VARIABLES = "x [mm]","p / p<sub>ref</sub>","C<sub>f,x</sub>"
ZONE T="SST-Vm, FUN3D"
4.306000000E+02	1.059598810E+00	1.546669392E-03
4.309016667E+02	1.059646652E+00	1.546598499E-03
4.312033333E+02	1.059687942E+00	1.546530378E-03
4.315050000E+02	1.059731197E+00	1.546462051E-03
4.318066667E+02	1.059774262E+00	1.546393968E-03
4.321083333E+02	1.059817669E+00	1.546327679E-03
4.324100000E+02	1.059861300E+00	1.546262164E-03
4.327116667E+02	1.059904931E+00	1.546196962E-03
4.330133333E+02	1.059948574E+00	1.546131638E-03
4.333150000E+02	1.059992329E+00	1.546066210E-03
4.336166667E+02	1.060036189E+00	1.546000677E-03
4.339183333E+02	1.060079930E+00	1.545935269E-03
4.342200000E+02	1.060123570E+00	1.545870121E-03
4.345216667E+02	1.060167302E+00	1.545805555E-03
4.348233333E+02	1.060210813E+00	1.545741571E-03
4.351250000E+02	1.060254315E+00	1.545678151E-03
4.354266667E+02	1.060297698E+00	1.545615080E-03
4.357283333E+02	1.060340953E+00	1.545552333E-03
4.360300000E+02	1.060383997E+00	1.545489567E-03
4.363316667E+02	1.060427123E+00	1.545426568E-03
4.366333333E+02	1.060469929E+00	1.545363319E-03
4.369350000E+02	1.060512844E+00	1.545299604E-03
4.372366667E+02	1.060555751E+00	1.545235405E-03
4.375383333E+02	1.060598555E+00	1.545170527E-03
4.378400000E+02	1.060641467E+00	1.545105188E-03
4.381416667E+02	1.060684386E+00	1.545039353E-03
4.384433333E+02	1.060727320E+00	1.544972844E-03
4.387450000E+02	1.060770474E+00	1.544905870E-03
4.390466667E+02	1.060813642E+00	1.544838445E-03
4.393483333E+02	1.060857047E+00	1.544770667E-03
4.396500000E+02	1.060900568E+00	1.544702654E-03
4.399516667E+02	1.060944207E+00	1.544634318E-03
4.402533333E+02	1.060987972E+00	1.544565988E-03
4.405550000E+02	1.061031982E+00	1.544497655E-03
4.408566667E+02	1.061076209E+00	1.544429453E-03
4.411583333E+02	1.061120454E+00	1.544361494E-03
4.414600000E+02	1.061164915E+00	1.544293889E-03
4.417616667E+02	1.061209403E+00	1.544226622E-03
4.420633333E+02	1.061254106E+00	1.544159709E-03
4.423650000E+02	1.061298828E+00	1.544093148E-03
4.426666667E+02	1.061343766E+00	1.544026913E-03
4.429683333E+02	1.061388708E+00	1.543960690E-03
4.432700000E+02	1.061433673E+00	1.543894677E-03
4.435716667E+02	1.061478862E+00	1.543828669E-03
4.438733333E+02	1.061524157E+00	1.543762659E-03
4.441750000E+02	1.061569466E+00	1.543696544E-03
4.444766667E+02	1.061614908E+00	1.543630521E-03
4.447783333E+02	1.061660565E+00	1.543564415E-03
4.450800000E+02	1.061706227E+00	1.543498548E-03
4.453816667E+02	1.061752012E+00	1.543432916E-03
4.456833333E+02	1.061797922E+00	1.543367646E-03
4.459850000E+02	1.061843946E+00	1.543302964E-03
4.462866667E+02	1.061890066E+00	1.543238897E-03
4.465883333E+02	1.061936082E+00	1.543175746E-03
4.468900000E+02	1.061982100E+00	1.543113423E-03
4.471916667E+02	1.062028106E+00	1.543052135E-03
4.474933333E+02	1.062073988E+00	1.542991659E-03
4.477950000E+02	1.062119755E+00	1.542931875E-03
