# CFD data extracted (using Tecplot) by interpolating from original grid onto fixed set of points
# SST model
VARIABLES = "X","Y","u/Uref"
ZONE T="CFL3D, x=1.01"
 1.009999990E+00 7.199214451E-05 3.253127337E-01
 1.009999990E+00 7.638458919E-05 3.252763450E-01
 1.009999990E+00 8.084253204E-05 3.252440989E-01
 1.009999990E+00 8.536990208E-05 3.252148628E-01
 1.009999990E+00 8.997071563E-05 3.251895010E-01
 1.009999990E+00 9.464906179E-05 3.251680732E-01
 1.009999990E+00 9.940911696E-05 3.251506686E-01
 1.009999990E+00 1.042551376E-04 3.251365721E-01
 1.009999990E+00 1.091915037E-04 3.251280189E-01
 1.009999990E+00 1.142226683E-04 3.251231313E-01
 1.009999990E+00 1.193532007E-04 3.251238465E-01
 1.009999990E+00 1.245877793E-04 3.251296282E-01
 1.009999990E+00 1.299312280E-04 3.251402974E-01
 1.009999990E+00 1.353884290E-04 3.251563609E-01
 1.009999990E+00 1.409644319E-04 3.251788616E-01
 1.009999990E+00 1.466644462E-04 3.252072036E-01
 1.009999990E+00 1.524937543E-04 3.252423406E-01
 1.009999990E+00 1.584578567E-04 3.252839744E-01
 1.009999990E+00 1.645623270E-04 3.253330886E-01
 1.009999990E+00 1.708129566E-04 3.253901601E-01
 1.009999990E+00 1.772156829E-04 3.254554868E-01
 1.009999990E+00 1.837766031E-04 3.255290687E-01
 1.009999990E+00 1.905020035E-04 3.256112635E-01
 1.009999990E+00 1.973983599E-04 3.257032335E-01
 1.009999990E+00 2.044723224E-04 3.258055449E-01
 1.009999990E+00 2.117307595E-04 3.259185553E-01
 1.009999990E+00 2.191807289E-04 3.260419071E-01
 1.009999990E+00 2.268295357E-04 3.261773288E-01
 1.009999990E+00 2.346846741E-04 3.263253868E-01
 1.009999990E+00 2.427538711E-04 3.264862597E-01
 1.009999990E+00 2.510451304E-04 3.266605735E-01
 1.009999990E+00 2.595667029E-04 3.268496394E-01
 1.009999990E+00 2.683270432E-04 3.270540535E-01
 1.009999990E+00 2.773349406E-04 3.272738159E-01
 1.009999990E+00 2.865994466E-04 3.275112212E-01
 1.009999990E+00 2.961298742E-04 3.277651966E-01
 1.009999990E+00 3.059358860E-04 3.280381858E-01
 1.009999990E+00 3.160274064E-04 3.283302784E-01
 1.009999990E+00 3.264147381E-04 3.286427855E-01
 1.009999990E+00 3.371084458E-04 3.289757967E-01
 1.009999990E+00 3.481195308E-04 3.293310702E-01
 1.009999990E+00 3.594593145E-04 3.297094405E-01
 1.009999990E+00 3.711394675E-04 3.301120400E-01
 1.009999990E+00 3.831720969E-04 3.305398822E-01
 1.009999990E+00 3.955696302E-04 3.309937119E-01
 1.009999990E+00 4.083450476E-04 3.314750195E-01
 1.009999990E+00 4.215116205E-04 3.319846094E-01
 1.009999990E+00 4.350831150E-04 3.325241804E-01
 1.009999990E+00 4.490738502E-04 3.330938220E-01
 1.009999990E+00 4.634984653E-04 3.336949646E-01
 1.009999990E+00 4.783722106E-04 3.343296945E-01
 1.009999990E+00 4.937108024E-04 3.349987864E-01
 1.009999990E+00 5.095305387E-04 3.357022703E-01
 1.009999990E+00 5.258481833E-04 3.364429176E-01
 1.009999990E+00 5.426811404E-04 3.372217715E-01
 1.009999990E+00 5.600473960E-04 3.380394578E-01
 1.009999990E+00 5.779655767E-04 3.388969600E-01
 1.009999990E+00 5.964548327E-04 3.397956192E-01
 1.009999990E+00 6.155350711E-04 3.407373428E-01
 1.009999990E+00 6.352268392E-04 3.417224884E-01
 1.009999990E+00 6.555513828E-04 3.427518010E-01
 1.009999990E+00 6.765308208E-04 3.438283801E-01
 1.009999990E+00 6.981877377E-04 3.449510932E-01
 1.009999990E+00 7.205457659E-04 3.461219668E-01
 1.009999990E+00 7.436291780E-04 3.473426402E-01
 1.009999990E+00 7.674631779E-04 3.486128151E-01
 1.009999990E+00 7.920737844E-04 3.499349654E-01
