#SST model results
VARIABLES = "x","cf"
ZONE T="CFL3D"
 9.997505546E-01 1.898431219E-03
 9.994956851E-01 1.044131466E-03
 9.992352128E-01 1.144843176E-03
 9.989690781E-01 1.271406771E-03
 9.986971617E-01 1.351482817E-03
 9.984192848E-01 1.415808336E-03
 9.981353879E-01 1.463331166E-03
 9.978453517E-01 1.500773942E-03
 9.975489378E-01 1.530674519E-03
 9.972460866E-01 1.555952826E-03
 9.969367385E-01 1.578339841E-03
 9.966205955E-01 1.599060139E-03
 9.962975979E-01 1.618787646E-03
 9.959676266E-01 1.637873589E-03
 9.956305623E-01 1.656457200E-03
 9.952861071E-01 1.674575848E-03
 9.949342608E-01 1.692227554E-03
 9.945747852E-01 1.709407428E-03
 9.942075610E-01 1.726122107E-03
 9.938323498E-01 1.742392546E-03
 9.934490919E-01 1.758249942E-03
 9.930576086E-01 1.773730619E-03
 9.926576614E-01 1.788872061E-03
 9.922491312E-01 1.803709660E-03
 9.918317795E-01 1.818275545E-03
 9.914054871E-01 1.832598238E-03
 9.909700155E-01 1.846703235E-03
 9.905252457E-01 1.860613585E-03
 9.900709391E-01 1.874350128E-03
 9.896069169E-01 1.887932420E-03
 9.891329408E-01 1.901378739E-03
 9.886488914E-01 1.914706663E-03
 9.881544709E-01 1.927933074E-03
 9.876495004E-01 1.941074152E-03
 9.871338010E-01 1.954145497E-03
 9.866071343E-01 1.967162360E-03
 9.860692620E-01 1.980139641E-03
 9.855199456E-01 1.993091311E-03
 9.849590063E-01 2.006031573E-03
 9.843862057E-01 2.018973464E-03
 9.838012457E-01 2.031929558E-03
 9.832039475E-01 2.044911496E-03
 9.825940728E-01 2.057931619E-03
 9.819713235E-01 2.071001334E-03
 9.813354611E-01 2.084135078E-03
 9.806861877E-01 2.097349847E-03
 9.800233245E-01 2.110668458E-03
 9.793465734E-01 2.124121645E-03
 9.786556363E-01 2.137749922E-03
 9.779502153E-01 2.151601249E-03
 9.772301316E-01 2.165731275E-03
 9.764949679E-01 2.180203097E-03
 9.757445455E-01 2.195090288E-03
 9.749785066E-01 2.210472943E-03
 9.741965532E-01 2.226445358E-03
 9.733983874E-01 2.243103925E-03
 9.725837111E-01 2.260576235E-03
 9.717522264E-01 2.278911881E-03
 9.709035754E-01 2.298418665E-03
 9.700374603E-01 2.319321735E-03
 9.691535234E-01 2.340449020E-03
 9.682514668E-01 2.360524843E-03
 9.673308730E-01 2.379542682E-03
