 27 80
3D Unsteady Flow: approximation to Ekman layer
(P.R. Spalart, J.Fluid Mech. 205, 319)
Free-stream velocity components are U,inf = U,0 cos(ft)
and W,inf = U,0 sin(ft). U and W (and all six
Reynolds stresses) are non-zero, but are functions of y and t only,
not of x and z (so V = 0 by continuity). A program capable of computing
steady flow over infinite swept wings (z coordinate along generators
and d[ ]/dz=0) could be adapted: Ud[ ]/x becomes d[ ]/dt; Vd[ ]/dy
and Wd[ ]/dz are zero - for different reasons - and the program can be
stepped in time instead of marching in x.

Notation is explained in the JFM paper, especially para. 3.1:
the defining Reynolds number, Rl, is U,0 [2/(f*nu)]^(1/2)
where f is in rad/sec not Hz: it is independent of time.
The length scale,delta = (Utau)/f, is quite close to the
physical thickness: y- = y/delta. Rt = (Utau)*(delta)/nu. Phi0 (phi* in
the JFM paper, eq. 18) is related to the direction of the surface shear
stress, alpha = lim tan^1 (W/U) by eq. 18: it is not relevant to the
computations.

 Rl            Utau     Phi0      Rt 
 766.51428   0.05580   0.30867 914.74451


  NEW THEORY (EQ. 18)
  FIG 5 AND 7:
     y-          U/Uref      W/Uref      yplus       U+          W+
  0.6379e-01  0.8235e+00  0.1895e+00  0.5835e+02  0.1509e+02 -0.1247e+01
  0.6920e-01  0.8354e+00  0.1867e+00  0.6330e+02  0.1528e+02 -0.1360e+01
  0.7486e-01  0.8468e+00  0.1839e+00  0.6847e+02  0.1546e+02 -0.1470e+01
  0.8077e-01  0.8580e+00  0.1812e+00  0.7389e+02  0.1564e+02 -0.1577e+01
  0.8696e-01  0.8689e+00  0.1787e+00  0.7954e+02  0.1581e+02 -0.1680e+01
  0.9341e-01  0.8794e+00  0.1762e+00  0.8545e+02  0.1597e+02 -0.1779e+01
  0.1001e+00  0.8897e+00  0.1738e+00  0.9161e+02  0.1614e+02 -0.1877e+01
  0.1072e+00  0.8998e+00  0.1711e+00  0.9803e+02  0.1629e+02 -0.1977e+01
  0.1145e+00  0.9093e+00  0.1682e+00  0.1047e+03  0.1644e+02 -0.2078e+01
  0.1221e+00  0.9184e+00  0.1650e+00  0.1117e+03  0.1658e+02 -0.2182e+01
  0.1300e+00  0.9270e+00  0.1617e+00  0.1190e+03  0.1671e+02 -0.2286e+01
  0.1383e+00  0.9350e+00  0.1580e+00  0.1265e+03  0.1682e+02 -0.2393e+01
  0.1469e+00  0.9426e+00  0.1538e+00  0.1344e+03  0.1693e+02 -0.2506e+01
  0.1558e+00  0.9498e+00  0.1491e+00  0.1425e+03  0.1703e+02 -0.2625e+01
  0.1651e+00  0.9565e+00  0.1443e+00  0.1510e+03  0.1712e+02 -0.2745e+01
  0.1748e+00  0.9633e+00  0.1391e+00  0.1599e+03  0.1720e+02 -0.2869e+01
  0.1849e+00  0.9699e+00  0.1337e+00  0.1691e+03  0.1729e+02 -0.2997e+01
  0.1953e+00  0.9763e+00  0.1283e+00  0.1787e+03  0.1737e+02 -0.3125e+01
  0.2062e+00  0.9829e+00  0.1227e+00  0.1886e+03  0.1745e+02 -0.3257e+01
  0.2175e+00  0.9898e+00  0.1170e+00  0.1990e+03  0.1754e+02 -0.3391e+01
  0.2293e+00  0.9965e+00  0.1114e+00  0.2097e+03  0.1762e+02 -0.3523e+01
  0.2416e+00  0.1003e+01  0.1059e+00  0.2210e+03  0.1771e+02 -0.3654e+01
  0.2543e+00  0.1010e+01  0.1003e+00  0.2326e+03  0.1779e+02 -0.3786e+01
  0.2676e+00  0.1016e+01  0.9441e-01  0.2448e+03  0.1786e+02 -0.3918e+01
  0.2815e+00  0.1021e+01  0.8830e-01  0.2575e+03  0.1792e+02 -0.4053e+01
  0.2960e+00  0.1027e+01  0.8186e-01  0.2707e+03  0.1797e+02 -0.4191e+01
  0.3110e+00  0.1031e+01  0.7505e-01  0.2845e+03  0.1801e+02 -0.4331e+01
  0.3268e+00  0.1035e+01  0.6813e-01  0.2989e+03  0.1804e+02 -0.4469e+01
  0.3433e+00  0.1038e+01  0.6164e-01  0.3140e+03  0.1805e+02 -0.4596e+01
  0.3605e+00  0.1040e+01  0.5556e-01  0.3298e+03  0.1805e+02 -0.4711e+01
  0.3786e+00  0.1041e+01  0.4943e-01  0.3463e+03  0.1804e+02 -0.4821e+01
  0.3975e+00  0.1040e+01  0.4307e-01  0.3636e+03  0.1799e+02 -0.4926e+01
  0.4174e+00  0.1037e+01  0.3650e-01  0.3818e+03  0.1791e+02 -0.5025e+01
  0.4383e+00  0.1035e+01  0.2980e-01  0.4009e+03  0.1783e+02 -0.5123e+01
  0.4603e+00  0.1032e+01  0.2339e-01  0.4211e+03  0.1775e+02 -0.5219e+01
  0.4836e+00  0.1030e+01  0.1757e-01  0.4424e+03  0.1769e+02 -0.5310e+01
  0.5082e+00  0.1030e+01  0.1243e-01  0.4649e+03  0.1765e+02 -0.5395e+01
  0.5343e+00  0.1029e+01  0.8531e-02  0.4887e+03  0.1761e+02 -0.5456e+01
  0.5620e+00  0.1027e+01  0.6213e-02  0.5141e+03  0.1757e+02 -0.5486e+01
  0.5916e+00  0.1025e+01  0.4500e-02  0.5411e+03  0.1753e+02 -0.5506e+01
  0.6232e+00  0.1023e+01  0.2326e-02  0.5701e+03  0.1749e+02 -0.5532e+01
  0.6572e+00  0.1021e+01  0.3563e-04  0.6012e+03  0.1744e+02 -0.5560e+01
  0.6939e+00  0.1019e+01 -0.1399e-02  0.6347e+03  0.1739e+02 -0.5572e+01
  0.7337e+00  0.1016e+01 -0.1769e-02  0.6712e+03  0.1734e+02 -0.5563e+01
  0.7772e+00  0.1015e+01 -0.1092e-02  0.7109e+03  0.1732e+02 -0.5543e+01
  0.8251e+00  0.1013e+01  0.9105e-03  0.7548e+03  0.1731e+02 -0.5501e+01
  0.8783e+00  0.1007e+01  0.2840e-02  0.8034e+03  0.1721e+02 -0.5435e+01
  0.9381e+00  0.9994e+00  0.1950e-02  0.8581e+03  0.1707e+02 -0.5408e+01
  0.1006e+01  0.9976e+00 -0.1015e-02  0.9205e+03  0.1703e+02 -0.5448e+01
  0.1086e+01  0.1000e+01 -0.2061e-02  0.9930e+03  0.1707e+02 -0.5480e+01
  0.1180e+01  0.1001e+01 -0.6507e-03  0.1080e+04  0.1709e+02 -0.5462e+01
  0.1297e+01  0.1001e+01  0.1486e-03  0.1187e+04  0.1709e+02 -0.5446e+01
  0.1451e+01  0.1000e+01 -0.3383e-03  0.1327e+04  0.1708e+02 -0.5452e+01
  0.1674e+01  0.1000e+01 -0.5076e-03  0.1532e+04  0.1707e+02 -0.5453e+01
  0.2088e+01  0.9999e+00 -0.1462e-03  0.1910e+04  0.1707e+02 -0.5446e+01
  1 78
  FIG 8 RIGHT: Y-, TAUX+, -UV+, TAUZ+, -WV+, -UW
  0.1426e-03  0.9988e+00  0.2012e-05  0.5325e-01 -0.2375e-06  0.1537e-03
  0.4782e-03  0.9967e+00  0.7723e-04  0.4776e-01 -0.8916e-05  0.1710e-02
  0.1006e-02  0.9928e+00  0.7482e-03  0.3953e-01 -0.8522e-04  0.7625e-02
  0.1726e-02  0.9883e+00  0.3892e-02  0.2809e-01 -0.4382e-03  0.2277e-01
  0.2640e-02  0.9814e+00  0.1395e-01  0.1465e-01 -0.1565e-02  0.5392e-01
  0.3747e-02  0.9728e+00  0.3819e-01 -0.4156e-03 -0.4320e-02  0.1085e+00
  0.5049e-02  0.9646e+00  0.8412e-01 -0.1730e-01 -0.9757e-02  0.1910e+00
  0.6546e-02  0.9565e+00  0.1546e+00 -0.3497e-01 -0.1871e-01  0.2989e+00
  0.8240e-02  0.9485e+00  0.2450e+00 -0.5304e-01 -0.3136e-01  0.4199e+00
  0.1013e-01  0.9408e+00  0.3443e+00 -0.7159e-01 -0.4708e-01  0.5370e+00
  0.1223e-01  0.9315e+00  0.4404e+00 -0.8969e-01 -0.6460e-01  0.6355e+00
  0.1452e-01  0.9202e+00  0.5241e+00 -0.1072e+00 -0.8270e-01  0.7062e+00
  0.1702e-01  0.9079e+00  0.5914e+00 -0.1244e+00 -0.1004e+00  0.7469e+00
  0.1972e-01  0.8939e+00  0.6419e+00 -0.1407e+00 -0.1170e+00  0.7599e+00
  0.2263e-01  0.8785e+00  0.6777e+00 -0.1562e+00 -0.1324e+00  0.7507e+00
  0.2575e-01  0.8628e+00  0.7014e+00 -0.1715e+00 -0.1470e+00  0.7269e+00
  0.2908e-01  0.8458e+00  0.7153e+00 -0.1861e+00 -0.1607e+00  0.6949e+00
  0.3263e-01  0.8278e+00  0.7211e+00 -0.2000e+00 -0.1738e+00  0.6615e+00
  0.3639e-01  0.8094e+00  0.7206e+00 -0.2137e+00 -0.1866e+00  0.6303e+00
  0.4038e-01  0.7897e+00  0.7149e+00 -0.2266e+00 -0.1992e+00  0.6023e+00
  0.4460e-01  0.7695e+00  0.7054e+00 -0.2390e+00 -0.2117e+00  0.5792e+00
  0.4904e-01  0.7486e+00  0.6927e+00 -0.2514e+00 -0.2245e+00  0.5619e+00
  0.5372e-01  0.7264e+00  0.6771e+00 -0.2631e+00 -0.2373e+00  0.5486e+00
  0.5863e-01  0.7039e+00  0.6600e+00 -0.2745e+00 -0.2499e+00  0.5389e+00
  0.6379e-01  0.6812e+00  0.6415e+00 -0.2857e+00 -0.2623e+00  0.5332e+00
  0.6920e-01  0.6573e+00  0.6210e+00 -0.2960e+00 -0.2740e+00  0.5292e+00
  0.7486e-01  0.6331e+00  0.5995e+00 -0.3060e+00 -0.2855e+00  0.5291e+00
  0.8077e-01  0.6094e+00  0.5780e+00 -0.3158e+00 -0.2968e+00  0.5365e+00
  0.8696e-01  0.5851e+00  0.5559e+00 -0.3245e+00 -0.3070e+00  0.5455e+00
  0.9341e-01  0.5608e+00  0.5335e+00 -0.3324e+00 -0.3161e+00  0.5521e+00
  0.1001e+00  0.5372e+00  0.5117e+00 -0.3396e+00 -0.3239e+00  0.5576e+00
  0.1072e+00  0.5124e+00  0.4893e+00 -0.3455e+00 -0.3301e+00  0.5572e+00
  0.1145e+00  0.4879e+00  0.4671e+00 -0.3507e+00 -0.3357e+00  0.5508e+00
  0.1221e+00  0.4637e+00  0.4450e+00 -0.3552e+00 -0.3406e+00  0.5454e+00
  0.1300e+00  0.4383e+00  0.4217e+00 -0.3583e+00 -0.3441e+00  0.5379e+00
  0.1383e+00  0.4133e+00  0.3988e+00 -0.3607e+00 -0.3465e+00  0.5211e+00
  0.1469e+00  0.3883e+00  0.3756e+00 -0.3625e+00 -0.3480e+00  0.4985e+00
  0.1558e+00  0.3622e+00  0.3511e+00 -0.3631e+00 -0.3488e+00  0.4780e+00
  0.1651e+00  0.3366e+00  0.3265e+00 -0.3629e+00 -0.3488e+00  0.4619e+00
  0.1748e+00  0.3114e+00  0.3019e+00 -0.3619e+00 -0.3479e+00  0.4462e+00
  0.1849e+00  0.2853e+00  0.2766e+00 -0.3587e+00 -0.3451e+00  0.4219e+00
  0.1953e+00  0.2600e+00  0.2517e+00 -0.3546e+00 -0.3412e+00  0.3867e+00
  0.2062e+00  0.2348e+00  0.2265e+00 -0.3495e+00 -0.3364e+00  0.3398e+00
  0.2175e+00  0.2088e+00  0.2007e+00 -0.3424e+00 -0.3298e+00  0.2860e+00
  0.2293e+00  0.1844e+00  0.1766e+00 -0.3354e+00 -0.3234e+00  0.2412e+00
  0.2416e+00  0.1612e+00  0.1539e+00 -0.3272e+00 -0.3157e+00  0.2094e+00
  0.2543e+00  0.1382e+00  0.1319e+00 -0.3171e+00 -0.3060e+00  0.1768e+00
  0.2676e+00  0.1172e+00  0.1118e+00 -0.3069e+00 -0.2961e+00  0.1413e+00
  0.2815e+00  0.9716e-01  0.9270e-01 -0.2950e+00 -0.2845e+00  0.1091e+00
  0.2960e+00  0.7665e-01  0.7340e-01 -0.2821e+00 -0.2719e+00  0.8041e-01
  0.3110e+00  0.5742e-01  0.5517e-01 -0.2691e+00 -0.2593e+00  0.5508e-01
  0.3268e+00  0.3850e-01  0.3706e-01 -0.2552e+00 -0.2462e+00  0.3069e-01
  0.3433e+00  0.1895e-01  0.1845e-01 -0.2398e+00 -0.2320e+00  0.1146e-02
  0.3605e+00  0.3067e-02  0.3566e-02 -0.2245e+00 -0.2176e+00 -0.2775e-01
  0.3786e+00 -0.1102e-01 -0.9154e-02 -0.2075e+00 -0.2011e+00 -0.4648e-01
  0.3975e+00 -0.2442e-01 -0.2096e-01 -0.1897e+00 -0.1840e+00 -0.5300e-01
  0.4174e+00 -0.3324e-01 -0.2890e-01 -0.1723e+00 -0.1670e+00 -0.4789e-01
  0.4383e+00 -0.4027e-01 -0.3604e-01 -0.1541e+00 -0.1491e+00 -0.4684e-01
  0.4603e+00 -0.4528e-01 -0.4197e-01 -0.1363e+00 -0.1318e+00 -0.5268e-01
  0.4836e+00 -0.4496e-01 -0.4281e-01 -0.1188e+00 -0.1147e+00 -0.5476e-01
  0.5082e+00 -0.4578e-01 -0.4416e-01 -0.1000e+00 -0.9689e-01 -0.5534e-01
  0.5343e+00 -0.4512e-01 -0.4349e-01 -0.8234e-01 -0.8048e-01 -0.6181e-01
  0.5620e+00 -0.4101e-01 -0.3948e-01 -0.6795e-01 -0.6699e-01 -0.6476e-01
  0.5916e+00 -0.4162e-01 -0.4010e-01 -0.5641e-01 -0.5559e-01 -0.5448e-01
  0.6232e+00 -0.4305e-01 -0.4147e-01 -0.4704e-01 -0.4615e-01 -0.3820e-01
  0.6572e+00 -0.4023e-01 -0.3877e-01 -0.4087e-01 -0.4025e-01 -0.2090e-01
  0.6939e+00 -0.3802e-01 -0.3663e-01 -0.3202e-01 -0.3197e-01 -0.1372e-01
  0.7337e+00 -0.3301e-01 -0.3204e-01 -0.2296e-01 -0.2335e-01 -0.1420e-01
  0.7772e+00 -0.2692e-01 -0.2651e-01 -0.1515e-01 -0.1589e-01 -0.1614e-01
  0.8251e+00 -0.2373e-01 -0.2260e-01 -0.7122e-02 -0.8280e-02 -0.6994e-02
  0.8783e+00 -0.1707e-01 -0.1482e-01 -0.2588e-02 -0.3494e-02 -0.3693e-02
  0.9381e+00 -0.6834e-02 -0.5236e-02 -0.8635e-03 -0.7535e-03 -0.2808e-02
  0.1006e+01 -0.3590e-03 -0.2974e-03 -0.4061e-03  0.1335e-03 -0.5860e-03
  0.1086e+01  0.6481e-03  0.2501e-03  0.1137e-03  0.1975e-03 -0.1874e-03
  0.1180e+01  0.1919e-03  0.7877e-04  0.2253e-03  0.4674e-04  0.4064e-04
  0.1297e+01 -0.1760e-04  0.2389e-04  0.8178e-04  0.4484e-04  0.4759e-04
  0.1451e+01 -0.5548e-04 -0.6388e-05  0.1542e-04  0.3555e-04  0.2785e-04
  0.1674e+01 -0.3321e-04 -0.1833e-04 -0.6668e-05 -0.1762e-04  0.5203e-05
  1 80
  RMS, FIG 12: U+, V+, W+
  0.0000e+00  0.7613e-11  0.8396e-11  0.4266e-11
  0.1426e-03  0.4983e-01  0.2268e-03  0.3301e-01
  0.4782e-03  0.1650e+00  0.2072e-02  0.1053e+00
  0.1006e-02  0.3454e+00  0.8532e-02  0.2092e+00
  0.1726e-02  0.5898e+00  0.2278e-01  0.3337e+00
  0.2640e-02  0.8922e+00  0.4741e-01  0.4666e+00
  0.3747e-02  0.1237e+01  0.8346e-01  0.5980e+00
  0.5049e-02  0.1595e+01  0.1304e+00  0.7209e+00
  0.6546e-02  0.1927e+01  0.1867e+00  0.8317e+00
  0.8240e-02  0.2199e+01  0.2502e+00  0.9299e+00
  0.1013e-01  0.2393e+01  0.3185e+00  0.1016e+01
  0.1223e-01  0.2509e+01  0.3893e+00  0.1091e+01
  0.1452e-01  0.2557e+01  0.4599e+00  0.1156e+01
  0.1702e-01  0.2552e+01  0.5284e+00  0.1211e+01
  0.1972e-01  0.2511e+01  0.5930e+00  0.1256e+01
  0.2263e-01  0.2446e+01  0.6525e+00  0.1292e+01
  0.2575e-01  0.2367e+01  0.7060e+00  0.1318e+01
  0.2908e-01  0.2280e+01  0.7530e+00  0.1336e+01
  0.3263e-01  0.2191e+01  0.7931e+00  0.1346e+01
  0.3639e-01  0.2101e+01  0.8266e+00  0.1352e+01
  0.4038e-01  0.2016e+01  0.8537e+00  0.1354e+01
  0.4460e-01  0.1939e+01  0.8745e+00  0.1354e+01
  0.4904e-01  0.1871e+01  0.8898e+00  0.1353e+01
  0.5372e-01  0.1814e+01  0.8999e+00  0.1352e+01
  0.5863e-01  0.1766e+01  0.9053e+00  0.1349e+01
  0.6379e-01  0.1725e+01  0.9069e+00  0.1344e+01
  0.6920e-01  0.1690e+01  0.9055e+00  0.1337e+01
  0.7486e-01  0.1660e+01  0.9019e+00  0.1326e+01
  0.8077e-01  0.1632e+01  0.8970e+00  0.1313e+01
  0.8696e-01  0.1607e+01  0.8913e+00  0.1300e+01
  0.9341e-01  0.1581e+01  0.8850e+00  0.1289e+01
  0.1001e+00  0.1554e+01  0.8783e+00  0.1280e+01
  0.1072e+00  0.1524e+01  0.8711e+00  0.1270e+01
  0.1145e+00  0.1492e+01  0.8638e+00  0.1259e+01
  0.1221e+00  0.1459e+01  0.8576e+00  0.1245e+01
  0.1300e+00  0.1426e+01  0.8523e+00  0.1230e+01
  0.1383e+00  0.1393e+01  0.8467e+00  0.1217e+01
  0.1469e+00  0.1362e+01  0.8407e+00  0.1207e+01
  0.1558e+00  0.1327e+01  0.8360e+00  0.1198e+01
  0.1651e+00  0.1292e+01  0.8331e+00  0.1193e+01
  0.1748e+00  0.1257e+01  0.8307e+00  0.1192e+01
  0.1849e+00  0.1221e+01  0.8271e+00  0.1190e+01
  0.1953e+00  0.1176e+01  0.8207e+00  0.1188e+01
  0.2062e+00  0.1126e+01  0.8100e+00  0.1183e+01
  0.2175e+00  0.1072e+01  0.7950e+00  0.1172e+01
  0.2293e+00  0.1013e+01  0.7770e+00  0.1153e+01
  0.2416e+00  0.9559e+00  0.7576e+00  0.1127e+01
  0.2543e+00  0.9045e+00  0.7372e+00  0.1097e+01
  0.2676e+00  0.8584e+00  0.7147e+00  0.1070e+01
  0.2815e+00  0.8222e+00  0.6881e+00  0.1048e+01
  0.2960e+00  0.7954e+00  0.6598e+00  0.1024e+01
  0.3110e+00  0.7751e+00  0.6333e+00  0.9966e+00
  0.3268e+00  0.7555e+00  0.6119e+00  0.9599e+00
  0.3433e+00  0.7334e+00  0.5979e+00  0.9136e+00
  0.3605e+00  0.7148e+00  0.5888e+00  0.8602e+00
  0.3786e+00  0.7016e+00  0.5801e+00  0.8064e+00
  0.3975e+00  0.6872e+00  0.5667e+00  0.7612e+00
  0.4174e+00  0.6588e+00  0.5440e+00  0.7217e+00
  0.4383e+00  0.6243e+00  0.5122e+00  0.6826e+00
  0.4603e+00  0.5928e+00  0.4820e+00  0.6455e+00
  0.4836e+00  0.5479e+00  0.4579e+00  0.6028e+00
  0.5082e+00  0.4994e+00  0.4365e+00  0.5495e+00
  0.5343e+00  0.4702e+00  0.4174e+00  0.5050e+00
  0.5620e+00  0.4598e+00  0.3999e+00  0.4762e+00
  0.5916e+00  0.4542e+00  0.3850e+00  0.4423e+00
  0.6232e+00  0.4343e+00  0.3743e+00  0.4012e+00
  0.6572e+00  0.4080e+00  0.3631e+00  0.3618e+00
  0.6939e+00  0.3914e+00  0.3411e+00  0.3238e+00
  0.7337e+00  0.3665e+00  0.3055e+00  0.2982e+00
  0.7772e+00  0.3270e+00  0.2697e+00  0.2739e+00
  0.8251e+00  0.2695e+00  0.2329e+00  0.2299e+00
  0.8783e+00  0.1883e+00  0.1815e+00  0.1735e+00
  0.9381e+00  0.1130e+00  0.1258e+00  0.1046e+00
  0.1006e+01  0.6843e-01  0.8009e-01  0.6028e-01
  0.1086e+01  0.4466e-01  0.5070e-01  0.3990e-01
  0.1180e+01  0.2544e-01  0.3511e-01  0.2558e-01
  0.1297e+01  0.1973e-01  0.2395e-01  0.2180e-01
  0.1451e+01  0.1672e-01  0.2132e-01  0.1586e-01
  0.1674e+01  0.1119e-01  0.1691e-01  0.1241e-01
  0.2088e+01  0.6449e-02  0.9765e-02  0.6177e-02
  5 80
  2K BUDGET FIG 13AR:
  (Budget for TWICE turb. k.e., i.e. sum of normal-stress budgets - 
  "total" is error due to limited averaging time)
      y-      Convection   Viscous     Pressure   Time-dep.     Total
  0.0000e+00 -0.5249e-10 -0.5729e-10 -0.4635e-10  0.0000e+00 -0.1561e-09
  0.1426e-03  0.9186e-02 -0.1865e+02  0.4602e+01  0.0000e+00 -0.1404e+02
  0.4782e-03  0.3527e+00 -0.1759e+02  0.1257e+02  0.0000e+00 -0.4661e+01
  0.1006e-02  0.3371e+01 -0.2628e+02  0.2211e+02  0.0000e+00 -0.8047e+00
  0.1726e-02  0.1698e+02 -0.5126e+02  0.3005e+02  0.0000e+00 -0.4234e+01
  0.2640e-02  0.5594e+02 -0.9042e+02  0.3287e+02  0.0000e+00 -0.1614e+01
  0.3747e-02  0.1295e+03 -0.1629e+03  0.3281e+02  0.0000e+00 -0.5915e+00
  0.5049e-02  0.2217e+03 -0.2549e+03  0.3045e+02  0.0000e+00 -0.2737e+01
  0.6546e-02  0.2978e+03 -0.3241e+03  0.2536e+02  0.0000e+00 -0.9518e+00
  0.8240e-02  0.3354e+03 -0.3557e+03  0.1970e+02  0.0000e+00 -0.5764e+00
  0.1013e-01  0.3361e+03 -0.3515e+03  0.1329e+02  0.0000e+00 -0.2130e+01
  0.1223e-01  0.3133e+03 -0.3201e+03  0.6606e+01  0.0000e+00 -0.1572e+00
  0.1452e-01  0.2815e+03 -0.2833e+03  0.1353e+01  0.0000e+00 -0.4256e+00
  0.1702e-01  0.2498e+03 -0.2497e+03 -0.1813e+01  0.0000e+00 -0.1714e+01
  0.1972e-01  0.2210e+03 -0.2178e+03 -0.3599e+01  0.0000e+00 -0.3514e+00
  0.2263e-01  0.1955e+03 -0.1926e+03 -0.3916e+01  0.0000e+00 -0.9691e+00
  0.2575e-01  0.1738e+03 -0.1719e+03 -0.3416e+01  0.0000e+00 -0.1497e+01
  0.2908e-01  0.1541e+03 -0.1515e+03 -0.3166e+01  0.0000e+00 -0.5685e+00
  0.3263e-01  0.1365e+03 -0.1350e+03 -0.2492e+01  0.0000e+00 -0.1009e+01
  0.3639e-01  0.1219e+03 -0.1206e+03 -0.2441e+01  0.0000e+00 -0.1199e+01
  0.4038e-01  0.1082e+03 -0.1065e+03 -0.2352e+01  0.0000e+00 -0.6629e+00
  0.4460e-01  0.9701e+02 -0.9516e+02 -0.2169e+01  0.0000e+00 -0.3180e+00
  0.4904e-01  0.8817e+02 -0.8565e+02 -0.2595e+01  0.0000e+00 -0.6819e-01
  0.5372e-01  0.7868e+02 -0.7661e+02 -0.1879e+01  0.0000e+00  0.1893e+00
  0.5863e-01  0.7106e+02 -0.6907e+02 -0.1479e+01  0.0000e+00  0.5067e+00
  0.6379e-01  0.6479e+02 -0.6250e+02 -0.1281e+01  0.0000e+00  0.1012e+01
  0.6920e-01  0.5774e+02 -0.5647e+02 -0.4948e-01  0.0000e+00  0.1224e+01
  0.7486e-01  0.5261e+02 -0.5120e+02 -0.3554e+00  0.0000e+00  0.1056e+01
  0.8077e-01  0.4735e+02 -0.4629e+02 -0.1511e+00  0.0000e+00  0.9028e+00
  0.8696e-01  0.4162e+02 -0.4187e+02  0.1052e+01  0.0000e+00  0.7962e+00
  0.9341e-01  0.3742e+02 -0.3812e+02  0.9740e+00  0.0000e+00  0.2653e+00
  0.1001e+00  0.3414e+02 -0.3481e+02  0.9667e+00  0.0000e+00  0.2910e+00
  0.1072e+00  0.3064e+02 -0.3162e+02  0.1290e+01  0.0000e+00  0.3072e+00
  0.1145e+00  0.2855e+02 -0.2870e+02 -0.5598e-01  0.0000e+00 -0.2029e+00
  0.1221e+00  0.2734e+02 -0.2622e+02 -0.7424e+00  0.0000e+00  0.3813e+00
  0.1300e+00  0.2613e+02 -0.2395e+02 -0.1195e+01  0.0000e+00  0.9791e+00
  0.1383e+00  0.2517e+02 -0.2209e+02 -0.2782e+01  0.0000e+00  0.2975e+00
  0.1469e+00  0.2334e+02 -0.2046e+02 -0.2168e+01  0.0000e+00  0.7164e+00
  0.1558e+00  0.2049e+02 -0.1854e+02 -0.1361e+01  0.0000e+00  0.5866e+00
