%F0331A Castro 2D curved mixing layer
%J. Fluid Mech. vol. 73, p. 265 (1976)
%Two sets of coordinates are used; offset r, theta coords.
%for highly-curved initial region (theta increasing with
%streamwise distance) and x,y coords. for straighter
%downstream section. 
%
%Part 1 -  Mean flow measurements in curved section
%Part 2 - Turbulence measurements in curved section
%Part 3 Turbulence measurements in straight section
%Part 4 Reference streamline
%
%__________________________________________________
%
%Part 1 - Mean flow measurements in curved section
%For mean U and V in downstream section in x,y coords.
%see Part 3.
%
%Station, theta (deg):
%     0.0
%    r      Utheta/Uref   Ur/Uref
2.3659E-01     8.9845E-03     9.0743E-03     5.6379E-03     3.1198E-03    -1.5220E-04    -3.1820E-04    -2.6000E-04    -5.3690E-04    -1.7221E-04
2.3160E-01     1.2346E-02     9.8979E-03     8.1829E-03     4.2458E-03    -1.4627E-04    -2.8652E-04    -1.9190E-04    -5.5760E-08    -4.7590E-08
2.2660E-01     1.4643E-02     1.0670E-02     9.9875E-03     5.6300E+00    -7.9254E-05    -1.7964E-04    -7.6271E-05    -5.2798E-04    -2.6950E-04
2.2160E-01     1.5442E-02     1.0429E-02     1.0599E-02     4.8088E-03     5.4413E-05    -8.2679E-05     2.5631E-05    -3.5489E-04    -1.9753E-04
2.1660E-01     1.7230E-02     1.0218E-02     1.0660E-02     5.3719E-03     2.0375E-04     6.5229E-05     1.8776E-04     2.7687E-04     1.5350E-04
2.1160E-01     1.5546E-02     9.1826E-03     8.8656E-03     4.2458E-03     2.4029E-04     1.8939E-04     3.1215E-04     5.6861E-04     2.0807E-04
2.0660E-01     1.4175E-02     8.3625E-03     7.0184E-03     3.1198E-03     3.0060E-04     2.4850E-04     3.7530E-04     8.3470E-04     3.0860E-04
1.9660E-01     9.4126E-03     4.2312E-03     3.0725E-03     1.4307E-03     1.7893E-04     2.2238E-04     2.8312E-04     8.0356E-04     1.6928E-04
1.8660E-01     4.8045E-03     1.7950E-03     1.0012E-03     3.0463E-04     5.9122E-05     6.3529E-05     1.1381E-04     4.3858E-04     5.4178E-05
%
%Station, theta (deg):
%     90.00
%    r        Utheta2/Uref^2   Ur2/Uref^2     W2/Uref^2    UthetaUr/Uref^2  Ur3/Uref^3 Utheta2Ur/Uref^3 UthetaUr2/Uref^3 Utheta3/Uref^3 UthetaW2/Uref^3
2.5560E-01     3.0250E-03     4.3932E-03     7.2193E-04    -4.8663E-05    -1.0176E-04    -1.5417E-05    -1.9835E-05     5.7544E-06     4.9242E-06
2.4560E-01     5.0119E-03     7.2031E-03     2.8974E-03     1.3580E-03    -1.3470E-04    -1.7370E-04    -1.3713E-04    -2.1785E-04    -7.9180E-05
2.3560E-01     1.1617E-02     9.9972E-03     7.5624E-03     4.1443E-03    -4.7148E-05    -4.6120E-04    -2.3530E-04    -8.1080E-04    -2.3480E-04
2.2560E-01     1.7134E-02     1.1320E-02     1.1387E-02     5.0524E-03     1.1924E-05    -2.1233E-04    -5.1436E-05    -5.0917E-04    -1.8214E-04
2.2060E-01     1.9367E-02     1.1510E-02     1.2493E-02     5.5910E-03     1.3506E-04     3.6531E-05     1.7300E-04    -9.2383E-05    -2.6299E-05
2.1560E-01     1.9500E-02     1.0915E-02     1.2740E-02     4.0111E-03     2.5050E-04     1.6837E-04     3.2855E-04     2.5978E-04     2.0458E-04
2.1060E-01     1.8744E-02     9.9341E-03     1.0690E-02     3.2701E-03     2.4352E-04     2.0391E-04     3.7284E-04     6.3274E-04     3.1490E-04
2.0560E-01     1.6973E-02     7.8964E-03     8.3087E-03     2.1265E-03     2.7522E-04     2.9130E-04     4.2987E-04     9.0790E-04     2.7637E-04
1.9560E-01     8.7369E-03     5.2422E-03     4.2694E-03     5.3531E-03     4.5250E-04     4.7650E-04     4.6540E-04     7.7831E-04     2.6807E-04
1.8560E-01     7.1124E-03     2.4502E-03     1.4998E-03     1.0572E-04     2.8659E-05     5.9786E-05     1.7202E-04     7.7556E-04     9.8263E-05
1.7560E-01     3.3611E-03     9.9000E-04     5.6610E-04    -1.2700E-04    -3.3434E-06    -6.4155E-06     5.5631E-05     2.9243E-04     2.7022E-05
%
%___________________________________________________
%
%
%Part 3 Turbulence measurements in straight section
%
%Station: X (m)
%   0.2770
%  y(m)          U/Uref         V/Uref        U2/Uref^2      V2/Uref^3      W2/Uref^2     U1V1/Uref^2     V3/Uref^2     U2V1/Uref^3    U1V2/Uref^3  U3/Uref^Uref^3  U1W2/Uref^3
6.5000E-02     1.0200E+00    -9.0004E-03     4.2390E-03     4.4321E-03     1.0264E-03     4.6053E-04    -1.3346E-04    -5.6842E-05    -6.8328E-05     3.5024E-06     1.4092E-06
7.5000E-02     9.7098E-01    -1.3000E-02     6.7057E-03     7.7987E-03     3.5719E-03     2.6984E-03    -2.2410E-04    -3.5664E-04    -2.7718E-04    -3.6912E-04    -1.2035E-04
8.5000E-02     8.4600E-01    -1.0000E-02     1.3056E-02     1.0353E-02     8.1126E-03     5.4762E-03    -1.3033E-04    -6.2240E-04    -3.5600E-04    -9.4180E-04    -3.1070E-04
9.5000E-02     6.8495E-01    -5.0008E-03     1.9657E-02     1.1910E-02     1.2400E-02     7.0750E-03    -3.9255E-05    -3.5992E-04    -1.1938E-04    -1.1328E-04    -3.1520E-05
1.0000E-01     5.9697E-01    -1.0000E-03     2.0744E-02     1.1624E-02     1.1993E-02     6.9707E-03     1.1060E-04    -7.6941E-05     1.1860E-04     1.9381E-04     1.4262E-05
1.0500E-01     5.1392E-01    -1.0000E-03     2.0850E-02     1.1030E-02     1.1754E-02     6.0896E-03     2.1178E-04     1.6435E-04     3.2409E-04     4.6665E-04     2.1496E-04
1.1000E-01     4.3899E-01    -2.0008E-03     2.0463E-02     1.0063E-02     1.0141E-02     5.1527E-03     3.1037E-04     2.3967E-04     3.8258E-04     7.8550E-04     3.2645E-04
1.1500E-01     3.6695E-01    -3.0004E-03     1.9616E-02     8.3789E-03     8.1717E-03     4.4208E-03     3.1670E-04     3.4185E-04     4.4420E-04     1.1669E-03     4.4980E-04
1.2500E-01     2.4197E-01    -1.0000E-02     1.5142E-02     5.1844E-03     4.3506E-03     2.1129E-03     2.2244E-04     3.7260E-04     4.0355E-04     1.5590E-03     2.7869E-04
1.3500E-01     1.4196E-01    -8.0008E-03     9.1293E-03     2.3786E-03     1.5684E-03     6.5547E-04     7.4908E-05     1.4723E-04     1.8614E-04     1.1399E-03     1.1396E-04
1.4500E-01     8.8000E-02    -1.2000E-02     4.8686E-03     1.0850E-03     5.6610E-04    -6.5740E-05     1.1527E-05     2.1763E-05     6.8746E-05     6.1145E-04     3.7457E-05
%
%Station: X (m)
%   0.3520
%  y(m)          U/Uref         V/Uref        U2/Uref^2      V2/Uref^3      W2/Uref^2     U1V1/Uref^2     V3/Uref^2     U2V1/Uref^3    U1V2/Uref^3  U3/Uref^Uref^3  U1W2/Uref^3
5.0000E-02     1.0110E+00    -1.7001E-02     4.7660E-03     2.9944E-03     1.3398E-03    -1.0860E-04    -9.3942E-05    -2.5642E-05    -8.1170E-06     7.6852E-06    -1.0645E-05
6.0000E-02     9.8691E-01    -2.6000E-02     6.5368E-03     5.3731E-03     3.3257E-03     8.2833E-04    -2.3303E-04    -1.2306E-04    -1.1640E-04    -1.4582E-04    -8.0173E-05
7.0000E-02     9.3592E-01    -8.0002E-03     1.0162E-02     8.9692E-03     6.6915E-03     3.2590E-03    -3.7230E-04    -4.3276E-04    -3.3158E-04    -6.7676E-04    -2.6763E-04
7.9990E-02     8.3993E-01    -1.4001E-02     1.6876E-02     1.2122E-02     1.0881E-02     5.2890E-03    -2.9108E-04    -6.6850E-04    -4.1140E-04    -9.5850E-04    -3.1780E-04
9.0000E-02     7.1194E-01    -3.0004E-03     2.1955E-02     1.3797E-02     1.3990E-02     7.3695E-03    -6.6749E-05    -6.2322E-04    -2.1602E-04    -7.3583E-04    -2.3671E-05
1.0000E-01     5.8495E-01    -1.0010E-03     2.4730E-02     1.4420E-02     1.3087E-02     7.7780E-03     1.4741E-04    -5.0962E-05     1.9518E-04     5.0010E-04     3.7167E-04
1.0999E-01     4.5496E-01     0.0000E+00     2.3890E-02     1.2997E-02     9.7720E-03     6.1928E-03     5.1930E-04     3.3371E-04     5.8199E-04     1.3428E-03     5.6230E-04
1.2000E-01     3.4198E-01    -2.0020E-03     2.0823E-02     9.6013E-03     5.6992E-03     4.5737E-03     5.1573E-04     5.7880E-04     6.5860E-04     2.0348E-03     3.8364E-04
1.3000E-01     2.4399E-01    -7.0018E-03     1.6868E-02     5.8032E-03     2.9618E-03     2.5295E-03     2.7785E-04     5.1045E-04     5.6519E-04     2.2000E-03     2.5004E-04
1.4000E-01     1.5899E-01    -9.0012E-03     1.1109E-02     3.1625E-03     1.4105E-03     1.0452E-03     1.3957E-04     3.0801E-04     3.3107E-04     1.7288E-03     1.2427E-04
1.5000E-01     1.0200E-01    -1.2002E-02     6.6945E-03     1.3860E-03     8.9860E-04    -7.7842E-05     1.5992E-05     2.7618E-05     1.0306E-04     8.9712E-04     7.5517E-05
%
%Station: X (m)
%   0.4270
%  y(m)          U/Uref         V/Uref        U2/Uref^2      V2/Uref^3      W2/Uref^2     U1V1/Uref^2     V3/Uref^2     U2V1/Uref^3    U1V2/Uref^3  U3/Uref^Uref^3  U1W2/Uref^3
4.5000E-02     1.0200E+00    -1.5000E-02     6.0840E-03     3.5740E-03     1.3070E-03     4.5682E-04    -1.9001E-04    -8.6208E-05    -7.5741E-05     5.1326E-06     6.6941E-06
5.4999E-02     1.0009E+00    -1.8001E-02     7.7360E-03     6.0028E-03     2.5661E-03     1.3541E-03    -2.8304E-04    -1.5982E-04    -1.4885E-04    -1.7108E-04    -7.8363E-06
6.4998E-02     9.6992E-01    -1.9000E-02     1.0721E-02     9.0032E-03     5.4174E-03     3.6741E-03     2.9910E-03    -5.7110E-03    -4.0334E-04    -6.0137E-04    -1.4759E-04
7.4997E-02     8.9693E-01    -1.0002E-02     1.5763E-02     1.3035E-02     9.2085E-03     6.7310E-03    -4.8020E-04    -8.5559E-04    -5.5420E-04    -1.0673E-03    -2.9483E-04
8.4996E-02     7.9694E-01    -4.0004E-03     2.1285E-02     1.5225E-02     1.2970E-02     8.1970E-03    -1.9452E-04    -6.6080E-04    -3.7311E-04    -1.0960E-03    -3.2010E-04
9.4995E-02     6.9094E-01     3.0000E-03     2.5135E-02     1.6630E-02     1.5250E-02     8.8880E-03     3.5967E-05    -4.4517E-04    -3.9260E-05    -4.3745E-04     1.1136E-05
1.0499E-01     5.7292E-01     1.9990E-03     2.7829E-02     1.5780E-02     1.4878E-02     8.1962E-03     4.5251E-04     1.3594E-04     4.3048E-04     6.7761E-04     4.6195E-04
1.1499E-01     4.6500E-01     1.9990E-03     2.8870E-02     1.4576E-02     1.1675E-02     7.4058E-03     8.0241E-04     6.9946E-04     8.9920E-04     1.9390E-03     6.0540E-04
1.2499E-01     3.6196E-01    -8.0000E-07     2.5135E-02     1.0046E-02     7.7264E-03     5.3906E-03     6.1670E-04     8.0370E-04     8.3278E-04     2.7467E-03     4.9471E-04
1.3499E-01     2.7800E-01    -8.0000E-03     2.1923E-02     6.9249E-03     4.9768E-03     3.2047E-03     4.4696E-04     6.0696E-04     6.9006E-04     3.0020E-03     4.5047E-04
1.4499E-01     2.1093E-01    -1.5000E-02     1.6907E-02     4.0796E-03     2.6288E-03     1.4297E-03     1.7655E-04     3.7699E-04     3.9472E-04     2.5828E-03     2.0355E-04
1.5500E-01     1.4900E-01    -1.2002E-02     1.1327E-02     2.2670E-03     1.4297E-03     3.9910E-04     6.3737E-05     1.5484E-04     2.3340E-04     1.7857E-03     1.2136E-04
%
%Station: X (m)
%   0.5560
%   y(m)          U/Uref         V/Uref        U2/Uref^2      V2/Uref^3      W2/Uref^2     U1V1/Uref^2     V3/Uref^2     U2V1/Uref^3    U1V2/Uref^3  U3/Uref^Uref^3 U1W2/Uref^3
4.0000E-02     9.9800E-01     6.9978E-03     9.5178E-03     5.5856E-03     3.4129E-03     2.0217E-03    -4.6906E-04    -2.3841E-04    -1.7215E-04    -1.9148E-04    -9.3080E-05
5.5000E-02     9.4992E-01     5.9996E-03     1.2542E-02     9.8285E-03     6.9087E-03     3.9983E-03    -6.6306E-04    -4.7196E-04    -4.3822E-04    -5.3085E-04    -1.8668E-04
7.0000E-02     8.6694E-01     1.1000E-02     1.9379E-02     1.6077E-02     1.2347E-02     7.8037E-03    -9.3350E-04    -1.1290E-03    -8.7560E-04    -1.5120E-03    -4.4550E-04
8.4985E-02     7.5996E-01     1.1998E-02     2.6017E-02     1.9244E-02     1.6802E-02     9.7349E-03    -5.3124E-04    -9.1899E-04    -6.3261E-04    -1.1420E-03    -4.4390E-04
1.0000E-01     6.4694E-01     2.3000E-02     2.9831E-02     2.0230E-02     1.8110E-02     1.0510E-02     1.1522E-04    -3.4418E-04    -1.3010E-04    -9.9589E-05     3.3987E-05
1.1500E-01     5.1092E-01     1.4999E-02     3.2330E-02     1.7514E-02     1.4694E-02     8.5664E-03     6.5724E-04     3.8080E-04     6.4894E-04     1.4558E-03     4.7019E-04
1.2999E-01     3.9700E-01     5.9996E-03     3.0182E-02     1.1857E-02     9.7251E-03     5.9988E-03     6.8590E-04     4.7847E-04     7.2863E-04     2.8016E-03     6.2050E-04
1.4500E-01     2.8298E-01     3.9970E-03     2.4921E-02     7.4573E-03     5.2755E-03     4.4216E-03     5.1181E-04     8.0120E-04     7.6070E-04     3.3500E-03     3.4590E-04
1.6000E-01     2.0695E-01    -8.0000E-03     1.8935E-02     4.1158E-03     2.7336E-03     1.8406E-03     1.8729E-04     4.2655E-04     4.1790E-04     3.2946E-03     2.2565E-04
1.7500E-01     1.3596E-01    -2.0000E-06     1.1310E-02     2.0030E-03     1.2967E-03     9.7848E-04     6.6803E-05     1.9994E-04     1.5478E-04     1.7028E-03     1.0189E-04
1.9000E-01     9.6000E-02    -7.0018E-03     6.3510E-03     1.0920E-03     7.3550E-04     1.6090E-04     8.6669E-06     2.1013E-05     6.4454E-05     7.7120E-04     4.6779E-05
%
%Station: X (m)
%   0.6280
%   y(m)          U/Uref         V/Uref        U2/Uref^2      V2/Uref^3      W2/Uref^2     U1V1/Uref^2     V3/Uref^2     U2V1/Uref^3    U1V2/Uref^3  U3/Uref^Uref^3 U1W2/Uref^3
3.5000E-02     1.0100E+00     1.4998E-02     1.0009E-02     5.6175E-03     4.1298E-03     2.7968E-03    -4.9827E-04    -2.0877E-04    -1.4087E-04    -1.3394E-04    -5.6014E-05
5.4992E-02     9.3100E-01     1.8000E-02     1.5179E-02     1.2323E-02     9.2035E-03     6.5770E-03    -9.0560E-04    -8.0958E-04     6.0587E-04    -8.2899E-04    -2.5991E-04
6.4988E-02     8.9394E-01     1.9999E-02     7.7370E-03     1.9382E-02    -1.1270E-02     0.0000E+00    -8.7606E-04    -9.0949E-04    -6.8400E-04    -1.1521E-03    -3.7390E-04
7.4998E-02     8.2795E-01     2.0998E-02     2.2284E-02     1.8245E-02     1.5266E-02     8.9315E-03    -6.5647E-04    -9.1251E-04    -5.2006E-04    -1.1447E-03    -2.9188E-04
8.4994E-02     7.6395E-01     2.1998E-02     2.7146E-02     1.9966E-02     1.8620E-02     1.0064E-02    -4.5112E-04    -9.2220E-04    -4.4430E-04    -9.8440E-03    -1.9225E-04
9.4990E-02     6.9597E-01     2.4000E-02     3.0441E-02     2.0990E-02     2.0640E-02     1.0530E-02     4.0738E-05    -2.8828E-04     3.0400E-05    -1.7691E-04     2.3082E-04
1.1500E-01     5.4593E-01     1.8999E-02     3.3495E-02     1.8740E-02     1.7972E-02     9.9645E-03     7.9703E-04     4.9781E-04     8.4030E-04     1.8149E-03     9.4305E-04
1.3499E-01     4.0392E-01     1.3998E-02     3.3640E-02     1.2757E-02     1.0853E-02     7.6237E-03     8.7390E-04     1.0960E-03     1.1960E-03     1.1954E-03     4.2600E-03
1.4500E-01     3.3992E-01     1.9976E-03     2.9837E-02     9.7090E-03     8.0643E-03     5.5693E-03     6.6445E-04     9.5856E-04     9.6156E-04     4.7493E-03     6.8726E-04
1.5499E-01     2.7998E-01     3.0000E-03     2.6973E-02     7.3935E-03     5.9933E-03     4.8364E-03     5.6160E-04     1.0906E-03     9.5762E-04     4.9760E-03     5.8022E-04
1.6499E-01     2.3198E-01    -4.0000E-03     2.2639E-02     5.1065E-03     3.7468E-03     3.1400E-03     3.0197E-04     8.3969E-04     6.6095E-04     4.3669E-03     4.1386E-04
1.7500E-01     1.8100E-01    -3.0004E-03     1.7122E-02     3.2470E-03     2.2758E-03     1.8849E-03     1.7295E-04     4.9680E-04     4.2106E-04     3.4169E-03     2.3499E-04
%
%Station: X (m)
%   0.7080
%  y(m)          U/Uref         V/Uref        U2/Uref^2      V2/Uref^3      W2/Uref^2     U1V1/Uref^2     V3/Uref^2     U2V1/Uref^3    U1V2/Uref^3  U3/Uref^Uref^3  U1W2/Uref^3
3.5000E-02     9.8900E-01    -8.0000E-03     1.2470E-03     6.3392E-03     1.6547E-02     3.5684E-03    -4.4165E-04    -2.9365E-04    -1.4099E-04    -3.4322E-04    -7.2507E-05
4.9999E-02     9.4493E-01     9.9910E-04     1.6557E-02     1.0626E-02     9.2824E-03     5.4702E-03    -7.0920E-04    -5.0840E-04    -4.0033E-04    -7.3736E-04    -2.5024E-04
6.4997E-02     8.7492E-01     3.9988E-03     2.1477E-02     1.5307E-02     1.3896E-02     7.6810E-03    -7.7520E-04    -7.9510E-04    -5.5270E-04    -1.1170E-03    -3.6170E-04
7.9996E-02     7.9195E-01     1.1999E-02     2.6756E-02     1.8132E-02     1.7520E-02     8.7435E-03    -3.8488E-04    -5.8211E-04    -3.9285E-04    -9.5420E-04    -1.3212E-04
9.4994E-02     6.9393E-01     1.2998E-02     3.1544E-02     1.9150E-02     1.9650E-02     8.6515E-03     1.4994E-04    -4.0709E-04     1.1237E-04     5.6857E-05     2.0254E-04
1.0999E-01     5.9292E-01     1.9000E-02     3.6720E-02     1.8630E-02     2.0220E-02     9.7460E-03     1.9410E-03     1.4120E-03     1.9410E-03     5.4740E-03     2.4110E-03
1.2499E-01     5.0298E-01     1.4999E-02     3.5539E-02     1.5597E-02     1.5325E-02     8.2287E-03     8.4230E-04     6.9558E-04     9.7968E-04     2.9826E-03     8.6938E-04
1.3999E-01     4.1295E-01     1.1999E-02     3.4127E-02     1.2351E-02     1.0698E-02     7.1837E-03     8.3686E-04     1.1410E-03     1.2298E-03     4.5236E-03     8.9406E-04
1.5499E-01     3.1597E-01     7.9975E-03     3.0314E-02     8.5154E-03     6.5614E-03     5.5067E-03     6.6602E-04     1.1284E-03     1.0605E-03     5.2308E-03     7.2575E-04
1.6999E-01     2.3798E-01     6.9985E-03     2.4556E-02     5.4306E-03     3.8365E-03     3.9625E-03     4.0798E-04     9.7433E-04     7.9240E-04     4.9388E-03     4.4682E-04
1.8499E-01     1.7793E-01    -2.0006E-03     1.7302E-02     3.2093E-03     2.1757E-03     1.9531E-03     1.7085E-04     5.1503E-04     4.3057E-04     3.3589E-03     2.4108E-04
2.0000E-01     1.3000E-01    -2.6000E-06     1.1041E-02     1.8100E-03     1.2180E-03     1.0660E-03     8.8823E-05     2.2789E-04     2.0414E-04     1.9946E-03     1.0522E-04
%
%Station: X (m)
%   0.7820
%  y(m)          U/Uref         V/Uref        U2/Uref^2      V2/Uref^3      W2/Uref^2     U1V1/Uref^2     V3/Uref^2     U2V1/Uref^3    U1V2/Uref^3  U3/Uref^Uref^3  U1W2/Uref^3
3.0000E-02     1.0010E+00    -2.2000E-02     1.3646E-02     6.5193E-03     6.7523E-03     4.7962E-03    -3.6060E-04    -2.1996E-04    -1.3500E-04    -3.9940E-04    -9.4806E-05
4.4998E-02     9.5799E-01    -7.0018E-03     1.6154E-02     1.0448E-02     1.0999E-02     6.5485E-03    -6.1620E-04    -4.8804E-04    -3.9266E-04    -7.6664E-04    -2.5722E-04
5.9995E-02     8.8497E-01    -1.1000E-02     2.1212E-02     1.4167E-02     1.4921E-02     7.8019E-03    -5.3771E-04    -7.3810E-04    -4.4210E-04    -1.1005E-03    -3.4900E-04
7.4993E-02     8.1093E-01     2.9984E-03     2.6956E-02     1.7721E-02     1.8177E-02     1.0176E-02    -4.8033E-04    -5.8634E-04    -3.0955E-04    -1.2170E-03    -1.5530E-04
8.9990E-02     7.2499E-01     1.0999E-02     3.0207E-02     1.9260E-02     2.0850E-02     1.0630E-02    -2.3636E-05    -4.9545E-04    -5.8440E-05    -4.1773E-04     2.4447E-04
1.0499E-01     6.3000E-01     6.9968E-03     3.4471E-02     1.8752E-02     1.9212E-02     1.0270E-02     3.9357E-04     7.0548E-05     4.8790E-04     8.4434E-04     6.7165E-04
1.1999E-01     5.4992E-01     2.0000E-02     3.6370E-02     1.7620E-02     1.7816E-02     1.0344E-02     7.9799E-04     8.4656E-04     9.7735E-04     2.6307E-03     1.1079E-03
1.3498E-01     4.6397E-01     1.3998E-02     3.5294E-02     1.4533E-02     1.4304E-02     9.4289E-03     9.8230E-04     1.2640E-03     1.3300E-03     3.6480E-03     1.1410E-03
1.5000E-01     3.8295E-01    -1.0001E-02     3.2661E-02     1.0349E-02     1.0400E-02    -1.5390E-03    -3.4813E-04    -8.5415E-05     9.2756E-04     4.4728E-03     1.0810E-03
1.6500E-01     3.0097E-01     9.9920E-04     2.9116E-02     7.7382E-03     6.6977E-03     5.3985E-03     5.6078E-04     1.2318E-03     1.0543E-03     5.3290E-03     7.2052E-04
1.8500E-01     2.1692E-01    -7.0018E-03     2.1655E-02     4.4923E-03     3.2345E-03     2.9514E-03     2.9670E-04     8.4356E-04     6.6599E-04     4.5900E-03     3.7201E-04
2.0500E-01     1.3900E-01    -9.0010E-03     1.3630E-02     2.1400E-03     2.0280E-03     1.1321E-03     1.3430E-04     3.7066E-04     3.0502E-04     2.8166E-03     2.2748E-04
%
%______________________________________________________
%
%Part 4 Reference streamline
%
%Given below is the radius Rref of a reference
%streamline in the POTENTIAL FLOW (curved portion only),
%together with arc distance along this streamline
%and its vertical continuation, measured from
%the nozzle plane. Origin of polar coords. is 0.126m
%downstream of nozzle plane and 0.251m above it.
%All distances in meters.
%
%Curved portion:
%      theta  Rref  arc dist.  points on hotwire
%                              profile  
       0.00  0.2866  0.1260      8
       10.00 0.2866  0.1680      10
       20.00 0.2903  0.1680      10
       30.00 0.2959  0.2550      9
       40.00 0.3000  0.2990      13
       50.00 2.9780  0.3440      13
       60.00 0.2875  0.3880      10
       70.00 0.2781  0.4310      8
       80.00 0.2716  0.4720      11
       90.00 0.2706  0.5120      11
%
%    Vertical portion
%        x    arc dist.   points on hotwire
%                         profile
       0.2770  0.5360      11
       0.3520  0.6110      11
       0.4270  0.6860      12
       0.5560  0.8150      11
       0.6280  0.8870      12
       0.7080  0.9670      12
       0.7820  1.0410      12
