VARIABLES = "x [mm]","p / p<sub>ref</sub>"
ZONE T="Experiment"
4.3814965E+02	1.066E+00
4.4132385E+02	1.064E+00
4.4450100E+02	1.064E+00
4.4767520E+02	1.063E+00
4.5084940E+02	1.059E+00
4.5402360E+02	1.070E+00
4.5720075E+02	1.066E+00
4.6037495E+02	1.063E+00
4.6354915E+02	1.066E+00
4.6672630E+02	1.076E+00
4.6990050E+02	1.094E+00
4.7307470E+02	1.353E+00
4.7624890E+02	1.681E+00
4.7942605E+02	1.819E+00
4.8260025E+02	1.930E+00
4.8577445E+02	2.052E+00
4.8894865E+02	2.162E+00
4.9212580E+02	2.245E+00
4.9530000E+02	2.295E+00
4.9847420E+02	2.306E+00
5.0165135E+02	2.283E+00
5.0482555E+02	2.229E+00
5.0799975E+02	2.168E+00
5.1117395E+02	2.094E+00
5.1435110E+02	2.019E+00
5.1752530E+02	1.941E+00
5.2069950E+02	1.864E+00
5.2387370E+02	1.790E+00
5.2705085E+02	1.720E+00
5.3022505E+02	1.647E+00
5.3339925E+02	1.580E+00
5.3657640E+02	1.519E+00
5.3975060E+02	1.459E+00
5.4292480E+02	1.406E+00
5.4609900E+02	1.353E+00
5.4927615E+02	1.304E+00
5.5245035E+02	1.259E+00
5.5562455E+02	1.215E+00
5.5879875E+02	1.174E+00
5.6197590E+02	1.135E+00
5.6515010E+02	1.097E+00
5.6832430E+02	1.071E+00
5.7150145E+02	1.041E+00
5.7467565E+02	1.018E+00
5.7784985E+02	1.005E+00
5.8102405E+02	1.005E+00
5.8420120E+02	1.006E+00
5.8737540E+02	1.008E+00
5.9054960E+02	1.011E+00
