variables="N","h", "C_D","max_MUT"
ZONE, t="USM3D SA-neg-QCR, FO turb, Hex"
1585446912  0.8575960E-03 9.567343E-02  1.6603208E+03
 198180864  1.7151921E-03 9.568115E-02  1.6592053E+03
  24772608  3.4303842E-03 9.572590E-02  1.6567092E+03
   3096576  6.8607684E-03 9.587421E-02  1.6514904E+03
