VARIABLES= "x" "y" "z" "cfmag"
    0.5000000E+02    0.0000000E+00    0.5000000E+00    0.1842418E-02
    0.5000000E+02    0.0000000E+00    0.4790576E+00    0.1888949E-02
    0.5000000E+02    0.0000000E+00    0.4607330E+00    0.1949652E-02
    0.5000000E+02    0.0000000E+00    0.4424084E+00    0.2003117E-02
    0.5000000E+02    0.0000000E+00    0.4240838E+00    0.2043812E-02
    0.5000000E+02    0.0000000E+00    0.4057592E+00    0.2073230E-02
    0.5000000E+02    0.0000000E+00    0.3900524E+00    0.2094127E-02
    0.5000000E+02    0.0000000E+00    0.3743455E+00    0.2108719E-02
    0.5000000E+02    0.0000000E+00    0.3612565E+00    0.2118497E-02
    0.5000000E+02    0.0000000E+00    0.3455497E+00    0.2124440E-02
    0.5000000E+02    0.0000000E+00    0.3324607E+00    0.2127229E-02
    0.5000000E+02    0.0000000E+00    0.3193717E+00    0.2127371E-02
    0.5000000E+02    0.0000000E+00    0.3062827E+00    0.2125267E-02
    0.5000000E+02    0.0000000E+00    0.2931937E+00    0.2121249E-02
    0.5000000E+02    0.0000000E+00    0.2827225E+00    0.2115590E-02
    0.5000000E+02    0.0000000E+00    0.2722513E+00    0.2108521E-02
    0.5000000E+02    0.0000000E+00    0.2591623E+00    0.2100237E-02
    0.5000000E+02    0.0000000E+00    0.2486911E+00    0.2090903E-02
    0.5000000E+02    0.0000000E+00    0.2408377E+00    0.2080656E-02
    0.5000000E+02    0.0000000E+00    0.2303665E+00    0.2069616E-02
    0.5000000E+02    0.0000000E+00    0.2198953E+00    0.2057880E-02
    0.5000000E+02    0.0000000E+00    0.2120419E+00    0.2045534E-02
    0.5000000E+02    0.0000000E+00    0.2041885E+00    0.2032651E-02
    0.5000000E+02    0.0000000E+00    0.1963351E+00    0.2019291E-02
    0.5000000E+02    0.0000000E+00    0.1884817E+00    0.2005509E-02
    0.5000000E+02    0.0000000E+00    0.1806283E+00    0.1991349E-02
    0.5000000E+02    0.0000000E+00    0.1727749E+00    0.1976853E-02
    0.5000000E+02    0.0000000E+00    0.1649215E+00    0.1962054E-02
    0.5000000E+02    0.0000000E+00    0.1596859E+00    0.1946986E-02
    0.5000000E+02    0.0000000E+00    0.1544503E+00    0.1931674E-02
    0.5000000E+02    0.0000000E+00    0.1465969E+00    0.1916144E-02
    0.5000000E+02    0.0000000E+00    0.1413613E+00    0.1900418E-02
    0.5000000E+02    0.0000000E+00    0.1361257E+00    0.1884518E-02
    0.5000000E+02    0.0000000E+00    0.1308901E+00    0.1868461E-02
    0.5000000E+02    0.0000000E+00    0.1256545E+00    0.1852266E-02
    0.5000000E+02    0.0000000E+00    0.1204188E+00    0.1835949E-02
    0.5000000E+02    0.0000000E+00    0.1151832E+00    0.1819525E-02
    0.5000000E+02    0.0000000E+00    0.1099476E+00    0.1803008E-02
    0.5000000E+02    0.0000000E+00    0.1047120E+00    0.1786411E-02
    0.5000000E+02    0.0000000E+00    0.1020942E+00    0.1769747E-02
    0.5000000E+02    0.0000000E+00    0.9685864E-01    0.1753029E-02
    0.5000000E+02    0.0000000E+00    0.9424084E-01    0.1736266E-02
    0.5000000E+02    0.0000000E+00    0.8900524E-01    0.1719470E-02
    0.5000000E+02    0.0000000E+00    0.8638743E-01    0.1702650E-02
    0.5000000E+02    0.0000000E+00    0.8376963E-01    0.1685816E-02
    0.5000000E+02    0.0000000E+00    0.7853403E-01    0.1668976E-02
    0.5000000E+02    0.0000000E+00    0.7591623E-01    0.1652138E-02
    0.5000000E+02    0.0000000E+00    0.7329843E-01    0.1635311E-02
    0.5000000E+02    0.0000000E+00    0.7068063E-01    0.1618501E-02
    0.5000000E+02    0.0000000E+00    0.6806283E-01    0.1601715E-02
    0.5000000E+02    0.0000000E+00    0.6544503E-01    0.1584958E-02
    0.5000000E+02    0.0000000E+00    0.6282723E-01    0.1568238E-02
    0.5000000E+02    0.0000000E+00    0.6020942E-01    0.1551559E-02
    0.5000000E+02    0.0000000E+00    0.5759162E-01    0.1534927E-02
    0.5000000E+02    0.0000000E+00    0.5497382E-01    0.1518345E-02
    0.5000000E+02    0.0000000E+00    0.5235602E-01    0.1501818E-02
    0.5000000E+02    0.0000000E+00    0.4973822E-01    0.1485350E-02
    0.5000000E+02    0.0000000E+00    0.4712042E-01    0.1452603E-02
    0.5000000E+02    0.0000000E+00    0.4450262E-01    0.1436331E-02
    0.5000000E+02    0.0000000E+00    0.4188482E-01    0.1403999E-02
    0.5000000E+02    0.0000000E+00    0.3926702E-01    0.1387944E-02
    0.5000000E+02    0.0000000E+00    0.3664921E-01    0.1356064E-02
    0.5000000E+02    0.0000000E+00    0.3403141E-01    0.1324497E-02
    0.5000000E+02    0.0000000E+00    0.3141361E-01    0.1293248E-02
    0.5000000E+02    0.0000000E+00    0.2879581E-01    0.1262313E-02
    0.5000000E+02    0.0000000E+00    0.2617801E-01    0.1231680E-02
    0.5000000E+02    0.0000000E+00    0.2356021E-01    0.1186259E-02
    0.5000000E+02    0.0000000E+00    0.2094241E-01    0.1141426E-02
