# PDF of fluctuation velocity in a channel at Re_tau = 391.68 at different channel heights
# Normalization is by u_tau
# STRAIN TIME = 0.0 (unstrained)
#
# y = 0.0261,  y+ =  10
#
# u,v,w = normalized fluctuation velocity values
# p(s) = probability density function of s
#
#      u           p(u)           v             p(v)           w            p(w)
  6.75252E+00   0.00000E+00   5.99926E+00   2.11058E-06   6.35917E+00   6.98305E-06
  6.79702E+00   5.63020E-07   6.03085E+00   9.60813E-08   6.39603E+00   6.60908E-06
  6.84125E+00   1.75565E-06   6.06218E+00   1.36914E-06   6.43316E+00   5.63654E-06
  6.88575E+00   1.59946E-06   6.09378E+00   2.30155E-06   6.47028E+00   3.36228E-06
  6.93024E+00   1.04593E-06   6.12537E+00   1.06869E-06   6.50714E+00   2.52964E-06
  6.97474E+00   1.64224E-06   6.15670E+00   4.87614E-08   6.54426E+00   2.88538E-06
  7.01923E+00   2.23856E-06   6.18830E+00   9.34903E-07   6.58112E+00   1.49959E-06
  7.06346E+00   2.83488E-06   6.21963E+00   2.67813E-06   6.61825E+00   6.65534E-07
  7.10796E+00   1.99721E-06   6.25122E+00   3.96531E-06   6.65511E+00   1.32436E-07
  7.15246E+00   2.02073E-07   6.28256E+00   4.43728E-06   6.69223E+00   1.45565E-06
  7.19695E+00   0.00000E+00   6.31415E+00   3.67790E-06   6.72935E+00   2.94779E-06
  7.24145E+00   0.00000E+00   6.34548E+00   1.80805E-06   6.76621E+00   3.16828E-06
  7.28568E+00   0.00000E+00   6.37708E+00   1.13158E-07   6.80334E+00   3.21395E-06
  7.33017E+00   0.00000E+00   6.40867E+00   0.00000E+00   6.84020E+00   1.57999E-06
  7.37467E+00   0.00000E+00   6.44000E+00   0.00000E+00   6.87732E+00   3.26848E-07
  7.41917E+00   0.00000E+00   6.47160E+00   0.00000E+00   6.91418E+00   0.00000E+00
  7.46366E+00   0.00000E+00   6.50293E+00   0.00000E+00   6.95130E+00   0.00000E+00
  7.50789E+00   0.00000E+00   6.53452E+00   0.00000E+00   6.98843E+00   0.00000E+00
  7.55239E+00   1.80550E-07   6.56585E+00   0.00000E+00   7.02529E+00   0.00000E+00
  7.59688E+00   7.76877E-07   6.59745E+00   0.00000E+00   7.06241E+00   0.00000E+00
  7.64138E+00   1.02455E-06   6.62904E+00   0.00000E+00   7.09927E+00   3.07491E-07
  7.68561E+00   1.02455E-06   6.66037E+00   0.00000E+00   7.13640E+00   1.03562E-06
  7.73011E+00   5.07797E-07   6.69197E+00   0.00000E+00   7.17352E+00   5.67299E-07
  7.77460E+00   8.88139E-08   6.72330E+00   0.00000E+00   7.21038E+00   1.17027E-06
  7.81910E+00   6.87184E-07   6.75489E+00   0.00000E+00   7.24750E+00   4.45192E-07
  7.86359E+00   7.64399E-07   6.78622E+00   0.00000E+00   7.28436E+00   2.81051E-07
  7.90783E+00   1.68092E-07   6.81782E+00   0.00000E+00   7.32149E+00   1.00916E-06
  7.95232E+00   0.00000E+00   6.84915E+00   0.00000E+00   7.35835E+00   7.28097E-07
  7.99682E+00   0.00000E+00   6.88074E+00   0.00000E+00   7.39547E+00   0.00000E+00

#
# y = 0.3912,  y+ = 151
#
#      u           p(u)           v             p(v)           w            p(w)
 -7.65902E+00   0.00000E+00  -4.61990E+00   0.00000E+00  -6.46659E+00   0.00000E+00
 -7.62558E+00   1.49324E-06  -4.59304E+00   3.35126E-06  -6.43684E+00   6.69004E-07
 -7.59215E+00   2.66001E-06  -4.56619E+00   1.75519E-06  -6.40709E+00   2.22406E-07
 -7.55871E+00   2.66001E-06  -4.53933E+00   1.75519E-06  -6.37734E+00   1.11382E-06
 -7.52553E+00   2.01879E-06  -4.51248E+00   2.39153E-06  -6.34759E+00   1.11565E-06
 -7.49210E+00   2.31925E-06  -4.48562E+00   4.30579E-06  -6.31757E+00   2.24202E-07
 -7.45866E+00   2.31299E-07  -4.45877E+00   4.78825E-06  -6.28782E+00   6.67218E-07
 -7.42522E+00   6.65542E-07  -4.43191E+00   3.83109E-06  -6.25807E+00   1.55863E-06
 -7.39178E+00   2.73521E-06  -4.40506E+00   2.87734E-06  -6.22832E+00   6.70790E-07
 -7.35835E+00   4.88795E-06  -4.37820E+00   1.92531E-06  -6.19857E+00   0.00000E+00
 -7.32491E+00   4.97084E-06  -4.35134E+00   2.54122E-06  -6.16882E+00   0.00000E+00
 -7.29147E+00   3.96961E-06  -4.32449E+00   3.49838E-06  -6.13906E+00   8.86051E-07
 -7.25830E+00   3.60808E-06  -4.29763E+00   3.51033E-06  -6.10931E+00   2.66887E-06
 -7.22486E+00   4.40114E-06  -4.27078E+00   3.36320E-06  -6.07956E+00   2.45545E-06
 -7.19142E+00   5.92881E-06  -4.24392E+00   2.40610E-06  -6.04955E+00   1.56404E-06
 -7.15798E+00   5.31554E-06  -4.21707E+00   2.06139E-06  -6.01979E+00   6.72626E-07
 -7.12455E+00   2.22870E-06  -4.19021E+00   4.92282E-06  -5.99004E+00   2.18813E-07
 -7.09111E+00   2.52649E-06  -4.16336E+00   9.34889E-06  -5.96029E+00   1.11024E-06
 -7.05767E+00   4.70397E-06  -4.13650E+00   7.99260E-06  -5.93054E+00   1.11922E-06
 -7.02424E+00   6.96248E-06  -4.10965E+00   6.92041E-06  -5.90079E+00   2.27800E-07
 -6.99106E+00   8.85599E-06  -4.08306E+00   9.22777E-06  -5.87104E+00   0.00000E+00
 -6.95762E+00   7.32832E-06  -4.05620E+00   8.00879E-06  -5.84129E+00   0.00000E+00
 -6.92419E+00   6.67276E-06  -4.02934E+00   4.01277E-06  -5.81153E+00   1.77205E-06
 -6.89075E+00   7.61508E-06  -4.00249E+00   8.09363E-06  -5.78152E+00   2.68683E-06
 -6.85731E+00   8.16490E-06  -3.97563E+00   1.33686E-05  -5.75177E+00   9.04014E-07
 -6.82387E+00   5.97026E-06  -3.94878E+00   1.34267E-05  -5.72202E+00   4.39423E-07
 -6.79044E+00   9.87105E-06  -3.92192E+00   1.30946E-05  -5.69227E+00   1.33086E-06
 -6.75726E+00   9.40793E-06  -3.89507E+00   1.59283E-05  -5.66251E+00   2.22565E-06
 -6.72382E+00   7.53091E-06  -3.86821E+00   1.70808E-05  -5.63276E+00   3.11949E-06
 -6.69039E+00   1.18399E-05  -3.84136E+00   1.55426E-05  -5.60301E+00   1.33667E-06
 -6.65695E+00   1.39876E-05  -3.81450E+00   1.60176E-05  -5.57326E+00   4.46196E-07
 -6.62351E+00   1.69739E-05  -3.78765E+00   1.28350E-05  -5.54351E+00   2.46711E-06
 -6.59007E+00   1.82914E-05  -3.76079E+00   1.24510E-05  -5.51349E+00   4.78123E-06
 -6.55664E+00   2.10008E-05  -3.73394E+00   1.95735E-05  -5.48374E+00   4.05665E-06
 -6.52320E+00   2.31159E-05  -3.70708E+00   3.36633E-05  -5.45399E+00   2.64312E-06
 -6.49003E+00   2.74815E-05  -3.68023E+00   3.97498E-05  -5.42424E+00   3.11979E-06
 -6.45659E+00   3.91459E-05  -3.65337E+00   3.87317E-05  -5.39449E+00   2.12834E-06
 -6.42315E+00   3.56985E-05  -3.62652E+00   3.94635E-05  -5.36474E+00   7.18328E-06
 -6.38971E+00   3.49207E-05  -3.59966E+00   4.25372E-05  -5.33499E+00   1.29662E-05
 -6.35628E+00   3.93645E-05  -3.57281E+00   5.34768E-05  -5.30523E+00   1.30431E-05
 -6.32284E+00   4.55932E-05  -3.54595E+00   5.86608E-05  -5.27548E+00   1.28253E-05
 -6.28940E+00   4.56989E-05  -3.51909E+00   4.96440E-05  -5.24547E+00   1.11798E-05
 -6.25596E+00   4.82450E-05  -3.49224E+00   4.78401E-05  -5.21572E+00   7.35051E-06
 -6.22279E+00   5.70930E-05  -3.46538E+00   5.71538E-05  -5.18596E+00   1.30312E-05
 -6.18935E+00   6.78442E-05  -3.43853E+00   7.48525E-05  -5.15621E+00   1.53749E-05
 -6.15591E+00   7.23655E-05  -3.41167E+00   6.60729E-05  -5.12646E+00   9.83260E-06
 -6.12248E+00   7.99404E-05  -3.38482E+00   7.59465E-05  -5.09671E+00   8.09037E-06
 -6.08904E+00   9.61094E-05  -3.35796E+00   8.67968E-05  -5.06696E+00   9.14286E-06
 -6.05560E+00   1.13069E-04  -3.33111E+00   1.08335E-04  -5.03721E+00   1.55590E-05
 -6.02216E+00   1.16445E-04  -3.30425E+00   1.13733E-04  -5.00746E+00   2.46879E-05
 -5.98899E+00   1.06649E-04  -3.27740E+00   1.32101E-04  -4.97744E+00   2.75442E-05
 -5.95555E+00   1.06066E-04  -3.25054E+00   1.72287E-04  -4.94769E+00   3.98569E-05
 -5.92212E+00   1.31797E-04  -3.22369E+00   1.92894E-04  -4.91794E+00   3.29684E-05
 -5.88868E+00   1.54505E-04  -3.19683E+00   2.26807E-04  -4.88819E+00   3.55983E-05
 -5.85524E+00   1.80047E-04  -3.16998E+00   2.48736E-04  -4.85844E+00   3.77311E-05
 -5.82180E+00   2.10803E-04  -3.14312E+00   2.76130E-04  -4.82868E+00   3.37782E-05
 -5.78837E+00   2.09987E-04  -3.11627E+00   3.40060E-04  -4.79893E+00   3.84576E-05
 -5.75493E+00   2.06392E-04  -3.08941E+00   3.54839E-04  -4.76918E+00   3.54837E-05
 -5.72175E+00   2.42689E-04  -3.06255E+00   4.10631E-04  -4.73943E+00   4.33681E-05
 -5.68832E+00   2.44296E-04  -3.03570E+00   4.74047E-04  -4.70942E+00   4.25772E-05
 -5.65488E+00   2.50238E-04  -3.00911E+00   4.97746E-04  -4.67966E+00   5.26093E-05
 -5.62144E+00   2.95298E-04  -2.98225E+00   5.83929E-04  -4.64991E+00   7.48449E-05
 -5.58800E+00   3.35004E-04  -2.95540E+00   6.37957E-04  -4.62016E+00   8.50323E-05
 -5.55457E+00   3.68945E-04  -2.92854E+00   7.67279E-04  -4.59041E+00   8.59255E-05
 -5.52113E+00   4.11806E-04  -2.90169E+00   8.48712E-04  -4.56066E+00   8.85802E-05
 -5.48769E+00   4.71665E-04  -2.87483E+00   9.16470E-04  -4.53091E+00   1.03100E-04
 -5.45452E+00   5.06178E-04  -2.84798E+00   1.01660E-03  -4.50116E+00   9.49964E-05
 -5.42108E+00   5.16667E-04  -2.82112E+00   1.20710E-03  -4.47140E+00   1.08786E-04
 -5.38764E+00   5.50121E-04  -2.79427E+00   1.32514E-03  -4.44165E+00   1.36728E-04
 -5.35421E+00   6.10010E-04  -2.76741E+00   1.45268E-03  -4.41164E+00   1.38450E-04
 -5.32077E+00   6.75820E-04  -2.74055E+00   1.61409E-03  -4.38189E+00   1.32724E-04
 -5.28733E+00   7.21582E-04  -2.71370E+00   1.86821E-03  -4.35213E+00   1.45120E-04
 -5.25389E+00   7.54614E-04  -2.68684E+00   2.00423E-03  -4.32238E+00   1.77910E-04
 -5.22072E+00   8.23765E-04  -2.65999E+00   2.15181E-03  -4.29263E+00   1.91005E-04
 -5.18728E+00   9.23157E-04  -2.63313E+00   2.40632E-03  -4.26288E+00   2.27155E-04
 -5.15384E+00   9.82580E-04  -2.60625E+00   2.82560E-03  -4.23313E+00   2.16412E-04
 -5.12041E+00   1.07038E-03  -2.57940E+00   3.16032E-03  -4.20338E+00   2.06934E-04
 -5.08697E+00   1.20336E-03  -2.55254E+00   3.42700E-03  -4.17363E+00   2.54134E-04
 -5.05353E+00   1.24510E-03  -2.52571E+00   3.84862E-03  -4.14361E+00   2.79903E-04
 -5.02009E+00   1.29577E-03  -2.49886E+00   4.20181E-03  -4.11386E+00   2.93296E-04
 -4.98666E+00   1.41195E-03  -2.47200E+00   4.66886E-03  -4.08411E+00   3.17680E-04
 -4.95348E+00   1.49307E-03  -2.44515E+00   5.15104E-03  -4.05436E+00   3.43781E-04
 -4.92004E+00   1.61035E-03  -2.41832E+00   5.72152E-03  -4.02461E+00   4.20795E-04
 -4.88661E+00   1.77758E-03  -2.39146E+00   6.30534E-03  -3.99485E+00   4.83646E-04
 -4.85317E+00   1.94850E-03  -2.36461E+00   7.14869E-03  -3.96510E+00   5.14679E-04
 -4.81973E+00   2.05296E-03  -2.33775E+00   7.90665E-03  -3.93535E+00   5.37009E-04
 -4.78630E+00   2.18107E-03  -2.31092E+00   8.53177E-03  -3.90560E+00   6.06133E-04
 -4.75286E+00   2.38814E-03  -2.28407E+00   9.43373E-03  -3.87559E+00   6.84188E-04
 -4.71942E+00   2.57073E-03  -2.25721E+00   1.03965E-02  -3.84583E+00   7.80604E-04
 -4.68625E+00   2.67135E-03  -2.23036E+00   1.12901E-02  -3.81608E+00   8.45460E-04
 -4.65281E+00   2.86226E-03  -2.20353E+00   1.24868E-02  -3.78633E+00   9.41925E-04
 -4.61937E+00   3.12821E-03  -2.17667E+00   1.37236E-02  -3.75658E+00   1.01656E-03
 -4.58593E+00   3.29502E-03  -2.14982E+00   1.48477E-02  -3.72683E+00   1.10086E-03
 -4.55250E+00   3.49215E-03  -2.12296E+00   1.64373E-02  -3.69708E+00   1.22194E-03
 -4.51906E+00   3.83072E-03  -2.09613E+00   1.81363E-02  -3.66733E+00   1.28625E-03
 -4.48562E+00   4.08106E-03  -2.06928E+00   1.98141E-02  -3.63757E+00   1.43671E-03
 -4.45245E+00   4.25988E-03  -2.04242E+00   2.15817E-02  -3.60756E+00   1.60358E-03
 -4.41901E+00   4.50984E-03  -2.01557E+00   2.36200E-02  -3.57781E+00   1.77518E-03
 -4.38557E+00   4.77206E-03  -1.98874E+00   2.58733E-02  -3.54806E+00   1.89293E-03
 -4.35213E+00   4.96408E-03  -1.96188E+00   2.83531E-02  -3.51830E+00   2.08239E-03
 -4.31870E+00   5.25083E-03  -1.93503E+00   3.05204E-02  -3.48855E+00   2.21314E-03
 -4.28526E+00   5.66531E-03  -1.90817E+00   3.30370E-02  -3.45880E+00   2.33094E-03
 -4.25182E+00   6.08318E-03  -1.88134E+00   3.59890E-02  -3.42905E+00   2.63101E-03
 -4.21839E+00   6.38516E-03  -1.85449E+00   3.91771E-02  -3.39930E+00   2.86671E-03
 -4.18521E+00   6.73536E-03  -1.82763E+00   4.24333E-02  -3.36955E+00   3.08808E-03
 -4.15177E+00   7.18875E-03  -1.80078E+00   4.57275E-02  -3.33953E+00   3.31058E-03
 -4.11834E+00   7.57871E-03  -1.77395E+00   4.94961E-02  -3.30978E+00   3.58549E-03
 -4.08490E+00   7.84304E-03  -1.74709E+00   5.31419E-02  -3.28003E+00   3.95517E-03
 -4.05146E+00   8.22792E-03  -1.72024E+00   5.73436E-02  -3.25028E+00   4.23663E-03
 -4.01802E+00   8.71388E-03  -1.69338E+00   6.17696E-02  -3.22053E+00   4.44792E-03
 -3.98459E+00   9.23283E-03  -1.66655E+00   6.62683E-02  -3.19078E+00   4.81095E-03
 -3.95115E+00   9.74121E-03  -1.63970E+00   7.13306E-02  -3.16102E+00   5.29169E-03
 -3.91797E+00   1.03342E-02  -1.61284E+00   7.67558E-02  -3.13127E+00   5.55816E-03
 -3.88454E+00   1.09542E-02  -1.58599E+00   8.22423E-02  -3.10152E+00   5.91693E-03
 -3.85110E+00   1.15869E-02  -1.55916E+00   8.84600E-02  -3.07151E+00   6.38040E-03
 -3.81766E+00   1.21795E-02  -1.53230E+00   9.41642E-02  -3.04176E+00   6.81062E-03
 -3.78422E+00   1.27462E-02  -1.50545E+00   1.00064E-01  -3.01200E+00   7.37582E-03
 -3.75079E+00   1.36099E-02  -1.47859E+00   1.06734E-01  -2.98225E+00   8.15141E-03
 -3.71735E+00   1.42781E-02  -1.45176E+00   1.13867E-01  -2.95250E+00   8.71908E-03
 -3.68418E+00   1.47920E-02  -1.42491E+00   1.20776E-01  -2.92275E+00   9.41677E-03
 -3.65074E+00   1.54953E-02  -1.39805E+00   1.28378E-01  -2.89300E+00   1.00276E-02
 -3.61730E+00   1.63577E-02  -1.37120E+00   1.36248E-01  -2.86325E+00   1.07164E-02
 -3.58386E+00   1.72755E-02  -1.34437E+00   1.44297E-01  -2.83350E+00   1.15485E-02
 -3.55043E+00   1.81895E-02  -1.31751E+00   1.53389E-01  -2.80348E+00   1.24159E-02
 -3.51699E+00   1.90743E-02  -1.29066E+00   1.62319E-01  -2.77373E+00   1.31146E-02
 -3.48355E+00   2.01101E-02  -1.26380E+00   1.71171E-01  -2.74398E+00   1.38470E-02
 -3.45011E+00   2.13827E-02  -1.23698E+00   1.79956E-01  -2.71423E+00   1.48891E-02
 -3.41694E+00   2.24202E-02  -1.21012E+00   1.89406E-01  -2.68447E+00   1.62075E-02
 -3.38350E+00   2.33591E-02  -1.18326E+00   1.98972E-01  -2.65472E+00   1.72595E-02
 -3.35006E+00   2.42782E-02  -1.15641E+00   2.09024E-01  -2.62492E+00   1.82768E-02
 -3.31663E+00   2.55225E-02  -1.12958E+00   2.18770E-01  -2.59514E+00   1.95377E-02
 -3.28319E+00   2.67803E-02  -1.10273E+00   2.28141E-01  -2.56536E+00   2.08259E-02
 -3.24975E+00   2.77556E-02  -1.07587E+00   2.38511E-01  -2.53556E+00   2.22292E-02
 -3.21631E+00   2.87681E-02  -1.04901E+00   2.48234E-01  -2.50578E+00   2.39153E-02
 -3.18288E+00   3.03144E-02  -1.02219E+00   2.58749E-01  -2.47600E+00   2.53524E-02
 -3.14970E+00   3.16217E-02  -9.95330E-01   2.70325E-01  -2.44623E+00   2.67592E-02
 -3.11627E+00   3.30656E-02  -9.68475E-01   2.81075E-01  -2.41645E+00   2.83778E-02
 -3.08283E+00   3.45455E-02  -9.41620E-01   2.92015E-01  -2.38667E+00   3.03667E-02
 -3.04939E+00   3.58744E-02  -9.14791E-01   3.03183E-01  -2.35689E+00   3.22146E-02
 -3.01595E+00   3.72236E-02  -8.87936E-01   3.12839E-01  -2.32712E+00   3.37182E-02
 -2.98252E+00   3.88786E-02  -8.61080E-01   3.22344E-01  -2.29734E+00   3.57824E-02
 -2.94908E+00   4.04155E-02  -8.34225E-01   3.33479E-01  -2.26756E+00   3.79276E-02
 -2.91590E+00   4.19990E-02  -8.07396E-01   3.43447E-01  -2.23776E+00   4.00068E-02
 -2.88247E+00   4.32755E-02  -7.80541E-01   3.52584E-01  -2.20798E+00   4.24665E-02
 -2.84903E+00   4.50899E-02  -7.53685E-01   3.62932E-01  -2.17820E+00   4.47372E-02
 -2.81559E+00   4.68113E-02  -7.26830E-01   3.72303E-01  -2.14842E+00   4.71399E-02
 -2.78215E+00   4.86764E-02  -7.00001E-01   3.79453E-01  -2.11864E+00   4.97510E-02
 -2.74872E+00   5.05966E-02  -6.73146E-01   3.86123E-01  -2.08887E+00   5.26043E-02
 -2.71528E+00   5.23349E-02  -6.46291E-01   3.95137E-01  -2.05909E+00   5.55469E-02
 -2.68184E+00   5.45173E-02  -6.19435E-01   4.03135E-01  -2.02931E+00   5.84647E-02
 -2.64867E+00   5.64078E-02  -5.92606E-01   4.08555E-01  -1.99953E+00   6.15958E-02
 -2.61515E+00   5.83914E-02  -5.65751E-01   4.14678E-01  -1.96973E+00   6.49105E-02
 -2.58174E+00   6.06542E-02  -5.38896E-01   4.21554E-01  -1.93995E+00   6.82700E-02
 -2.54833E+00   6.22867E-02  -5.12041E-01   4.27024E-01  -1.91017E+00   7.22893E-02
 -2.51494E+00   6.40462E-02  -4.85212E-01   4.31584E-01  -1.88040E+00   7.60507E-02
 -2.48153E+00   6.64527E-02  -4.58356E-01   4.35625E-01  -1.85062E+00   7.97227E-02
 -2.44812E+00   6.85590E-02  -4.31501E-01   4.40626E-01  -1.82084E+00   8.37471E-02
 -2.41474E+00   7.07329E-02  -4.04646E-01   4.44259E-01  -1.79106E+00   8.78161E-02
 -2.38133E+00   7.28688E-02  -3.77817E-01   4.48172E-01  -1.76129E+00   9.17759E-02
 -2.34791E+00   7.53768E-02  -3.50962E-01   4.52358E-01  -1.73151E+00   9.62816E-02
 -2.31453E+00   7.76776E-02  -3.24106E-01   4.54535E-01  -1.70173E+00   1.00509E-01
 -2.28112E+00   8.03379E-02  -2.97251E-01   4.55902E-01  -1.67193E+00   1.04881E-01
 -2.24771E+00   8.36242E-02  -2.70422E-01   4.57766E-01  -1.64215E+00   1.09590E-01
 -2.21430E+00   8.57135E-02  -2.43564E-01   4.57638E-01  -1.61237E+00   1.14796E-01
 -2.18091E+00   8.77479E-02  -2.16714E-01   4.58252E-01  -1.58259E+00   1.19852E-01
 -2.14750E+00   8.98964E-02  -1.89867E-01   4.59318E-01  -1.55281E+00   1.24804E-01
 -2.11409E+00   9.28824E-02  -1.63017E-01   4.58408E-01  -1.52304E+00   1.30054E-01
 -2.08070E+00   9.55554E-02  -1.36169E-01   4.57325E-01  -1.49326E+00   1.34729E-01
 -2.04729E+00   9.81565E-02  -1.09319E-01   4.55763E-01  -1.46348E+00   1.40182E-01
 -2.01388E+00   1.01130E-01  -8.24720E-02   4.54094E-01  -1.43370E+00   1.46896E-01
 -1.98050E+00   1.03917E-01  -5.56220E-02   4.51688E-01  -1.40393E+00   1.52652E-01
 -1.94709E+00   1.06823E-01  -2.87746E-02   4.48585E-01  -1.37412E+00   1.58403E-01
 -1.91368E+00   1.09792E-01  -1.92484E-03   4.46324E-01  -1.34434E+00   1.63837E-01
 -1.88026E+00   1.12740E-01   2.49238E-02   4.43082E-01  -1.31457E+00   1.69553E-01
 -1.84688E+00   1.16102E-01   5.17728E-02   4.38823E-01  -1.28479E+00   1.76332E-01
 -1.81347E+00   1.18492E-01   7.86201E-02   4.33599E-01  -1.25501E+00   1.82564E-01
 -1.78006E+00   1.21050E-01   1.05470E-01   4.28771E-01  -1.22523E+00   1.88544E-01
 -1.74667E+00   1.23876E-01   1.32318E-01   4.22977E-01  -1.19545E+00   1.95799E-01
 -1.71326E+00   1.26853E-01   1.59168E-01   4.18853E-01  -1.16568E+00   2.02507E-01
 -1.67985E+00   1.29843E-01   1.86015E-01   4.14030E-01  -1.13590E+00   2.08373E-01
 -1.64647E+00   1.32702E-01   2.12865E-01   4.08410E-01  -1.10612E+00   2.14824E-01
 -1.61305E+00   1.36056E-01   2.39712E-01   4.03024E-01  -1.07632E+00   2.21364E-01
 -1.57964E+00   1.39021E-01   2.66552E-01   3.97632E-01  -1.04654E+00   2.28504E-01
 -1.54623E+00   1.42075E-01   2.93407E-01   3.90309E-01  -1.01676E+00   2.34886E-01
 -1.51285E+00   1.44913E-01   3.20262E-01   3.83165E-01  -9.86984E-01   2.41168E-01
 -1.47944E+00   1.48411E-01   3.47118E-01   3.77276E-01  -9.57206E-01   2.47093E-01
 -1.44603E+00   1.51418E-01   3.73947E-01   3.70796E-01  -9.27429E-01   2.53727E-01
 -1.41264E+00   1.54873E-01   4.00802E-01   3.63669E-01  -8.97651E-01   2.61637E-01
 -1.37923E+00   1.58202E-01   4.27657E-01   3.57518E-01  -8.67873E-01   2.67716E-01
 -1.34582E+00   1.61217E-01   4.54512E-01   3.51926E-01  -8.38095E-01   2.73710E-01
 -1.31243E+00   1.64588E-01   4.81341E-01   3.44179E-01  -8.08291E-01   2.80240E-01
 -1.27902E+00   1.67354E-01   5.08197E-01   3.37118E-01  -7.78513E-01   2.87088E-01
 -1.24561E+00   1.70137E-01   5.35052E-01   3.29578E-01  -7.48736E-01   2.93241E-01
 -1.21223E+00   1.73622E-01   5.61907E-01   3.21183E-01  -7.18958E-01   2.99221E-01
 -1.17882E+00   1.77128E-01   5.88736E-01   3.14084E-01  -6.89180E-01   3.05533E-01
 -1.14540E+00   1.79755E-01   6.15591E-01   3.07816E-01  -6.59402E-01   3.11467E-01
 -1.11199E+00   1.83494E-01   6.42447E-01   3.00247E-01  -6.29625E-01   3.17571E-01
 -1.07861E+00   1.86873E-01   6.69302E-01   2.93070E-01  -5.99847E-01   3.22756E-01
 -1.04520E+00   1.89931E-01   6.96131E-01   2.86802E-01  -5.70069E-01   3.27590E-01
 -1.01179E+00   1.92714E-01   7.22986E-01   2.79786E-01  -5.40291E-01   3.33549E-01
 -9.78401E-01   1.95831E-01   7.49842E-01   2.72100E-01  -5.10487E-01   3.39286E-01
 -9.44990E-01   1.98868E-01   7.76697E-01   2.64403E-01  -4.80709E-01   3.43766E-01
 -9.11579E-01   2.01642E-01   8.03526E-01   2.57784E-01  -4.50932E-01   3.48361E-01
 -8.78194E-01   2.05000E-01   8.30381E-01   2.50238E-01  -4.21154E-01   3.52569E-01
 -8.44783E-01   2.08802E-01   8.57236E-01   2.43311E-01  -3.91376E-01   3.56772E-01
 -8.11372E-01   2.11788E-01   8.84092E-01   2.36156E-01  -3.61598E-01   3.60608E-01
 -7.77961E-01   2.14969E-01   9.10921E-01   2.29676E-01  -3.31821E-01   3.64712E-01
 -7.44576E-01   2.17989E-01   9.37776E-01   2.23179E-01  -3.02043E-01   3.67898E-01
 -7.11165E-01   2.20514E-01   9.64631E-01   2.16760E-01  -2.72265E-01   3.69282E-01
 -6.77754E-01   2.23225E-01   9.91486E-01   2.09733E-01  -2.42474E-01   3.70642E-01
 -6.44369E-01   2.25306E-01   1.01832E+00   2.02623E-01  -2.12694E-01   3.73232E-01
 -6.10958E-01   2.28093E-01   1.04517E+00   1.95657E-01  -1.82913E-01   3.75926E-01
 -5.77546E-01   2.30732E-01   1.07203E+00   1.90963E-01  -1.53133E-01   3.77425E-01
 -5.44162E-01   2.33215E-01   1.09888E+00   1.84511E-01  -1.23353E-01   3.79072E-01
 -5.10751E-01   2.35824E-01   1.12571E+00   1.78360E-01  -9.35722E-02   3.80427E-01
 -4.77339E-01   2.38214E-01   1.15257E+00   1.72382E-01  -6.37918E-02   3.81028E-01
 -4.43955E-01   2.40214E-01   1.17942E+00   1.66589E-01  -3.40114E-02   3.81097E-01
 -4.10543E-01   2.41581E-01   1.20628E+00   1.59997E-01  -4.23102E-03   3.82169E-01
 -3.77132E-01   2.44042E-01   1.23310E+00   1.54661E-01   2.55494E-02   3.82968E-01
 -3.43721E-01   2.45975E-01   1.25996E+00   1.49219E-01   5.53298E-02   3.81683E-01
 -3.10336E-01   2.48593E-01   1.28682E+00   1.43828E-01   8.51102E-02   3.80948E-01
 -2.76925E-01   2.51642E-01   1.31367E+00   1.39413E-01   1.14891E-01   3.79827E-01
 -2.43522E-01   2.53313E-01   1.34050E+00   1.33681E-01   1.44671E-01   3.78938E-01
 -2.10119E-01   2.54840E-01   1.36735E+00   1.28551E-01   1.74451E-01   3.77137E-01
 -1.76716E-01   2.56929E-01   1.39421E+00   1.23612E-01   2.04232E-01   3.75257E-01
 -1.43312E-01   2.58574E-01   1.42107E+00   1.18834E-01   2.34012E-01   3.73545E-01
 -1.09909E-01   2.60169E-01   1.44789E+00   1.14827E-01   2.63787E-01   3.70255E-01
 -7.65059E-02   2.61340E-01   1.47475E+00   1.10250E-01   2.93565E-01   3.66801E-01
 -4.31027E-02   2.62203E-01   1.50160E+00   1.06131E-01   3.23343E-01   3.63188E-01
 -9.70081E-03   2.63578E-01   1.52846E+00   1.02135E-01   3.53147E-01   3.59784E-01
  2.37024E-02   2.64995E-01   1.55529E+00   9.78982E-02   3.82925E-01   3.56847E-01
  5.71043E-02   2.66538E-01   1.58214E+00   9.38405E-02   4.12702E-01   3.52827E-01
  9.05076E-02   2.67668E-01   1.60900E+00   8.98386E-02   4.42480E-01   3.48451E-01
  1.23911E-01   2.68103E-01   1.63586E+00   8.63726E-02   4.72258E-01   3.44074E-01
  1.57314E-01   2.68052E-01   1.66268E+00   8.30963E-02   5.02036E-01   3.39851E-01
  1.90717E-01   2.68920E-01   1.68954E+00   7.92004E-02   5.31814E-01   3.34571E-01
  2.24120E-01   2.70294E-01   1.71639E+00   7.60302E-02   5.61591E-01   3.29227E-01
  2.57524E-01   2.71140E-01   1.74325E+00   7.30162E-02   5.91369E-01   3.24126E-01
  2.90932E-01   2.71660E-01   1.77008E+00   6.95613E-02   6.21147E-01   3.18722E-01
  3.24343E-01   2.71178E-01   1.79693E+00   6.66199E-02   6.50951E-01   3.13730E-01
