# PDF of fluctuation velocity in a channel at Re_tau = 391.68 at different channel heights
# Normalization is by u_tau
# STRAIN TIME = 0.0 (unstrained)
#
# y = 0.0261,  y+ =  10
#
# u,v,w = normalized fluctuation velocity values
# p(s) = probability density function of s
#
#      u           p(u)           v             p(v)           w            p(w)
 -5.92949E-01   1.41576E-01   2.88326E-01   4.97303E-01   3.89981E-01   2.99703E-01
 -5.46136E-01   1.42729E-01   3.17972E-01   4.85898E-01   4.27104E-01   2.96850E-01
 -4.99324E-01   1.44505E-01   3.47618E-01   4.74392E-01   4.64201E-01   2.93911E-01
 -4.52511E-01   1.46267E-01   3.77264E-01   4.61373E-01   5.01325E-01   2.90307E-01
 -4.05673E-01   1.47387E-01   4.06910E-01   4.49254E-01   5.38448E-01   2.87020E-01
 -3.58860E-01   1.48512E-01   4.36530E-01   4.35152E-01   5.75545E-01   2.83372E-01
 -3.12048E-01   1.49677E-01   4.66176E-01   4.21246E-01   6.12669E-01   2.80123E-01
 -2.65235E-01   1.50989E-01   4.95822E-01   4.08054E-01   6.49792E-01   2.76522E-01
 -2.18405E-01   1.52365E-01   5.25468E-01   3.95575E-01   6.86890E-01   2.72612E-01
 -1.71584E-01   1.53513E-01   5.55114E-01   3.81176E-01   7.24013E-01   2.68911E-01
 -1.24764E-01   1.54872E-01   5.84761E-01   3.67624E-01   7.61137E-01   2.63870E-01
 -7.79461E-02   1.56220E-01   6.14407E-01   3.53062E-01   7.98234E-01   2.58940E-01
 -3.11258E-02   1.57641E-01   6.44053E-01   3.40009E-01   8.35357E-01   2.53752E-01
  1.56943E-02   1.58601E-01   6.73699E-01   3.27186E-01   8.72481E-01   2.48905E-01
  6.25149E-02   1.59132E-01   7.03319E-01   3.14918E-01   9.09578E-01   2.44461E-01
  1.09333E-01   1.60303E-01   7.32965E-01   3.02699E-01   9.46701E-01   2.39453E-01
  1.56153E-01   1.61493E-01   7.62611E-01   2.89363E-01   9.83825E-01   2.34079E-01
  2.02973E-01   1.62737E-01   7.92257E-01   2.76008E-01   1.02092E+00   2.28368E-01
  2.49791E-01   1.63990E-01   8.21903E-01   2.65351E-01   1.05805E+00   2.22367E-01
  2.96619E-01   1.65062E-01   8.51549E-01   2.53668E-01   1.09517E+00   2.17284E-01
  3.43432E-01   1.65993E-01   8.81195E-01   2.41641E-01   1.13227E+00   2.11790E-01
  3.90244E-01   1.66626E-01   9.10842E-01   2.30380E-01   1.16939E+00   2.06327E-01
  4.37083E-01   1.67220E-01   9.40488E-01   2.20159E-01   1.20651E+00   2.00766E-01
  4.83895E-01   1.68092E-01   9.70107E-01   2.10278E-01   1.24361E+00   1.95141E-01
  5.30708E-01   1.68990E-01   9.99754E-01   2.00464E-01   1.28073E+00   1.89338E-01
  5.77520E-01   1.69792E-01   1.02940E+00   1.90482E-01   1.31786E+00   1.83557E-01
  6.24359E-01   1.70479E-01   1.05905E+00   1.80990E-01   1.35495E+00   1.78033E-01
  6.71171E-01   1.70760E-01   1.08869E+00   1.72019E-01   1.39208E+00   1.72259E-01
  7.17984E-01   1.70935E-01   1.11834E+00   1.63538E-01   1.42920E+00   1.66235E-01
  7.64796E-01   1.71216E-01   1.14798E+00   1.55238E-01   1.46630E+00   1.60869E-01
  8.11635E-01   1.71216E-01   1.17763E+00   1.47336E-01   1.50342E+00   1.55663E-01
  8.58447E-01   1.70901E-01   1.20728E+00   1.40398E-01   1.54055E+00   1.49799E-01
  9.05260E-01   1.71146E-01   1.23690E+00   1.33157E-01   1.57764E+00   1.44190E-01
  9.52099E-01   1.71402E-01   1.26654E+00   1.25394E-01   1.61477E+00   1.38640E-01
  9.98911E-01   1.71098E-01   1.29619E+00   1.18896E-01   1.65189E+00   1.33225E-01
  1.04572E+00   1.70912E-01   1.32583E+00   1.12959E-01   1.68901E+00   1.28262E-01
  1.09254E+00   1.70749E-01   1.35548E+00   1.06322E-01   1.72611E+00   1.23231E-01
  1.13937E+00   1.70346E-01   1.38513E+00   1.00515E-01   1.76323E+00   1.17977E-01
  1.18619E+00   1.70079E-01   1.41477E+00   9.46542E-02   1.80036E+00   1.13413E-01
  1.23300E+00   1.69871E-01   1.44442E+00   8.92777E-02   1.83745E+00   1.08756E-01
  1.27981E+00   1.69364E-01   1.47407E+00   8.47302E-02   1.87458E+00   1.03867E-01
  1.32665E+00   1.68703E-01   1.50368E+00   8.01300E-02   1.91170E+00   9.95089E-02
  1.37346E+00   1.67617E-01   1.53333E+00   7.53333E-02   1.94880E+00   9.49639E-02
  1.42028E+00   1.66939E-01   1.56298E+00   7.10781E-02   1.98592E+00   9.06355E-02
  1.46709E+00   1.65627E-01   1.59262E+00   6.70625E-02   2.02304E+00   8.64042E-02
  1.51393E+00   1.64682E-01   1.62227E+00   6.33153E-02   2.06014E+00   8.22401E-02
  1.56074E+00   1.63781E-01   1.65192E+00   5.95584E-02   2.09727E+00   7.84121E-02
  1.60755E+00   1.62509E-01   1.68156E+00   5.60843E-02   2.13439E+00   7.48231E-02
  1.65439E+00   1.61226E-01   1.71121E+00   5.24712E-02   2.17149E+00   7.10810E-02
  1.70120E+00   1.59802E-01   1.74085E+00   4.93469E-02   2.20861E+00   6.73203E-02
  1.74802E+00   1.58139E-01   1.77047E+00   4.65666E-02   2.24573E+00   6.41608E-02
  1.79483E+00   1.56541E-01   1.80012E+00   4.37102E-02   2.28283E+00   6.09004E-02
  1.84167E+00   1.55041E-01   1.82977E+00   4.08734E-02   2.31995E+00   5.76401E-02
  1.88848E+00   1.53665E-01   1.85941E+00   3.84257E-02   2.35708E+00   5.48130E-02
  1.93529E+00   1.52109E-01   1.88906E+00   3.60235E-02   2.39417E+00   5.23108E-02
  1.98210E+00   1.49731E-01   1.91870E+00   3.37723E-02   2.43130E+00   4.95808E-02
  2.02894E+00   1.47156E-01   1.94835E+00   3.14492E-02   2.46842E+00   4.68433E-02
  2.07576E+00   1.44812E-01   1.97800E+00   2.92181E-02   2.50552E+00   4.41918E-02
  2.12257E+00   1.42493E-01   2.00764E+00   2.75079E-02   2.54264E+00   4.18838E-02
  2.16941E+00   1.40335E-01   2.03726E+00   2.57540E-02   2.57977E+00   3.97326E-02
  2.21622E+00   1.37912E-01   2.06691E+00   2.42752E-02   2.61686E+00   3.71057E-02
  2.26303E+00   1.35919E-01   2.09655E+00   2.28846E-02   2.65393E+00   3.48567E-02
  2.30984E+00   1.33555E-01   2.12620E+00   2.14662E-02   2.69106E+00   3.29804E-02
  2.35668E+00   1.30426E-01   2.15585E+00   2.02855E-02   2.72818E+00   3.14511E-02
  2.40349E+00   1.27975E-01   2.18549E+00   1.89725E-02   2.76530E+00   2.97272E-02
  2.45031E+00   1.25943E-01   2.21514E+00   1.77880E-02   2.80243E+00   2.77247E-02
  2.49712E+00   1.23354E-01   2.24479E+00   1.66427E-02   2.83955E+00   2.59776E-02
  2.54396E+00   1.20298E-01   2.27443E+00   1.53000E-02   2.87667E+00   2.44024E-02
  2.59077E+00   1.17465E-01   2.30405E+00   1.42262E-02   2.91380E+00   2.29608E-02
  2.63761E+00   1.14186E-01   2.33370E+00   1.32635E-02   2.95092E+00   2.15028E-02
  2.68447E+00   1.11265E-01   2.36334E+00   1.24278E-02   2.98804E+00   2.03074E-02
  2.73134E+00   1.08524E-01   2.39299E+00   1.17253E-02   3.02517E+00   1.90466E-02
  2.77794E+00   1.05660E-01   2.42264E+00   1.10281E-02   3.06229E+00   1.76222E-02
  2.82481E+00   1.02854E-01   2.45228E+00   1.03706E-02   3.09942E+00   1.66437E-02
  2.87167E+00   1.00383E-01   2.48193E+00   9.69687E-03   3.13654E+00   1.55969E-02
  2.91854E+00   9.77183E-02   2.51157E+00   8.75527E-03   3.17366E+00   1.45258E-02
  2.96540E+00   9.43555E-02   2.54122E+00   8.16874E-03   3.21079E+00   1.37031E-02
  3.01227E+00   9.12263E-02   2.57084E+00   7.69147E-03   3.24791E+00   1.29573E-02
  3.05887E+00   8.87499E-02   2.60049E+00   7.26547E-03   3.28503E+00   1.20550E-02
  3.10573E+00   8.56319E-02   2.63013E+00   6.80497E-03   3.32216E+00   1.13073E-02
  3.15260E+00   8.24183E-02   2.65973E+00   6.30805E-03   3.35928E+00   1.06078E-02
  3.19946E+00   7.97984E-02   2.68948E+00   5.79963E-03   3.39640E+00   9.82915E-03
  3.24633E+00   7.72460E-02   2.71897E+00   5.27012E-03   3.43353E+00   9.16438E-03
  3.29319E+00   7.42265E-02   2.74872E+00   4.93804E-03   3.47039E+00   8.60942E-03
  3.33980E+00   7.13112E-02   2.77847E+00   4.69016E-03   3.50751E+00   8.10823E-03
  3.38666E+00   6.85112E-02   2.80796E+00   4.31194E-03   3.54463E+00   7.45094E-03
  3.43353E+00   6.57084E-02   2.83771E+00   4.09874E-03   3.58176E+00   6.97888E-03
  3.48039E+00   6.33924E-02   2.86720E+00   3.89150E-03   3.61888E+00   6.49861E-03
  3.52726E+00   6.12340E-02   2.89695E+00   3.55276E-03   3.65600E+00   5.96381E-03
  3.57386E+00   5.88730E-02   2.92670E+00   3.21387E-03   3.69313E+00   5.65235E-03
  3.62072E+00   5.61040E-02   2.95619E+00   2.97965E-03   3.73025E+00   5.29158E-03
  3.66759E+00   5.34869E-02   2.98594E+00   2.82822E-03   3.76737E+00   4.89273E-03
  3.71445E+00   5.10218E-02   3.01543E+00   2.67100E-03   3.80450E+00   4.54167E-03
  3.76132E+00   4.88352E-02   3.04518E+00   2.48431E-03   3.84162E+00   4.23917E-03
  3.80818E+00   4.64771E-02   3.07467E+00   2.35244E-03   3.87874E+00   3.91799E-03
  3.85479E+00   4.41076E-02   3.10442E+00   2.19732E-03   3.91587E+00   3.63976E-03
  3.90165E+00   4.21293E-02   3.13417E+00   2.05117E-03   3.95299E+00   3.37386E-03
  3.94852E+00   4.01820E-02   3.16366E+00   1.89131E-03   3.99012E+00   3.16472E-03
  3.99538E+00   3.79955E-02   3.19341E+00   1.73112E-03   4.02724E+00   3.01671E-03
  4.04225E+00   3.60228E-02   3.22290E+00   1.57557E-03   4.06436E+00   2.78629E-03
  4.08911E+00   3.39517E-02   3.25265E+00   1.47279E-03   4.10149E+00   2.55900E-03
  4.13571E+00   3.20381E-02   3.28240E+00   1.36622E-03   4.13861E+00   2.40551E-03
  4.18258E+00   3.02399E-02   3.31189E+00   1.28964E-03   4.17573E+00   2.30661E-03
  4.22944E+00   2.84868E-02   3.34164E+00   1.17847E-03   4.21286E+00   2.10192E-03
  4.27631E+00   2.67474E-02   3.37113E+00   1.03720E-03   4.24998E+00   1.94645E-03
  4.32317E+00   2.52343E-02   3.40088E+00   1.01852E-03   4.28710E+00   1.83079E-03
  4.37004E+00   2.35720E-02   3.43063E+00   9.49561E-04   4.32423E+00   1.67016E-03
  4.41664E+00   2.20206E-02   3.46012E+00   8.51040E-04   4.36135E+00   1.63046E-03
  4.46351E+00   2.05472E-02   3.48987E+00   8.03600E-04   4.39847E+00   1.50382E-03
  4.51037E+00   1.92209E-02   3.51936E+00   7.30332E-04   4.43560E+00   1.34786E-03
  4.55724E+00   1.79349E-02   3.54911E+00   6.53470E-04   4.47272E+00   1.22918E-03
  4.60410E+00   1.65315E-02   3.57860E+00   6.47912E-04   4.50984E+00   1.15385E-03
  4.65070E+00   1.52367E-02   3.60835E+00   6.20310E-04   4.54697E+00   1.07512E-03
  4.69757E+00   1.42265E-02   3.63810E+00   5.74787E-04   4.58409E+00   9.62972E-04
  4.74443E+00   1.32309E-02   3.66759E+00   5.28498E-04   4.62095E+00   9.00604E-04
  4.79130E+00   1.22479E-02   3.69734E+00   4.65000E-04   4.65807E+00   8.73191E-04
  4.83816E+00   1.13244E-02   3.72683E+00   4.00291E-04   4.69520E+00   7.91217E-04
  4.88503E+00   1.04962E-02   3.75658E+00   3.66853E-04   4.73232E+00   7.35384E-04
  4.93163E+00   9.56472E-03   3.78633E+00   3.46899E-04   4.76944E+00   6.68460E-04
  4.97849E+00   8.72922E-03   3.81582E+00   3.23683E-04   4.80657E+00   6.12739E-04
  5.02536E+00   8.05300E-03   3.84557E+00   3.08521E-04   4.84369E+00   5.48317E-04
  5.07222E+00   7.36806E-03   3.87506E+00   2.70215E-04   4.88082E+00   5.44209E-04
  5.11909E+00   6.71661E-03   3.90481E+00   2.38421E-04   4.91794E+00   5.40549E-04
  5.16596E+00   6.17659E-03   3.93456E+00   2.48484E-04   4.95506E+00   4.77807E-04
  5.21256E+00   5.55946E-03   3.96405E+00   2.46979E-04   4.99219E+00   4.39565E-04
  5.25942E+00   5.03380E-03   3.99380E+00   2.23954E-04   5.02931E+00   4.16447E-04
  5.30629E+00   4.61506E-03   4.02329E+00   1.92807E-04   5.06643E+00   3.94525E-04
  5.35315E+00   4.15215E-03   4.05304E+00   1.61966E-04   5.10356E+00   3.64850E-04
  5.40002E+00   3.75396E-03   4.08253E+00   1.57624E-04   5.14068E+00   3.26223E-04
  5.44688E+00   3.34930E-03   4.11228E+00   1.47873E-04   5.17780E+00   2.75906E-04
  5.49348E+00   3.03215E-03   4.14203E+00   1.29870E-04   5.21493E+00   2.51209E-04
  5.54035E+00   2.76636E-03   4.17152E+00   1.18863E-04   5.25205E+00   2.37115E-04
  5.58721E+00   2.47638E-03   4.20127E+00   1.11411E-04   5.28917E+00   2.05356E-04
  5.63408E+00   2.21678E-03   4.23076E+00   1.06974E-04   5.32630E+00   1.89872E-04
  5.68094E+00   1.98718E-03   4.26051E+00   1.02470E-04   5.36342E+00   1.71184E-04
  5.72781E+00   1.74179E-03   4.29026E+00   8.45050E-05   5.40054E+00   1.61959E-04
  5.77441E+00   1.53437E-03   4.31975E+00   7.63205E-05   5.43767E+00   1.55510E-04
  5.82128E+00   1.33308E-03   4.34950E+00   7.89656E-05   5.47479E+00   1.37565E-04
  5.86814E+00   1.16136E-03   4.37899E+00   7.36658E-05   5.51191E+00   1.26324E-04
  5.91501E+00   1.03493E-03   4.40874E+00   6.55866E-05   5.54904E+00   1.10052E-04
  5.96187E+00   9.41557E-04   4.43849E+00   4.61603E-05   5.58616E+00   1.07206E-04
  6.00847E+00   8.46301E-04   4.46798E+00   4.72078E-05   5.62328E+00   9.45008E-05
  6.05534E+00   7.37228E-04   4.49773E+00   4.31946E-05   5.66041E+00   8.38833E-05
  6.10220E+00   6.19854E-04   4.52722E+00   3.76973E-05   5.69753E+00   7.27504E-05
  6.14907E+00   5.38809E-04   4.55697E+00   3.04141E-05   5.73439E+00   6.61326E-05
  6.19593E+00   4.85398E-04   4.58646E+00   2.94816E-05   5.77152E+00   5.73152E-05
  6.24280E+00   4.29679E-04   4.61621E+00   2.82142E-05   5.80864E+00   5.86634E-05
  6.28940E+00   3.75171E-04   4.64596E+00   2.98583E-05   5.84576E+00   5.70164E-05
  6.33627E+00   3.22098E-04   4.67545E+00   2.99215E-05   5.88289E+00   4.32320E-05
  6.38313E+00   2.83179E-04   4.70520E+00   3.48126E-05   5.92001E+00   4.01621E-05
  6.43000E+00   2.36702E-04   4.73469E+00   2.57799E-05   5.95713E+00   3.83545E-05
  6.47686E+00   2.03071E-04   4.76444E+00   1.81004E-05   5.99426E+00   3.37415E-05
  6.52373E+00   1.77275E-04   4.79419E+00   1.61707E-05   6.03138E+00   3.49478E-05
  6.57033E+00   1.56836E-04   4.82368E+00   1.79025E-05   6.06850E+00   2.54163E-05
  6.61719E+00   1.35750E-04   4.85343E+00   1.11757E-05   6.10563E+00   2.34049E-05
  6.66406E+00   1.28681E-04   4.88292E+00   8.41121E-06   6.14275E+00   1.60559E-05
  6.71092E+00   9.97670E-05   4.91267E+00   7.85679E-06   6.17987E+00   6.84967E-06
  6.75779E+00   8.66309E-05   4.94242E+00   7.54819E-06   6.21700E+00   1.16621E-05
  6.80465E+00   7.70884E-05   4.97191E+00   4.24370E-06   6.25412E+00   1.29065E-05
  6.85126E+00   6.20979E-05   5.00166E+00   3.35413E-06   6.29124E+00   9.88292E-06
  6.89812E+00   4.70427E-05   5.03115E+00   2.04163E-06   6.32837E+00   7.29521E-06
  6.94499E+00   3.37800E-05   5.06090E+00   6.43168E-06   6.36549E+00   6.72530E-06
  6.99185E+00   3.43653E-05   5.09065E+00   8.76677E-06   6.40261E+00   9.58229E-06
  7.03872E+00   3.02371E-05   5.12014E+00   5.66018E-06   6.43974E+00   8.27218E-06
  7.08532E+00   2.41877E-05   5.14989E+00   6.36076E-06   6.47686E+00   5.64152E-06
  7.13218E+00   1.90369E-05   5.17938E+00   6.92955E-06   6.51398E+00   4.94090E-06
  7.17905E+00   1.18967E-05   5.20913E+00   9.56510E-06   6.55111E+00   6.74921E-06
  7.22591E+00   7.42687E-06   5.23862E+00   8.23678E-06   6.58823E+00   3.74433E-06
  7.27278E+00   7.63174E-06   5.26837E+00   4.30762E-06   6.62536E+00   2.85852E-06
  7.31964E+00   4.10994E-06   5.29813E+00   2.66501E-06   6.66248E+00   3.27160E-06
  7.36624E+00   2.85177E-06   5.32761E+00   3.01376E-06   6.69960E+00   2.97037E-06
  7.41311E+00   1.59456E-06   5.35736E+00   3.21718E-06   6.73673E+00   2.12354E-06
  7.45998E+00   1.59813E-06   5.38685E+00   3.52803E-06   6.77385E+00   7.53348E-07
  7.50684E+00   1.51591E-06   5.41660E+00   4.14532E-06   6.81097E+00   2.66499E-08
  7.55371E+00   9.84275E-07   5.44636E+00   2.36825E-06   6.84810E+00   1.33188E-06
  7.60057E+00   4.52642E-07   5.47584E+00   1.52981E-06   6.88496E+00   1.98039E-06
  7.64717E+00   0.00000E+00   5.50560E+00   2.34549E-06   6.92208E+00   5.95000E-07
  7.69404E+00   6.38117E-07   5.53508E+00   2.04882E-06   6.95920E+00   0.00000E+00
  7.74090E+00   1.67684E-06   5.56483E+00   5.43832E-07   6.99633E+00   0.00000E+00
  7.78777E+00   8.21031E-07   5.59459E+00   0.00000E+00   7.03345E+00   0.00000E+00
  7.83463E+00   0.00000E+00   5.62407E+00   0.00000E+00   7.07057E+00   0.00000E+00
  7.88150E+00   0.00000E+00   5.65383E+00   0.00000E+00   7.10770E+00   4.89945E-07
  7.92810E+00   0.00000E+00   5.68331E+00   0.00000E+00   7.14482E+00   1.48757E-06
  7.97496E+00   0.00000E+00   5.71307E+00   5.13499E-07   7.18194E+00   1.02810E-06
  8.02183E+00   0.00000E+00   5.74255E+00   1.32913E-06   7.21907E+00   6.28014E-07
  8.06869E+00   0.00000E+00   5.77231E+00   4.00636E-07   7.25619E+00   0.00000E+00
  8.11556E+00   0.00000E+00   5.80206E+00   2.13186E-06   7.29331E+00   0.00000E+00
  8.16242E+00   2.09566E-07   5.83154E+00   2.16450E-06   7.33044E+00   0.00000E+00
  8.20903E+00   7.30643E-07   5.86130E+00   4.33273E-07   7.36756E+00   0.00000E+00
  8.25589E+00   5.19363E-07   5.89078E+00   0.00000E+00   7.40468E+00   9.63420E-07
  8.30276E+00   0.00000E+00   5.92054E+00   0.00000E+00   7.44181E+00   2.34881E-06

#
# y = 0.1595,  y+ =  61
#
#      u           p(u)           v             p(v)           w            p(w)
 -9.73478E+00   0.00000E+00  -5.67936E+00   0.00000E+00  -7.37256E+00   0.00000E+00
 -9.69028E+00   4.09111E-07  -5.64777E+00   0.00000E+00  -7.33544E+00   0.00000E+00
 -9.64578E+00   0.00000E+00  -5.61644E+00   0.00000E+00  -7.29858E+00   0.00000E+00
 -9.60155E+00   0.00000E+00  -5.58484E+00   0.00000E+00  -7.26146E+00   0.00000E+00
 -9.55706E+00   0.00000E+00  -5.55351E+00   0.00000E+00  -7.22460E+00   0.00000E+00
 -9.51256E+00   0.00000E+00  -5.52192E+00   0.00000E+00  -7.18747E+00   0.00000E+00
 -9.46807E+00   0.00000E+00  -5.49059E+00   0.00000E+00  -7.15061E+00   0.00000E+00
 -9.42357E+00   2.13388E-07  -5.45899E+00   0.00000E+00  -7.11349E+00   0.00000E+00
 -9.37934E+00   8.28810E-07  -5.42766E+00   0.00000E+00  -7.07637E+00   0.00000E+00
 -9.33484E+00   6.03355E-07  -5.39607E+00   6.93899E-07  -7.03951E+00   0.00000E+00
 -9.29035E+00   1.42005E-08  -5.36447E+00   1.46388E-06  -7.00238E+00   0.00000E+00
 -9.24585E+00   6.29614E-07  -5.33314E+00   9.68680E-07  -6.96552E+00   5.36057E-07
 -9.20162E+00   8.03267E-07  -5.30155E+00   2.09696E-06  -6.92840E+00   1.20728E-06
 -9.15712E+00   1.85649E-07  -5.27022E+00   3.42018E-06  -6.89128E+00   4.85254E-07
 -9.11263E+00   0.00000E+00  -5.23862E+00   4.55256E-06  -6.85441E+00   1.15953E-07
 -9.06813E+00   2.13007E-08  -5.20729E+00   4.10272E-06  -6.81729E+00   8.53379E-07
 -9.02364E+00   6.36717E-07  -5.17570E+00   2.28054E-06  -6.78043E+00   1.92934E-06
 -8.97940E+00   1.02455E-06  -5.14410E+00   5.51822E-07  -6.74331E+00   5.01836E-06
 -8.93491E+00   1.08606E-06  -5.11277E+00   0.00000E+00  -6.70645E+00   4.33158E-06
 -8.89041E+00   1.84613E-06  -5.08118E+00   8.02719E-07  -6.66932E+00   7.53655E-06
 -8.84592E+00   3.67278E-06  -5.04985E+00   2.58359E-06  -6.63220E+00   8.41384E-06
 -8.80142E+00   3.89367E-06  -5.01825E+00   7.93815E-07  -6.59534E+00   8.83602E-06
 -8.75719E+00   2.67207E-06  -4.98692E+00   5.72408E-07  -6.55822E+00   7.58163E-06
 -8.71269E+00   4.03344E-06  -4.95533E+00   2.33321E-06  -6.52136E+00   7.88033E-06
 -8.66820E+00   4.89682E-06  -4.92399E+00   2.75063E-06  -6.48423E+00   1.01041E-05
 -8.62370E+00   3.45514E-06  -4.89240E+00   4.83610E-06  -6.44737E+00   1.09246E-05
 -8.57921E+00   4.40160E-06  -4.86081E+00   8.62828E-06  -6.41025E+00   1.50821E-05
 -8.53498E+00   6.48381E-06  -4.82947E+00   9.02305E-06  -6.37313E+00   1.23597E-05
 -8.49048E+00   3.92756E-06  -4.79788E+00   9.10643E-06  -6.33627E+00   1.06855E-05
 -8.44599E+00   2.78829E-06  -4.76655E+00   1.26711E-05  -6.29914E+00   1.11229E-05
 -8.40149E+00   7.23283E-06  -4.73495E+00   1.21477E-05  -6.26228E+00   1.09164E-05
 -8.35726E+00   6.00651E-06  -4.70362E+00   9.60200E-06  -6.22516E+00   1.39939E-05
 -8.31276E+00   4.11033E-06  -4.67203E+00   7.35354E-06  -6.18804E+00   1.25663E-05
 -8.26827E+00   5.55787E-06  -4.64043E+00   8.03472E-06  -6.15118E+00   1.27638E-05
 -8.22377E+00   5.67679E-06  -4.60910E+00   1.00952E-05  -6.11405E+00   1.56862E-05
 -8.17928E+00   7.88085E-06  -4.57751E+00   1.19800E-05  -6.07719E+00   1.32393E-05
 -8.13504E+00   1.10385E-05  -4.54618E+00   1.46835E-05  -6.04007E+00   1.47517E-05
 -8.09055E+00   1.72731E-05  -4.51458E+00   1.49370E-05  -6.00321E+00   2.25407E-05
 -8.04605E+00   1.96563E-05  -4.48325E+00   1.54914E-05  -5.96608E+00   2.73897E-05
 -8.00156E+00   2.11228E-05  -4.45166E+00   2.21817E-05  -5.92896E+00   3.30932E-05
 -7.95706E+00   1.87105E-05  -4.42033E+00   2.56352E-05  -5.89210E+00   3.49525E-05
 -7.91283E+00   1.85649E-05  -4.38873E+00   2.28681E-05  -5.85498E+00   2.92415E-05
 -7.86833E+00   2.56198E-05  -4.35714E+00   3.25073E-05  -5.81812E+00   2.62490E-05
 -7.82384E+00   2.74984E-05  -4.32581E+00   3.34000E-05  -5.78099E+00   3.35350E-05
 -7.77934E+00   3.07499E-05  -4.29421E+00   3.47524E-05  -5.74413E+00   3.99563E-05
 -7.73485E+00   3.51476E-05  -4.26288E+00   4.37929E-05  -5.70701E+00   4.12852E-05
 -7.69061E+00   4.67755E-05  -4.23129E+00   3.92512E-05  -5.66989E+00   4.58481E-05
 -7.64612E+00   5.44678E-05  -4.19995E+00   3.92894E-05  -5.63303E+00   4.37195E-05
 -7.60162E+00   6.17201E-05  -4.16836E+00   5.48713E-05  -5.59590E+00   4.95877E-05
 -7.55713E+00   7.54006E-05  -4.13677E+00   5.82678E-05  -5.55904E+00   6.20376E-05
 -7.51290E+00   9.80960E-05  -4.10543E+00   6.93052E-05  -5.52192E+00   6.16691E-05
 -7.46840E+00   8.41549E-05  -4.07384E+00   7.48686E-05  -5.48480E+00   6.26569E-05
 -7.42390E+00   8.89540E-05  -4.04251E+00   6.92204E-05  -5.44794E+00   6.96972E-05
 -7.37941E+00   1.09884E-04  -4.01091E+00   8.42666E-05  -5.41081E+00   8.61768E-05
 -7.33491E+00   1.39577E-04  -3.97958E+00   1.03581E-04  -5.37395E+00   1.06823E-04
 -7.29068E+00   1.48091E-04  -3.94799E+00   1.23649E-04  -5.33683E+00   1.19418E-04
 -7.24619E+00   1.74044E-04  -3.91666E+00   1.52149E-04  -5.29997E+00   1.26639E-04
 -7.20169E+00   1.93807E-04  -3.88506E+00   1.69612E-04  -5.26284E+00   1.29649E-04
 -7.15720E+00   2.07862E-04  -3.85347E+00   2.14854E-04  -5.22572E+00   1.38454E-04
 -7.11270E+00   2.39152E-04  -3.82214E+00   2.65792E-04  -5.18886E+00   1.37156E-04
 -7.06847E+00   2.67064E-04  -3.79054E+00   2.76966E-04  -5.15174E+00   1.62177E-04
 -7.02397E+00   2.86638E-04  -3.75921E+00   2.86364E-04  -5.11488E+00   1.79417E-04
 -6.97948E+00   3.31896E-04  -3.72762E+00   3.17267E-04  -5.07775E+00   1.94843E-04
 -6.93498E+00   3.60403E-04  -3.69629E+00   3.57832E-04  -5.04089E+00   2.17802E-04
 -6.89049E+00   3.78844E-04  -3.66469E+00   3.87533E-04  -5.00377E+00   2.43309E-04
 -6.84625E+00   4.42441E-04  -3.63336E+00   4.00347E-04  -4.96665E+00   2.59346E-04
 -6.80176E+00   4.62282E-04  -3.60177E+00   4.77250E-04  -4.92979E+00   2.88961E-04
 -6.75726E+00   5.17049E-04  -3.57017E+00   5.60961E-04  -4.89266E+00   2.96507E-04
 -6.71277E+00   6.03876E-04  -3.53884E+00   5.71466E-04  -4.85580E+00   3.43437E-04
 -6.66853E+00   6.09773E-04  -3.50725E+00   6.39490E-04  -4.81868E+00   3.82065E-04
 -6.62404E+00   6.46686E-04  -3.47592E+00   7.72664E-04  -4.78156E+00   4.37822E-04
 -6.57954E+00   7.39117E-04  -3.44432E+00   8.78704E-04  -4.74470E+00   5.19005E-04
 -6.53505E+00   7.90985E-04  -3.41299E+00   9.68586E-04  -4.70757E+00   5.55539E-04
 -6.49055E+00   8.43211E-04  -3.38140E+00   1.05607E-03  -4.67071E+00   5.96111E-04
 -6.44632E+00   9.35641E-04  -3.34980E+00   1.12541E-03  -4.63359E+00   6.52206E-04
 -6.40182E+00   9.85847E-04  -3.31847E+00   1.23041E-03  -4.59673E+00   7.08575E-04
 -6.35733E+00   1.07606E-03  -3.28688E+00   1.40989E-03  -4.55961E+00   7.55145E-04
 -6.31283E+00   1.19169E-03  -3.25554E+00   1.54669E-03  -4.52248E+00   8.77605E-04
 -6.26834E+00   1.35146E-03  -3.22395E+00   1.62145E-03  -4.48562E+00   9.66588E-04
 -6.22411E+00   1.40128E-03  -3.19262E+00   1.84394E-03  -4.44850E+00   1.01810E-03
 -6.17961E+00   1.44718E-03  -3.16102E+00   2.07769E-03  -4.41164E+00   1.13252E-03
 -6.13511E+00   1.61015E-03  -3.12969E+00   2.26198E-03  -4.37451E+00   1.28622E-03
 -6.09062E+00   1.75168E-03  -3.09810E+00   2.49940E-03  -4.33765E+00   1.33993E-03
 -6.04612E+00   1.87969E-03  -3.06650E+00   2.64704E-03  -4.30053E+00   1.41449E-03
 -6.00189E+00   2.03985E-03  -3.03517E+00   2.88286E-03  -4.26341E+00   1.53173E-03
