# PDF of fluctuation velocity in a strained channel at different channel heights
# Normalization is by u_tau(0) (i.e. unstrained channel u_tau)
# STRAIN TIME = 0.77
#
# y = 0.0261,  y+ =  10
#
# u,v,w = normalized fluctuation velocity values
# p(s) = probability density function of s
#
#      u           p(u)           v             p(v)           w            p(w)
  7.78987E-01   2.33299E-01  -3.04544E-01   4.82406E-01   6.18461E-02   4.23015E-01
  8.09055E-01   2.31538E-01  -2.80954E-01   4.94703E-01   9.13185E-02   4.21434E-01
  8.39096E-01   2.28543E-01  -2.57389E-01   5.04538E-01   1.20788E-01   4.19351E-01
  8.69163E-01   2.25165E-01  -2.33812E-01   5.12462E-01   1.50261E-01   4.16450E-01
  8.99204E-01   2.22508E-01  -2.10237E-01   5.22173E-01   1.79730E-01   4.14385E-01
  9.29272E-01   2.19012E-01  -1.86660E-01   5.31630E-01   2.09203E-01   4.12296E-01
  9.59313E-01   2.16832E-01  -1.63085E-01   5.40891E-01   2.38672E-01   4.09674E-01
  9.89380E-01   2.14718E-01  -1.39511E-01   5.48292E-01   2.68132E-01   4.05396E-01
  1.01942E+00   2.10669E-01  -1.15933E-01   5.55664E-01   2.97620E-01   4.00251E-01
  1.04949E+00   2.07301E-01  -9.23585E-02   5.62877E-01   3.27081E-01   3.95930E-01
  1.07953E+00   2.03923E-01  -6.87837E-02   5.69029E-01   3.56570E-01   3.91913E-01
  1.10957E+00   1.99659E-01  -4.52064E-02   5.73873E-01   3.86031E-01   3.85701E-01
  1.13964E+00   1.96623E-01  -2.16311E-02   5.77599E-01   4.15493E-01   3.80642E-01
  1.16968E+00   1.94038E-01   1.94464E-03   5.80817E-01   4.44981E-01   3.75999E-01
  1.19975E+00   1.90466E-01   2.55204E-02   5.84550E-01   4.74443E-01   3.69644E-01
  1.22979E+00   1.86760E-01   4.90951E-02   5.86867E-01   5.03905E-01   3.62955E-01
  1.25985E+00   1.83330E-01   7.26725E-02   5.88915E-01   5.33393E-01   3.55907E-01
  1.28990E+00   1.79875E-01   9.62472E-02   5.90564E-01   5.62855E-01   3.50699E-01
  1.31996E+00   1.75831E-01   1.19825E-01   5.90404E-01   5.92317E-01   3.44363E-01
  1.35000E+00   1.73057E-01   1.43399E-01   5.91044E-01   6.21805E-01   3.36100E-01
  1.38007E+00   1.69976E-01   1.66974E-01   5.90310E-01   6.51267E-01   3.28604E-01
  1.41011E+00   1.66162E-01   1.90551E-01   5.87238E-01   6.80729E-01   3.21184E-01
  1.44018E+00   1.62984E-01   2.14126E-01   5.84202E-01   7.10217E-01   3.14234E-01
  1.47022E+00   1.59523E-01   2.37701E-01   5.82974E-01   7.39679E-01   3.06423E-01
  1.50029E+00   1.56693E-01   2.61278E-01   5.78050E-01   7.69140E-01   2.97651E-01
  1.53033E+00   1.53493E-01   2.84850E-01   5.72057E-01   7.98629E-01   2.90825E-01
  1.56040E+00   1.49209E-01   3.08441E-01   5.64736E-01   8.28090E-01   2.81415E-01
  1.59044E+00   1.45432E-01   3.32005E-01   5.57444E-01   8.57552E-01   2.73945E-01
  1.62051E+00   1.41613E-01   3.55569E-01   5.49105E-01   8.87040E-01   2.66536E-01
  1.65055E+00   1.38977E-01   3.79160E-01   5.40222E-01   9.16502E-01   2.58372E-01
  1.68061E+00   1.35675E-01   4.02724E-01   5.31681E-01   9.45964E-01   2.50250E-01
  1.71065E+00   1.31969E-01   4.26314E-01   5.20604E-01   9.75452E-01   2.41980E-01
  1.74072E+00   1.28607E-01   4.49879E-01   5.09353E-01   1.00491E+00   2.35608E-01
  1.77076E+00   1.25848E-01   4.73469E-01   4.97826E-01   1.03440E+00   2.27505E-01
  1.80080E+00   1.22157E-01   4.97033E-01   4.85573E-01   1.06386E+00   2.19006E-01
  1.83087E+00   1.18948E-01   5.20624E-01   4.73756E-01   1.09333E+00   2.11176E-01
  1.86091E+00   1.15554E-01   5.44188E-01   4.62040E-01   1.12281E+00   2.02980E-01
  1.89098E+00   1.11526E-01   5.67752E-01   4.48632E-01   1.15228E+00   1.95783E-01
  1.92102E+00   1.08572E-01   5.91343E-01   4.34352E-01   1.18174E+00   1.88337E-01
  1.95109E+00   1.06120E-01   6.14907E-01   4.20908E-01   1.21123E+00   1.80805E-01
  1.98113E+00   1.03356E-01   6.38497E-01   4.06636E-01   1.24069E+00   1.73242E-01
  2.01120E+00   1.00305E-01   6.62062E-01   3.93271E-01   1.27015E+00   1.66106E-01
  2.04124E+00   9.69680E-02   6.85652E-01   3.77684E-01   1.29964E+00   1.60087E-01
  2.07131E+00   9.47107E-02   7.09216E-01   3.63528E-01   1.32910E+00   1.52759E-01
  2.10135E+00   9.25558E-02   7.32781E-01   3.48980E-01   1.35856E+00   1.45840E-01
  2.13141E+00   8.95409E-02   7.56371E-01   3.35470E-01   1.38805E+00   1.39616E-01
  2.16145E+00   8.70890E-02   7.79935E-01   3.20638E-01   1.41751E+00   1.33578E-01
  2.19152E+00   8.43454E-02   8.03526E-01   3.06155E-01   1.44697E+00   1.27670E-01
  2.22156E+00   8.22109E-02   8.27090E-01   2.92529E-01   1.47646E+00   1.21235E-01
  2.25163E+00   7.98154E-02   8.50680E-01   2.80007E-01   1.50592E+00   1.15742E-01
  2.28167E+00   7.75171E-02   8.74245E-01   2.67173E-01   1.53538E+00   1.09828E-01
  2.31174E+00   7.50550E-02   8.97835E-01   2.53395E-01   1.56487E+00   1.05383E-01
  2.34178E+00   7.24701E-02   9.21399E-01   2.40757E-01   1.59433E+00   9.94567E-02
  2.37185E+00   7.01155E-02   9.44964E-01   2.27639E-01   1.62380E+00   9.46584E-02
  2.40189E+00   6.79094E-02   9.68554E-01   2.17071E-01   1.65328E+00   9.05234E-02
  2.43196E+00   6.59796E-02   9.92118E-01   2.04120E-01   1.68275E+00   8.63822E-02
  2.46200E+00   6.40550E-02   1.01571E+00   1.93117E-01   1.71223E+00   8.10631E-02
  2.49206E+00   6.14496E-02   1.03927E+00   1.81880E-01   1.74170E+00   7.66988E-02
  2.52211E+00   5.94277E-02   1.06286E+00   1.71327E-01   1.77116E+00   7.27064E-02
  2.55215E+00   5.78614E-02   1.08643E+00   1.62349E-01   1.80065E+00   6.80320E-02
  2.58221E+00   5.58191E-02   1.10999E+00   1.51796E-01   1.83011E+00   6.51431E-02
  2.61226E+00   5.35310E-02   1.13358E+00   1.43305E-01   1.85957E+00   6.14260E-02
  2.64235E+00   5.09620E-02   1.15715E+00   1.35170E-01   1.88906E+00   5.85811E-02
  2.67236E+00   4.92508E-02   1.18074E+00   1.27529E-01   1.91852E+00   5.53016E-02
  2.70238E+00   4.74393E-02   1.20430E+00   1.18886E-01   1.94798E+00   5.22000E-02
  2.73239E+00   4.53064E-02   1.22789E+00   1.10969E-01   1.97747E+00   4.93093E-02
  2.76241E+00   4.34135E-02   1.25146E+00   1.03952E-01   2.00693E+00   4.63100E-02
  2.79269E+00   4.17765E-02   1.27505E+00   9.68416E-02   2.03639E+00   4.33641E-02
  2.82270E+00   3.98022E-02   1.29861E+00   9.02973E-02   2.06588E+00   4.10195E-02
  2.85272E+00   3.85804E-02   1.32217E+00   8.46102E-02   2.09534E+00   3.82025E-02
  2.88273E+00   3.75173E-02   1.34577E+00   7.88068E-02   2.12481E+00   3.58454E-02
  2.91274E+00   3.57549E-02   1.36933E+00   7.35845E-02   2.15429E+00   3.37786E-02
  2.94276E+00   3.43775E-02   1.39292E+00   6.90347E-02   2.18376E+00   3.18493E-02
  2.97304E+00   3.27927E-02   1.41648E+00   6.39148E-02   2.21322E+00   2.97118E-02
  3.00305E+00   3.09280E-02   1.44007E+00   5.89213E-02   2.24271E+00   2.80293E-02
  3.03307E+00   2.94702E-02   1.46364E+00   5.46127E-02   2.27217E+00   2.62686E-02
  3.06308E+00   2.81547E-02   1.48720E+00   5.13842E-02   2.30163E+00   2.45787E-02
  3.09310E+00   2.69334E-02   1.51079E+00   4.78484E-02   2.33112E+00   2.28732E-02
  3.12311E+00   2.55867E-02   1.53436E+00   4.48465E-02   2.36058E+00   2.12732E-02
  3.15313E+00   2.43746E-02   1.55795E+00   4.08960E-02   2.39007E+00   1.98610E-02
  3.18340E+00   2.32782E-02   1.58151E+00   3.74764E-02   2.41953E+00   1.88009E-02
  3.21342E+00   2.22258E-02   1.60510E+00   3.50164E-02   2.44899E+00   1.75994E-02
  3.24343E+00   2.12747E-02   1.62867E+00   3.26318E-02   2.47848E+00   1.64172E-02
  3.27345E+00   2.05315E-02   1.65226E+00   3.01485E-02   2.50794E+00   1.54141E-02
  3.30346E+00   1.95897E-02   1.67582E+00   2.77589E-02   2.53740E+00   1.43125E-02
  3.33348E+00   1.85337E-02   1.69939E+00   2.52726E-02   2.56689E+00   1.34148E-02
  3.36349E+00   1.77096E-02   1.72298E+00   2.32781E-02   2.59635E+00   1.27323E-02
  3.39377E+00   1.68583E-02   1.74654E+00   2.14173E-02   2.62581E+00   1.19803E-02
  3.42378E+00   1.62538E-02   1.77013E+00   1.96893E-02   2.65525E+00   1.10027E-02
  3.45380E+00   1.54297E-02   1.79370E+00   1.83725E-02   2.68474E+00   1.02860E-02
  3.48381E+00   1.43195E-02   1.81729E+00   1.71450E-02   2.71423E+00   9.44848E-03
  3.51383E+00   1.36315E-02   1.84085E+00   1.57265E-02   2.74371E+00   8.68657E-03
  3.54384E+00   1.30475E-02   1.86444E+00   1.44903E-02   2.77320E+00   7.96311E-03
  3.57386E+00   1.23493E-02   1.88801E+00   1.37008E-02   2.80269E+00   7.33635E-03
  3.60414E+00   1.16255E-02   1.91157E+00   1.24631E-02   2.83218E+00   6.63086E-03
  3.63415E+00   1.09872E-02   1.93516E+00   1.15530E-02   2.86167E+00   6.20372E-03
  3.66417E+00   1.04093E-02   1.95872E+00   1.05027E-02   2.89116E+00   5.76753E-03
  3.69418E+00   1.00270E-02   1.98231E+00   9.55632E-03   2.92064E+00   5.28280E-03
  3.72420E+00   9.48387E-03   2.00588E+00   8.95637E-03   2.95013E+00   4.84600E-03
  3.75421E+00   8.83124E-03   2.02947E+00   8.17484E-03   2.97936E+00   4.45481E-03
  3.78449E+00   8.23287E-03   2.05303E+00   7.51025E-03   3.00884E+00   4.02898E-03
  3.81450E+00   7.80546E-03   2.07660E+00   7.01707E-03   3.03833E+00   3.70711E-03
  3.84452E+00   7.38726E-03   2.10019E+00   6.41480E-03   3.06782E+00   3.50284E-03
  3.87453E+00   7.01872E-03   2.12375E+00   5.79807E-03   3.09731E+00   3.26404E-03
  3.90455E+00   6.61281E-03   2.14734E+00   5.30831E-03   3.12680E+00   3.05729E-03
  3.93456E+00   6.18130E-03   2.17091E+00   4.85101E-03   3.15629E+00   2.83423E-03
  3.96458E+00   5.77898E-03   2.19450E+00   4.52213E-03   3.18577E+00   2.67776E-03
  3.99485E+00   5.58242E-03   2.21806E+00   4.15541E-03   3.21526E+00   2.40034E-03
  4.02487E+00   5.17549E-03   2.24165E+00   3.83095E-03   3.24475E+00   2.25658E-03
  4.05488E+00   4.90138E-03   2.26522E+00   3.58030E-03   3.27424E+00   2.04883E-03
  4.08490E+00   4.76108E-03   2.28878E+00   3.23217E-03   3.30373E+00   1.88585E-03
  4.11491E+00   4.51221E-03   2.31237E+00   2.90329E-03   3.33321E+00   1.65617E-03
  4.14493E+00   4.27475E-03   2.33594E+00   2.73543E-03   3.36270E+00   1.54699E-03
  4.17494E+00   4.07497E-03   2.35953E+00   2.44824E-03   3.39219E+00   1.34173E-03
  4.20522E+00   3.77210E-03   2.38309E+00   2.23521E-03   3.42142E+00   1.22773E-03
  4.23524E+00   3.47302E-03   2.40668E+00   2.06677E-03   3.45090E+00   1.15352E-03
  4.26525E+00   3.20270E-03   2.43024E+00   1.87560E-03   3.48039E+00   1.05619E-03
  4.29526E+00   2.93443E-03   2.45381E+00   1.83907E-03   3.50988E+00   9.70637E-04
  4.32528E+00   2.68213E-03   2.47740E+00   1.73491E-03   3.53937E+00   9.28172E-04
  4.35529E+00   2.47472E-03   2.50096E+00   1.51614E-03   3.56886E+00   7.49939E-04
  4.38531E+00   2.30642E-03   2.52455E+00   1.43218E-03   3.59834E+00   6.61474E-04
  4.41559E+00   2.16064E-03   2.54812E+00   1.30965E-03   3.62783E+00   6.24526E-04
  4.44560E+00   1.99505E-03   2.57171E+00   1.21253E-03   3.65732E+00   5.70573E-04
  4.47562E+00   1.82532E-03   2.59527E+00   1.12603E-03   3.68681E+00   5.15386E-04
  4.50563E+00   1.72443E-03   2.61886E+00   1.08412E-03   3.71630E+00   4.70143E-04
  4.53565E+00   1.63465E-03   2.64235E+00   9.53598E-04   3.74578E+00   4.39766E-04
  4.56566E+00   1.52014E-03   2.66604E+00   8.50605E-04   3.77527E+00   3.80227E-04
  4.59594E+00   1.42616E-03   2.68948E+00   7.52550E-04   3.80476E+00   3.53495E-04
  4.62595E+00   1.34032E-03   2.71317E+00   6.67127E-04   3.83425E+00   3.11048E-04
  4.65597E+00   1.27137E-03   2.73661E+00   6.35887E-04   3.86347E+00   2.71558E-04
  4.68598E+00   1.19695E-03   2.76030E+00   5.92286E-04   3.89296E+00   2.71917E-04
  4.71600E+00   1.09934E-03   2.78400E+00   5.11583E-04   3.92245E+00   2.21864E-04
  4.74601E+00   1.04206E-03   2.80743E+00   4.95640E-04   3.95194E+00   2.36184E-04
  4.77603E+00   9.99164E-04   2.83113E+00   4.47419E-04   3.98143E+00   2.30549E-04
  4.80630E+00   9.25660E-04   2.85456E+00   3.70392E-04   4.01091E+00   1.97134E-04
  4.83632E+00   8.95409E-04   2.87825E+00   3.50875E-04   4.04040E+00   1.86781E-04
  4.86633E+00   8.26972E-04   2.90169E+00   3.83371E-04   4.06989E+00   1.62833E-04
  4.89635E+00   7.43486E-04   2.92538E+00   4.07580E-04   4.09938E+00   1.52213E-04
  4.92636E+00   6.69982E-04   2.94881E+00   3.55400E-04   4.12887E+00   1.29772E-04
  4.95638E+00   6.23403E-04   2.97251E+00   2.83392E-04   4.15836E+00   1.06667E-04
  4.98639E+00   5.65869E-04   2.99594E+00   2.43909E-04   4.18784E+00   1.13257E-04
  5.01667E+00   5.34235E-04   3.01964E+00   2.32244E-04   4.21733E+00   9.42058E-05
  5.04669E+00   5.19289E-04   3.04333E+00   1.90400E-04   4.24682E+00   7.67608E-05
  5.07670E+00   4.58807E-04   3.06677E+00   1.65414E-04   4.27631E+00   7.10201E-05
  5.10672E+00   4.27967E-04   3.09046E+00   1.83783E-04   4.30580E+00   7.28365E-05
  5.13673E+00   3.93764E-04   3.11390E+00   1.70629E-04   4.33502E+00   6.75547E-05
  5.16674E+00   3.64352E-04   3.13759E+00   1.59625E-04   4.36451E+00   7.01708E-05
  5.19676E+00   3.33133E-04   3.16102E+00   1.38983E-04   4.39400E+00   6.36553E-05
  5.22704E+00   3.02385E-04   3.18472E+00   1.23040E-04   4.42349E+00   4.97482E-05
  5.25705E+00   2.58539E-04   3.20815E+00   1.30863E-04   4.45297E+00   5.48019E-05
  5.28707E+00   2.20917E-04   3.23185E+00   1.19096E-04   4.48246E+00   5.39470E-05
  5.31708E+00   2.01583E-04   3.25528E+00   1.01091E-04   4.51195E+00   3.55690E-05
  5.34710E+00   1.86693E-04   3.27898E+00   9.18299E-05   4.54144E+00   2.80528E-05
  5.37711E+00   1.29021E-04   3.30267E+00   7.41728E-05   4.57093E+00   3.07837E-05
  5.40713E+00   1.20243E-04   3.32611E+00   5.41530E-05   4.60041E+00   3.81597E-05
  5.43740E+00   1.17683E-04   3.34980E+00   6.29227E-05   4.62990E+00   3.05227E-05
  5.46742E+00   1.09493E-04   3.37323E+00   5.33562E-05   4.65939E+00   3.15883E-05
  5.49743E+00   1.05987E-04   3.39693E+00   5.57538E-05   4.68888E+00   3.39825E-05
  5.52745E+00   9.72189E-05   3.42036E+00   4.85595E-05   4.71837E+00   2.71260E-05
  5.55746E+00   8.05729E-05   3.44406E+00   4.47477E-05   4.74786E+00   2.85048E-05
  5.58748E+00   7.55362E-05   3.46749E+00   5.02903E-05   4.77708E+00   3.05214E-05
  5.61776E+00   9.00425E-05   3.49119E+00   4.55961E-05   4.80657E+00   2.62339E-05
  5.64777E+00   8.65260E-05   3.51462E+00   4.18075E-05   4.83606E+00   2.77013E-05
  5.67779E+00   6.41062E-05   3.53831E+00   2.81199E-05   4.86554E+00   3.27768E-05
  5.70780E+00   5.83477E-05   3.56201E+00   3.40532E-05   4.89503E+00   2.29464E-05
  5.73781E+00   4.80100E-05   3.58544E+00   4.84397E-05   4.92452E+00   2.54075E-05
  5.76783E+00   2.91104E-05   3.60914E+00   4.05452E-05   4.95401E+00   2.41447E-05
  5.79784E+00   7.06325E-06   3.63257E+00   2.15328E-05   4.98350E+00   1.70799E-05
  5.82812E+00   7.84948E-06   3.65627E+00   2.29295E-05   5.01299E+00   1.09438E-05
  5.85814E+00   8.88396E-06   3.67970E+00   2.02813E-05   5.04247E+00   1.07522E-05
  5.88815E+00   7.39801E-06   3.70340E+00   1.66896E-05   5.07196E+00   1.70266E-05
  5.91817E+00   8.72989E-06   3.72683E+00   1.87357E-05   5.10145E+00   2.04437E-05
  5.94818E+00   8.46781E-06   3.75052E+00   1.41990E-05   5.13094E+00   1.48481E-05
  5.97820E+00   7.30076E-06   3.77396E+00   8.96654E-06   5.16043E+00   9.74729E-06
  6.00821E+00   8.03528E-06   3.79765E+00   1.06901E-05   5.18991E+00   9.74729E-06
  6.03849E+00   9.34873E-06   3.82108E+00   1.20200E-05   5.21914E+00   9.74729E-06
  6.06850E+00   8.43249E-06   3.84478E+00   1.08688E-05   5.24863E+00   9.74729E-06
  6.09852E+00   7.90629E-06   3.86848E+00   7.84945E-06   5.27812E+00   1.07361E-05
  6.12853E+00   1.03796E-05   3.89191E+00   8.27871E-06   5.30760E+00   1.22977E-05
  6.15855E+00   8.63519E-06   3.91560E+00   4.25658E-06   5.33709E+00   1.48711E-05
  6.18856E+00   5.36027E-06   3.93904E+00   5.87928E-06   5.36658E+00   1.43652E-05
  6.21858E+00   1.60967E-06   3.96273E+00   5.95314E-06   5.39607E+00   1.34502E-05
  6.24885E+00   1.87896E-06   3.98617E+00   7.75430E-06   5.42556E+00   1.17683E-05
  6.27887E+00   2.76659E-06   4.00986E+00   6.43673E-06   5.45504E+00   9.55139E-06
  6.30888E+00   2.78225E-06   4.03329E+00   7.31559E-06   5.48453E+00   8.26068E-06
  6.33890E+00   1.89032E-06   4.05699E+00   6.88873E-06   5.51402E+00   8.52477E-06
  6.36891E+00   1.00136E-06   4.08042E+00   4.56811E-06   5.54351E+00   1.08812E-05
  6.39893E+00   1.13737E-07   4.10412E+00   2.49741E-06   5.57300E+00   0.00000E+00
  6.42921E+00   0.00000E+00   4.12781E+00   1.64325E-06   5.60249E+00   0.00000E+00
  6.45922E+00   0.00000E+00   4.15125E+00   4.40831E-06   5.63197E+00   4.85604E-07
  6.48924E+00   0.00000E+00   4.17494E+00   6.23837E-06   5.66146E+00   5.62011E-06
  6.51925E+00   4.34913E-07   4.19838E+00   3.77866E-06   5.69069E+00   4.84135E-06
  6.54927E+00   2.21014E-06   4.22207E+00   1.82185E-06   5.72017E+00   7.37231E-08
  6.57928E+00   2.45317E-06   4.24550E+00   3.81519E-07   5.74966E+00   1.36492E-06
  6.60929E+00   6.77916E-07   4.26920E+00   2.13258E-06   5.77915E+00   1.94952E-06
  6.63957E+00   0.00000E+00   4.29263E+00   4.33539E-06   5.80864E+00   1.94952E-06
  6.66959E+00   0.00000E+00   4.31633E+00   2.88484E-06   5.83813E+00   1.94952E-06
  6.69960E+00   7.22039E-07   4.33976E+00   1.44031E-06   5.86762E+00   1.29121E-06
  6.72962E+00   0.00000E+00   4.36346E+00   0.00000E+00   5.89710E+00   0.00000E+00

#
# y = 0.1595,  y+ =  61
#
#      u           p(u)           v             p(v)           w            p(w)
 -6.14512E+00   0.00000E+00  -5.09408E+00   0.00000E+00  -5.50007E+00   0.00000E+00
 -6.11300E+00   1.49860E-06  -5.06986E+00   0.00000E+00  -5.47242E+00   3.66988E-06
 -6.08061E+00   1.16950E-06  -5.04563E+00   4.04317E-07  -5.44478E+00   3.97074E-06
 -6.04849E+00   2.51884E-07  -5.02115E+00   1.62800E-06  -5.41713E+00   5.03354E-06
 -6.01611E+00   0.00000E+00  -4.99692E+00   2.04309E-06  -5.38975E+00   4.91001E-06
 -5.98399E+00   1.53673E-07  -4.97270E+00   2.04309E-06  -5.36210E+00   3.84131E-06
 -5.95160E+00   1.97972E-06  -4.94848E+00   8.22186E-07  -5.33446E+00   3.66988E-06
 -5.91948E+00   4.49576E-06  -4.92399E+00   0.00000E+00  -5.30681E+00   3.66988E-06
 -5.88710E+00   4.49576E-06  -4.89977E+00   0.00000E+00  -5.27917E+00   3.66988E-06
 -5.85498E+00   3.76397E-06  -4.87555E+00   8.11141E-07  -5.25152E+00   4.94006E-06
 -5.82259E+00   3.28032E-06  -4.85133E+00   2.52756E-06  -5.22414E+00   8.14640E-06
 -5.79047E+00   5.04855E-06  -4.82684E+00   2.53608E-06  -5.19650E+00   1.63937E-05
 -5.75809E+00   7.31740E-06  -4.80262E+00   2.84046E-06  -5.16885E+00   1.09957E-05
 -5.72597E+00   8.96149E-06  -4.77840E+00   5.35782E-06  -5.14121E+00   8.62955E-06
 -5.69385E+00   6.91805E-06  -4.75417E+00   5.77155E-06  -5.11356E+00   1.02587E-05
 -5.66146E+00   7.15108E-06  -4.72969E+00   3.65498E-06  -5.08592E+00   1.26704E-05
 -5.62934E+00   1.08748E-05  -4.70547E+00   2.42784E-06  -5.05853E+00   1.43730E-05
 -5.59696E+00   1.00981E-05  -4.68124E+00   2.87411E-06  -5.03089E+00   1.00253E-05
 -5.56483E+00   8.99151E-06  -4.65702E+00   9.89612E-06  -5.00324E+00   1.03241E-05
 -5.53245E+00   8.11371E-06  -4.63254E+00   7.31489E-06  -4.97560E+00   1.43386E-05
 -5.50033E+00   1.68622E-05  -4.60831E+00   2.02626E-05  -4.94795E+00   1.61586E-05
 -5.46795E+00   2.24311E-05  -4.58409E+00   1.41347E-05  -4.92031E+00   1.87033E-05
 -5.43582E+00   2.16219E-05  -4.55987E+00   1.75540E-05  -4.89293E+00   1.55126E-05
 -5.40344E+00   3.71155E-05  -4.53565E+00   2.29381E-05  -4.86528E+00   1.30841E-05
 -5.37132E+00   4.33392E-05  -4.51116E+00   2.19479E-05  -4.83764E+00   1.63506E-05
 -5.33893E+00   5.30160E-05  -4.48694E+00   1.99079E-05  -4.80999E+00   1.70519E-05
 -5.30681E+00   5.79530E-05  -4.46272E+00   1.49702E-05  -4.78235E+00   1.53137E-05
 -5.27469E+00   7.77965E-05  -4.43849E+00   1.42231E-05  -4.75470E+00   1.52897E-05
 -5.24231E+00   1.06008E-04  -4.41401E+00   1.92186E-05  -4.72732E+00   1.35812E-05
 -5.21019E+00   1.36817E-04  -4.38978E+00   2.92056E-05  -4.69967E+00   1.41647E-05
 -5.17780E+00   1.74741E-04  -4.36556E+00   3.68272E-05  -4.67203E+00   1.89635E-05
 -5.14568E+00   1.81922E-04  -4.34134E+00   4.11269E-05  -4.64438E+00   2.94463E-05
 -5.11330E+00   1.71791E-04  -4.31685E+00   4.11470E-05  -4.61674E+00   2.43178E-05
 -5.08118E+00   1.83576E-04  -4.29263E+00   4.12055E-05  -4.58909E+00   1.83497E-05
 -5.04879E+00   2.05521E-04  -4.26841E+00   3.48164E-05  -4.56171E+00   2.05297E-05
 -5.01667E+00   2.22381E-04  -4.24419E+00   2.58285E-05  -4.53407E+00   2.43616E-05
 -4.98429E+00   2.76007E-04  -4.21970E+00   3.33416E-05  -4.50642E+00   2.65778E-05
 -4.95217E+00   2.92253E-04  -4.19548E+00   3.74697E-05  -4.47878E+00   2.92123E-05
 -4.91978E+00   2.90847E-04  -4.17126E+00   3.11716E-05  -4.45113E+00   4.24073E-05
 -4.88766E+00   3.14288E-04  -4.14703E+00   4.65628E-05  -4.42349E+00   6.59018E-05
 -4.85554E+00   3.90669E-04  -4.12255E+00   5.86458E-05  -4.39610E+00   7.30498E-05
 -4.82316E+00   4.55847E-04  -4.09833E+00   9.29256E-05  -4.36846E+00   8.19075E-05
 -4.79103E+00   4.86842E-04  -4.07410E+00   1.05880E-04  -4.34081E+00   7.99994E-05
 -4.75865E+00   5.25442E-04  -4.04988E+00   9.86169E-05  -4.31317E+00   9.57542E-05
 -4.72653E+00   6.10363E-04  -4.02566E+00   1.15528E-04  -4.28552E+00   9.12845E-05
 -4.69414E+00   6.80987E-04  -4.00117E+00   1.52873E-04  -4.25788E+00   8.73633E-05
 -4.66202E+00   7.47990E-04  -3.97695E+00   1.64223E-04  -4.23023E+00   9.95879E-05
 -4.62964E+00   8.30862E-04  -3.95273E+00   1.57310E-04  -4.20285E+00   1.36121E-04
 -4.59752E+00   9.22550E-04  -3.92851E+00   1.68563E-04  -4.17521E+00   1.52682E-04
 -4.56513E+00   9.97987E-04  -3.90402E+00   1.60318E-04  -4.14756E+00   1.80486E-04
 -4.53301E+00   1.10540E-03  -3.87980E+00   1.53841E-04  -4.11992E+00   1.84378E-04
 -4.50063E+00   1.24088E-03  -3.85558E+00   1.87586E-04  -4.09227E+00   1.74826E-04
 -4.46851E+00   1.40458E-03  -3.83135E+00   2.10163E-04  -4.06463E+00   2.00845E-04
 -4.43639E+00   1.54440E-03  -3.80687E+00   1.94596E-04  -4.03724E+00   2.28859E-04
 -4.40400E+00   1.77047E-03  -3.78264E+00   2.24924E-04  -4.00960E+00   2.47887E-04
 -4.37188E+00   1.96023E-03  -3.75842E+00   2.61859E-04  -3.98195E+00   2.65801E-04
 -4.33950E+00   2.03648E-03  -3.73420E+00   2.96546E-04  -3.95431E+00   3.12196E-04
 -4.30738E+00   2.22558E-03  -3.70971E+00   2.92537E-04  -3.92666E+00   3.75647E-04
 -4.27499E+00   2.30111E-03  -3.68549E+00   3.29323E-04  -3.89902E+00   4.32090E-04
 -4.24287E+00   2.48439E-03  -3.66127E+00   3.51835E-04  -3.87164E+00   4.65315E-04
 -4.21049E+00   2.70932E-03  -3.63705E+00   3.44772E-04  -3.84399E+00   5.30925E-04
 -4.17837E+00   2.89632E-03  -3.61256E+00   3.73807E-04  -3.81635E+00   6.52015E-04
 -4.14598E+00   3.10700E-03  -3.58834E+00   4.17363E-04  -3.78870E+00   6.61993E-04
 -4.11386E+00   3.26040E-03  -3.56412E+00   4.22651E-04  -3.76106E+00   6.74131E-04
 -4.08148E+00   3.49853E-03  -3.53989E+00   4.28076E-04  -3.73341E+00   7.15326E-04
 -4.04935E+00   3.85289E-03  -3.51567E+00   4.66902E-04  -3.70603E+00   7.97135E-04
 -4.01723E+00   4.18371E-03  -3.49119E+00   5.32716E-04  -3.67838E+00   8.97090E-04
 -3.98485E+00   4.53698E-03  -3.46696E+00   5.75511E-04  -3.65074E+00   1.05166E-03
 -3.95273E+00   4.81886E-03  -3.44274E+00   5.98562E-04  -3.62309E+00   1.08107E-03
 -3.92034E+00   5.23012E-03  -3.41852E+00   6.76720E-04  -3.59545E+00   1.14497E-03
 -3.88822E+00   5.75718E-03  -3.39403E+00   7.92625E-04  -3.56780E+00   1.32399E-03
 -3.85584E+00   6.23849E-03  -3.36981E+00   8.15819E-04  -3.54042E+00   1.48107E-03
 -3.82372E+00   6.57351E-03  -3.34559E+00   8.49668E-04  -3.51278E+00   1.59252E-03
 -3.79133E+00   7.00097E-03  -3.32137E+00   8.71433E-04  -3.48513E+00   1.71967E-03
 -3.75921E+00   7.53518E-03  -3.29688E+00   8.90729E-04  -3.45749E+00   1.85878E-03
 -3.72683E+00   8.17614E-03  -3.27266E+00   1.05042E-03  -3.42984E+00   2.07561E-03
 -3.69471E+00   8.80137E-03  -3.24844E+00   1.22155E-03  -3.40220E+00   2.30586E-03
