# Pressure coefficient, P/(0.5*rho*U_infty^2) along the
# Southern boundary (hump surface) versus streamwise Coordinate.
#
# From LES simulatations of the flow over a wall-mounted hump
# of A.Avdis, TFMS, Aero., Imperial College London
# (see also Greenblatt et al, AIAA Journal, vol.44, numb.2 pp.194-207)
#
# Columns are:  x/C     P/(0.5*rho*U_infty^2)
# Variables="x/C","P/(0.5*rho*U_infty^2)"
-7.9858857e-01 	 1.7682880e-03 
-7.8563635e-01 	 1.1729254e-02 
-7.7319261e-01 	 1.9719483e-03 
-7.6082479e-01 	 6.6687763e-03 
-7.4853321e-01 	 7.0879842e-04 
-7.3631758e-01 	 4.2841554e-03 
-7.2417746e-01 	 1.9991231e-04 
-7.1211257e-01 	 3.1928544e-03 
-7.0012264e-01 	 3.4115130e-04 
-6.8820741e-01 	 3.0435792e-03 
-6.7636662e-01 	 1.0590126e-03 
-6.6460000e-01 	 3.5007407e-03 
-6.5290729e-01 	 2.1163675e-03 
-6.4128826e-01 	 4.3645688e-03 
-6.2974263e-01 	 3.4264344e-03 
-6.1827017e-01 	 5.5128377e-03 
-6.0687062e-01 	 4.9104985e-03 
-5.9554374e-01 	 6.8538364e-03 
-5.8428927e-01 	 6.5760638e-03 
-5.7310696e-01 	 8.4066141e-03 
-5.6199656e-01 	 8.3505677e-03 
-5.5095782e-01 	 1.0094189e-02 
-5.3999050e-01 	 1.0282889e-02 
-5.2909434e-01 	 1.2030281e-02 
-5.1826909e-01 	 1.2469861e-02 
-5.0751451e-01 	 1.4239827e-02 
-4.9683034e-01 	 1.4888592e-02 
-4.8621633e-01 	 1.6671908e-02 
-4.7567224e-01 	 1.7526559e-02 
-4.6519779e-01 	 1.9368440e-02 
-4.5479274e-01 	 2.0447950e-02 
-4.4445682e-01 	 2.2393482e-02 
-4.3418977e-01 	 2.3704401e-02 
-4.2399134e-01 	 2.5773240e-02 
-4.1386125e-01 	 2.7300811e-02 
-4.0379928e-01 	 2.9511059e-02 
-3.9380515e-01 	 3.1245424e-02 
-3.8387861e-01 	 3.3599940e-02 
-3.7401942e-01 	 3.5560488e-02 
-3.6422731e-01 	 3.8082569e-02 
-3.5450204e-01 	 4.0290467e-02 
-3.4484335e-01 	 4.2960912e-02 
-3.3525100e-01 	 4.5384154e-02 
-3.2572472e-01 	 4.8222859e-02 
-3.1626428e-01 	 5.0898215e-02 
-3.0686943e-01 	 5.3966490e-02 
-2.9753992e-01 	 5.6936857e-02 
-2.8827552e-01 	 6.0240667e-02 
-2.7907598e-01 	 6.3501933e-02 
-2.6994106e-01 	 6.7058284e-02 
-2.6087052e-01 	 7.0631495e-02 
-2.5186411e-01 	 7.4469637e-02 
-2.4292159e-01 	 7.8430013e-02 
-2.3404271e-01 	 8.2593763e-02 
-2.2522721e-01 	 8.6897345e-02 
-2.1647485e-01 	 9.1424875e-02 
-2.0778534e-01 	 9.6123914e-02 
-1.9915843e-01 	 1.0104164e-01 
-1.9059385e-01 	 1.0617339e-01 
-1.8209135e-01 	 1.1152040e-01 
-1.7365069e-01 	 1.1708094e-01 
-1.6527160e-01 	 1.2284870e-01 
-1.5695382e-01 	 1.2889107e-01 
-1.4869712e-01 	 1.3516854e-01 
-1.4050122e-01 	 1.4178175e-01 
-1.3236585e-01 	 1.4863294e-01 
-1.2429076e-01 	 1.5586750e-01 
-1.1627569e-01 	 1.6331555e-01 
-1.0832035e-01 	 1.7122322e-01 
-1.0042448e-01 	 1.7937469e-01 
-9.2587817e-02 	 1.8806491e-01 
-8.4810098e-02 	 1.9701079e-01 
-7.7091087e-02 	 2.0647473e-01 
-6.9430495e-02 	 2.1623743e-01 
-6.1828115e-02 	 2.2663393e-01 
-5.4283664e-02 	 2.3721797e-01 
-4.6796913e-02 	 2.4852440e-01 
-3.9367685e-02 	 2.5995539e-01 
-3.1995782e-02 	 2.7207152e-01 
-2.4681219e-02 	 2.8365130e-01 
-1.7424065e-02 	 2.9665468e-01 
-1.0231059e-02 	 3.0683732e-01 
-3.1099170e-03 	 3.2281482e-01 
3.9405852e-03 	 3.3836246e-01 
1.0925871e-02 	 3.4669153e-01 
1.7855333e-02 	 3.5439567e-01 
2.4734735e-02 	 3.5474270e-01 
3.1564320e-02 	 3.5221151e-01 
3.8345291e-02 	 3.4216184e-01 
4.5078530e-02 	 3.2731733e-01 
5.1764746e-02 	 3.0432616e-01 
5.8403602e-02 	 2.7502624e-01 
6.4994143e-02 	 2.3676388e-01 
7.1535885e-02 	 1.9285050e-01 
7.8028415e-02 	 1.4180449e-01 
8.4471335e-02 	 8.5468015e-02 
9.0864367e-02 	 2.7036893e-02 
9.7208209e-02 	 -3.5933997e-02 
1.0350285e-01 	 -1.0042210e-01 
1.0974491e-01 	 -1.4008902e-01 
1.1593195e-01 	 -1.7389439e-01 
1.2206553e-01 	 -2.1126609e-01 
1.2814714e-01 	 -2.4261297e-01 
1.3417715e-01 	 -2.7249183e-01 
1.4015562e-01 	 -3.0045740e-01 
1.4608177e-01 	 -3.1983159e-01 
1.5195592e-01 	 -3.4269634e-01 
1.5778057e-01 	 -3.7702509e-01 
1.6355764e-01 	 -4.1218909e-01 
1.6928680e-01 	 -4.4273059e-01 
1.7496655e-01 	 -4.6432273e-01 
1.8059618e-01 	 -4.8270815e-01 
1.8617632e-01 	 -5.0117150e-01 
1.9170786e-01 	 -5.1989273e-01 
1.9719112e-01 	 -5.3616718e-01 
2.0262611e-01 	 -5.5007706e-01 
2.0801296e-01 	 -5.6262637e-01 
2.1335199e-01 	 -5.7429527e-01 
2.1864353e-01 	 -5.8497531e-01 
2.2388781e-01 	 -5.9445078e-01 
2.2908500e-01 	 -6.0256263e-01 
2.3423531e-01 	 -6.1008177e-01 
2.3933901e-01 	 -6.1721278e-01 
2.4439649e-01 	 -6.2411221e-01 
2.4940802e-01 	 -6.3058362e-01 
2.5437383e-01 	 -6.3684000e-01 
2.5929420e-01 	 -6.4269375e-01 
2.6416939e-01 	 -6.4833054e-01 
2.6899965e-01 	 -6.5361301e-01 
2.7378522e-01 	 -6.5874364e-01 
2.7852638e-01 	 -6.6370287e-01 
2.8322338e-01 	 -6.6850078e-01 
2.8787648e-01 	 -6.7293824e-01 
2.9248593e-01 	 -6.7732019e-01 
2.9705196e-01 	 -6.8143452e-01 
3.0157484e-01 	 -6.8560553e-01 
