#
# From LES simulations of the flow over a wall-mounted hump
# Published in
#      Avdis A., Lardeau S. & Leschziner M.A. (2009) 
#           Large Eddy Simulation of Separated Flow over a Glauert-Goldschmied 
#           Wall-Mounted Hump with and without Control by Means of a Synthetic Jet
#           Flow, Turbulence And Combustion, 83, 343-370.
# (see also Greenblatt et al, AIAA Journal, vol.44, numb.2 pp.194-207)
# 
# Reference velocity: U_in
# Reference length: C 
# Re_C = U_in C/nu = 935,892
# 
# Other parameters:
#     Domain width z = 0.4 C
#     Hump height h = 0.13 C
#
# Boundary layer parameters upstream of the hump:
#     Momentum-thickness Reynolds number : Re_theta = 6771
#     Boundary-layer thickness : delta = 0.07 C  = 0.55 h
#     Displacement-thickness : delta^*  = 9.4 × 10−3 C = 0.073 h
#
# 
# Data: 
#    Resolution (nx,ny) = (207,23)
#    Domain extent from x = 0.625C to 1.583C
#
#    do i = 1,nx
#    do j = 1,ny
#       read(20,*) x(i,j),y(i,j),U(i,j),V(i,j),W(i,j)&
#                 ,uu(i,j),vv(i,j),ww(i,j)&
#                 ,uv(i,j),uw(i,j),vw(i,j)
#    enddo
#    read(20,*)
#    enddo
# 
#    x/C           y/C           U/U_in        V/U_in        W/U_in        uu/U_in^2     vv/U_in^2     ww/U_in^2     uv/U_in^2     uw/U_in^2     vw/U_in^2
     0.7378183     0.1346974     1.0614578    -0.0908978     0.0013771     0.0058185     0.0059099     0.0043104    -0.0022166    -0.0000744    -0.0000029
     0.7407178     0.1420744     1.0825894    -0.0906394     0.0016874     0.0038108     0.0038234     0.0030346    -0.0012667     0.0000015    -0.0000169
     0.7435365     0.1499177     1.1002997    -0.0904497     0.0013209     0.0030674     0.0027838     0.0023350    -0.0010689    -0.0000004     0.0000028
     0.7462318     0.1582396     1.1185834    -0.0901831     0.0006490     0.0025474     0.0021198     0.0017818    -0.0009460    -0.0000015    -0.0000022
     0.7487695     0.1670465     1.1379634    -0.0897699     0.0001775     0.0020160     0.0015760     0.0012754    -0.0007834    -0.0000143     0.0000052
     0.7511270     0.1763390     1.1569792    -0.0890771     0.0001625     0.0014536     0.0010839     0.0007915    -0.0005830    -0.0000206     0.0000072
     0.7532939     0.1861147     1.1738965    -0.0879855    -0.0000016     0.0008693     0.0006676     0.0004163    -0.0003678    -0.0000087    -0.0000020
     0.7552699     0.1963694     1.1854532    -0.0863211    -0.0000499     0.0003933     0.0003667     0.0001884    -0.0001725    -0.0000042    -0.0000010
     0.7570620     0.2071004     1.1902647    -0.0840506     0.0000282     0.0001583     0.0001933     0.0000815    -0.0000582     0.0000009    -0.0000019
     0.7586797     0.2183073     1.1908171    -0.0813633    -0.0000073     0.0000607     0.0001077     0.0000391    -0.0000090    -0.0000005    -0.0000009
     0.7601318     0.2299942     1.1893665    -0.0784284    -0.0000057     0.0000355     0.0000694     0.0000220     0.0000017    -0.0000004    -0.0000002
     0.7614242     0.2421691     1.1874579    -0.0753496     0.0000004     0.0000263     0.0000501     0.0000135     0.0000038    -0.0000002    -0.0000001

     0.7107899     0.0765310    -0.0708552     0.0592625    -0.0004080     0.0082688     0.0062626     0.0136271    -0.0056064    -0.0004525     0.0003417
     0.7133526     0.0801068    -0.1050282     0.0917672    -0.0009674     0.0102177     0.0085078     0.0146625    -0.0054328    -0.0002969     0.0001660
     0.7157658     0.0840166    -0.0905729     0.0871132    -0.0010304     0.0126125     0.0122960     0.0164330    -0.0059796    -0.0002118     0.0001358
     0.7181484     0.0882474    -0.0479143     0.0680157    -0.0019949     0.0184241     0.0187841     0.0213959    -0.0086820     0.0000765    -0.0000009
     0.7205735     0.0927814     0.0296272     0.0389724    -0.0021636     0.0279253     0.0276137     0.0293859    -0.0135925     0.0002767    -0.0000967
     0.7230853     0.0976125     0.1489205     0.0022928    -0.0008780     0.0415200     0.0376635     0.0387886    -0.0209950     0.0002572    -0.0001087
     0.7257016     0.1027484     0.3071020    -0.0346766     0.0000909     0.0573514     0.0446027     0.0454966    -0.0292107    -0.0002759    -0.0000286
     0.7284244     0.1082054     0.5035390    -0.0668537     0.0002191     0.0691619     0.0433881     0.0427765    -0.0332121    -0.0005382     0.0002068
     0.7312440     0.1140057     0.7165590    -0.0865294     0.0001574     0.0638263     0.0336562     0.0311974    -0.0285863    -0.0001737     0.0000217
     0.7341396     0.1201751     0.8995498    -0.0925464     0.0008638     0.0384785     0.0209211     0.0175048    -0.0170384    -0.0001308     0.0000228
     0.7370804     0.1267407     1.0085379    -0.0916601     0.0012465     0.0156867     0.0115680     0.0086695    -0.0071944    -0.0001599     0.0000141
     0.7400271     0.1337286     1.0574159    -0.0904837     0.0014780     0.0064533     0.0064767     0.0046702    -0.0025761    -0.0001109     0.0000269
     0.7429347     0.1411619     1.0804067    -0.0902512     0.0016746     0.0040009     0.0040712     0.0031612    -0.0013495    -0.0000022    -0.0000185
     0.7457579     0.1490591     1.0985013    -0.0901629     0.0013823     0.0031362     0.0029095     0.0024038    -0.0010805    -0.0000000     0.0000036
     0.7484552     0.1574323     1.1167785    -0.0900350     0.0006724     0.0025904     0.0021907     0.0018281    -0.0009542    -0.0000014     0.0000003
     0.7509940     0.1662882     1.1362548    -0.0897100     0.0001721     0.0020533     0.0016198     0.0013063    -0.0007972    -0.0000108     0.0000055
     0.7533526     0.1756277     1.1554236    -0.0891425     0.0001662     0.0014861     0.0011177     0.0008159    -0.0005953    -0.0000215     0.0000079
     0.7555215     0.1854486     1.1726053    -0.0881426     0.0000259     0.0008963     0.0006903     0.0004319    -0.0003785    -0.0000093    -0.0000011
     0.7575012     0.1957473     1.1845188    -0.0865496    -0.0000538     0.0004090     0.0003805     0.0001964    -0.0001793    -0.0000044    -0.0000004
     0.7592983     0.2065212     1.1896025    -0.0843343     0.0000298     0.0001644     0.0002006     0.0000847    -0.0000606     0.0000006    -0.0000019
     0.7609226     0.2177702     1.1902615    -0.0816845    -0.0000083     0.0000629     0.0001112     0.0000405    -0.0000094    -0.0000005    -0.0000009
     0.7623824     0.2294984     1.1888417    -0.0787744    -0.0000055     0.0000365     0.0000712     0.0000227     0.0000020    -0.0000004    -0.0000002
     0.7636834     0.2417139     1.1869350    -0.0757120     0.0000004     0.0000270     0.0000512     0.0000138     0.0000041    -0.0000002    -0.0000001

     0.7127244     0.0749517    -0.0724877     0.0602838    -0.0001447     0.0082388     0.0061209     0.0131319    -0.0055718    -0.0004318     0.0003079
     0.7152965     0.0785535    -0.1070481     0.0928487    -0.0003820     0.0101220     0.0082870     0.0141007    -0.0054312    -0.0001792     0.0000964
     0.7177351     0.0825043    -0.0935913     0.0889981    -0.0002052     0.0124423     0.0117829     0.0155630    -0.0058559    -0.0001751     0.0000679
     0.7201478     0.0867871    -0.0542673     0.0713899    -0.0012191     0.0176933     0.0177140     0.0200149    -0.0082335     0.0000897    -0.0000979
     0.7226075     0.0913786     0.0178015     0.0438635    -0.0017936     0.0266281     0.0262629     0.0276266    -0.0127135     0.0002624    -0.0001430
     0.7251552     0.0962701     0.1312708     0.0083075    -0.0014216     0.0395535     0.0364973     0.0372424    -0.0198398     0.0003146    -0.0001516
     0.7278066     0.1014678     0.2822721    -0.0289039     0.0002536     0.0549520     0.0440210     0.0449372    -0.0279694    -0.0003097    -0.0000211
     0.7305619     0.1069874     0.4716694    -0.0619717    -0.0001724     0.0679855     0.0443092     0.0441303    -0.0329130    -0.0004679     0.0001051
     0.7334101     0.1128501     0.6830223    -0.0835684     0.0001767     0.0662510     0.0359649     0.0339726    -0.0299970    -0.0001695     0.0000106
     0.7363295     0.1190810     0.8743916    -0.0914453     0.0005896     0.0430762     0.0231228     0.0196222    -0.0191037    -0.0000741     0.0000072
     0.7392888     0.1257068     0.9957957    -0.0914272     0.0012442     0.0187098     0.0128677     0.0098255    -0.0085103    -0.0001340    -0.0000091
     0.7422485     0.1327532     1.0527531    -0.0901163     0.0014899     0.0072576     0.0071467     0.0051092    -0.0030400    -0.0001249     0.0000288
     0.7451644     0.1402428     1.0781285    -0.0898853     0.0016825     0.0042148     0.0043612     0.0033080    -0.0014587    -0.0000125    -0.0000256
     0.7479920     0.1481938     1.0966967    -0.0899403     0.0014635     0.0032098     0.0030352     0.0024788    -0.0011010    -0.0000026    -0.0000004
     0.7506914     0.1566186     1.1149714    -0.0899456     0.0007228     0.0026354     0.0022608     0.0018768    -0.0009636    -0.0000007     0.0000031
     0.7532312     0.1655236     1.1345392    -0.0897010     0.0001831     0.0020906     0.0016661     0.0013406    -0.0008095    -0.0000091     0.0000064
     0.7555909     0.1749104     1.1538713    -0.0892031     0.0001624     0.0015192     0.0011529     0.0008436    -0.0006076    -0.0000223     0.0000097
     0.7577620     0.1847770     1.1713077    -0.0882981     0.0000423     0.0009239     0.0007139     0.0004477    -0.0003896    -0.0000098     0.0000000
     0.7597451     0.1951200     1.1835735    -0.0867843    -0.0000554     0.0004255     0.0003945     0.0002046    -0.0001865    -0.0000044    -0.0000002
     0.7615474     0.2059371     1.1889375    -0.0846210     0.0000303     0.0001708     0.0002082     0.0000879    -0.0000632     0.0000004    -0.0000020
     0.7631782     0.2172285     1.1897072    -0.0820078    -0.0000090     0.0000652     0.0001149     0.0000420    -0.0000098    -0.0000004    -0.0000010
     0.7646459     0.2289983     1.1883190    -0.0791216    -0.0000055     0.0000376     0.0000732     0.0000234     0.0000023    -0.0000005    -0.0000002
     0.7659556     0.2412547     1.1864130    -0.0760749     0.0000003     0.0000276     0.0000523     0.0000142     0.0000044    -0.0000002    -0.0000001

     0.7146722     0.0733735    -0.0743324     0.0614145     0.0002375     0.0082388     0.0060038     0.0126312    -0.0055391    -0.0003658     0.0002696
     0.7172521     0.0770026    -0.1089741     0.0940831     0.0001803     0.0101270     0.0080616     0.0136002    -0.0054328    -0.0000869     0.0000192
     0.7197150     0.0809942    -0.0964789     0.0906654     0.0004947     0.0123476     0.0113203     0.0147991    -0.0057886    -0.0001158    -0.0000265
     0.7221578     0.0853283    -0.0598090     0.0744626    -0.0001887     0.0172005     0.0168245     0.0187483    -0.0078814     0.0001239    -0.0002144
     0.7246525     0.0899763     0.0072692     0.0483284    -0.0016169     0.0253656     0.0251190     0.0261487    -0.0120531     0.0002694    -0.0001499
     0.7272363     0.0949271     0.1147967     0.0138264    -0.0015212     0.0377464     0.0351578     0.0355595    -0.0187811     0.0002433    -0.0002099
     0.7299227     0.1001858     0.2593836    -0.0236334     0.0001421     0.0526349     0.0434590     0.0440344    -0.0268572    -0.0002550    -0.0000437
     0.7327105     0.1057668     0.4418529    -0.0571977    -0.0002378     0.0666342     0.0451251     0.0451847    -0.0324842    -0.0004566     0.0001816
     0.7355875     0.1116909     0.6502484    -0.0803848     0.0003981     0.0680512     0.0380789     0.0366400    -0.0311378    -0.0001791     0.0000458
     0.7385310     0.1179827     0.8479849    -0.0902082     0.0005261     0.0476084     0.0253225     0.0219496    -0.0210700    -0.0001202    -0.0000083
     0.7415088     0.1246682     0.9815169    -0.0912609     0.0012117     0.0220548     0.0142248     0.0110652    -0.0099686    -0.0000954    -0.0000361
     0.7444817     0.1317725     1.0473121    -0.0898183     0.0013566     0.0082788     0.0078793     0.0056395    -0.0036127    -0.0001429     0.0000096
     0.7474059     0.1393182     1.0757317    -0.0895438     0.0016447     0.0044766     0.0046940     0.0034838    -0.0015865    -0.0000157    -0.0000201
     0.7502381     0.1473231     1.0948736    -0.0897701     0.0015224     0.0032908     0.0031712     0.0025627    -0.0011270    -0.0000048    -0.0000003
     0.7529395     0.1557995     1.1132123    -0.0898480     0.0007791     0.0026832     0.0023329     0.0019267    -0.0009746    -0.0000011     0.0000069
     0.7554802     0.1647540     1.1328134    -0.0897127     0.0001835     0.0021274     0.0017173     0.0013800    -0.0008197    -0.0000097     0.0000058
     0.7578411     0.1741884     1.1523153    -0.0892742     0.0001728     0.0015519     0.0011894     0.0008737    -0.0006199    -0.0000221     0.0000102
     0.7600143     0.1841009     1.1700076    -0.0884462     0.0000462     0.0009518     0.0007394     0.0004650    -0.0004007    -0.0000101     0.0000007
     0.7620011     0.1944885     1.1826197    -0.0870189    -0.0000599     0.0004426     0.0004095     0.0002134    -0.0001939    -0.0000045    -0.0000006
     0.7638086     0.2053491     1.1882693    -0.0849103     0.0000310     0.0001776     0.0002161     0.0000913    -0.0000658     0.0000001    -0.0000020
     0.7654461     0.2166833     1.1891540    -0.0823331    -0.0000095     0.0000677     0.0001188     0.0000436    -0.0000102    -0.0000004    -0.0000011
     0.7669216     0.2284949     1.1877983    -0.0794695    -0.0000055     0.0000387     0.0000752     0.0000241     0.0000026    -0.0000005    -0.0000002
     0.7682402     0.2407924     1.1858919    -0.0764378     0.0000003     0.0000283     0.0000535     0.0000146     0.0000047    -0.0000002    -0.0000001

     0.7166337     0.0717994    -0.0764168     0.0621292     0.0005420     0.0082625     0.0059344     0.0121944    -0.0055183    -0.0003278     0.0002455
     0.7192186     0.0754563    -0.1111857     0.0950671     0.0006787     0.0101977     0.0079065     0.0131790    -0.0054336    -0.0000384    -0.0000075
     0.7217046     0.0794884    -0.0994157     0.0920377     0.0009422     0.0123542     0.0109633     0.0142104    -0.0057360    -0.0000255    -0.0000269
     0.7241779     0.0838733    -0.0648061     0.0770615     0.0004783     0.0168387     0.0161704     0.0176817    -0.0076550     0.0001934    -0.0002345
     0.7267078     0.0885768    -0.0021243     0.0524542    -0.0011444     0.0243567     0.0240838     0.0249033    -0.0115169     0.0002633    -0.0001636
     0.7293279     0.0935857     0.0997940     0.0188584    -0.0016264     0.0360385     0.0338405     0.0340172    -0.0178556     0.0002412    -0.0001875
     0.7320493     0.0989040     0.2385201    -0.0182330     0.0002060     0.0507351     0.0428424     0.0429844    -0.0257904    -0.0001004    -0.0000275
     0.7348699     0.1045454     0.4142633    -0.0520095    -0.0004025     0.0649797     0.0456290     0.0458831    -0.0319223    -0.0006152     0.0001178
     0.7377758     0.1105300     0.6183134    -0.0773786     0.0005318     0.0692662     0.0398705     0.0390065    -0.0319110    -0.0003274    -0.0000147
     0.7407433     0.1168817     0.8205659    -0.0890932     0.0001377     0.0520066     0.0273739     0.0243721    -0.0229010    -0.0000482    -0.0001116
     0.7437398     0.1236262     0.9658155    -0.0909749     0.0009771     0.0256129     0.0157981     0.0124648    -0.0115491    -0.0000541    -0.0000301
     0.7467260     0.1307882     1.0409763    -0.0896260     0.0013159     0.0095476     0.0086696     0.0062571    -0.0042821    -0.0001323    -0.0000086
     0.7496586     0.1383897     1.0731455    -0.0892912     0.0016026     0.0047988     0.0050530     0.0036947    -0.0017479    -0.0000299    -0.0000227
     0.7524953     0.1464484     1.0930346    -0.0896052     0.0015464     0.0033885     0.0033223     0.0026535    -0.0011579    -0.0000054    -0.0000050
     0.7551988     0.1549764     1.1115052    -0.0897053     0.0008613     0.0027346     0.0024078     0.0019799    -0.0009871    -0.0000034     0.0000051
     0.7577406     0.1639806     1.1310923    -0.0897251     0.0002175     0.0021651     0.0017718     0.0014205    -0.0008302    -0.0000091     0.0000047
     0.7601026     0.1734627     1.1507591    -0.0893488     0.0001863     0.0015849     0.0012277     0.0009060    -0.0006318    -0.0000223     0.0000104
     0.7622780     0.1834214     1.1687014    -0.0885957     0.0000365     0.0009802     0.0007666     0.0004838    -0.0004120    -0.0000104     0.0000002
     0.7642685     0.1938538     1.1816610    -0.0872493    -0.0000663     0.0004603     0.0004257     0.0002229    -0.0002011    -0.0000047    -0.0000013
     0.7660813     0.2047583     1.1875986    -0.0852012     0.0000341     0.0001846     0.0002243     0.0000949    -0.0000686    -0.0000002    -0.0000020
     0.7677256     0.2161354     1.1886021    -0.0826596    -0.0000105     0.0000704     0.0001228     0.0000452    -0.0000107    -0.0000004    -0.0000012
     0.7692092     0.2279892     1.1872793    -0.0798183    -0.0000052     0.0000399     0.0000772     0.0000249     0.0000029    -0.0000005    -0.0000002
     0.7705368     0.2403280     1.1853716    -0.0768011     0.0000004     0.0000291     0.0000547     0.0000150     0.0000051    -0.0000002    -0.0000001

     0.7186092     0.0702334    -0.0784441     0.0629775     0.0007725     0.0083353     0.0058083     0.0118558    -0.0054997    -0.0002741     0.0002130
     0.7211949     0.0739168    -0.1135111     0.0955554     0.0009806     0.0103279     0.0077895     0.0127831    -0.0054532    -0.0000247    -0.0000214
     0.7237029     0.0779902    -0.1023106     0.0932196     0.0013227     0.0124052     0.0106627     0.0137473    -0.0057334     0.0000516    -0.0000551
     0.7262072     0.0824253    -0.0695679     0.0792620     0.0009583     0.0166258     0.0156358     0.0168365    -0.0074656     0.0002294    -0.0002427
     0.7287723     0.0871826    -0.0108884     0.0557876    -0.0007924     0.0236422     0.0231241     0.0236513    -0.0111255     0.0002446    -0.0001535
     0.7314284     0.0922483     0.0858056     0.0229359    -0.0008924     0.0346661     0.0325659     0.0328950    -0.0170518     0.0002998    -0.0001536
     0.7341851     0.0976249     0.2192362    -0.0134402     0.0004958     0.0489786     0.0419903     0.0418527    -0.0248273    -0.0000483    -0.0001544
     0.7370383     0.1033254     0.3882826    -0.0474326    -0.0009126     0.0633043     0.0458475     0.0461374    -0.0313368    -0.0005366    -0.0000232
     0.7399731     0.1093693     0.5880393    -0.0737800     0.0005780     0.0698927     0.0414135     0.0408085    -0.0325675    -0.0003362     0.0000802
     0.7429648     0.1157801     0.7925565    -0.0876305    -0.0000752     0.0560980     0.0295355     0.0268680    -0.0246594     0.0000465    -0.0001999
     0.7459801     0.1225829     0.9489253    -0.0905571     0.0011631     0.0292637     0.0174530     0.0140028    -0.0131583    -0.0000604    -0.0000566
     0.7489795     0.1298020     1.0336514    -0.0894991     0.0012273     0.0111170     0.0095265     0.0069130    -0.0050578    -0.0000928    -0.0000271
     0.7519206     0.1374590     1.0703319    -0.0890352     0.0016194     0.0051930     0.0054601     0.0039316    -0.0019510    -0.0000565    -0.0000017
     0.7547620     0.1455713     1.0912170    -0.0893525     0.0015597     0.0035031     0.0035008     0.0027506    -0.0011962    -0.0000035    -0.0000067
     0.7574677     0.1541510     1.1098215    -0.0895721     0.0009034     0.0027897     0.0024938     0.0020392    -0.0010005    -0.0000069    -0.0000002
     0.7600105     0.1632049     1.1294030    -0.0897124     0.0002134     0.0022052     0.0018285     0.0014609    -0.0008421    -0.0000072     0.0000026
     0.7623738     0.1727349     1.1492075    -0.0894300     0.0001901     0.0016182     0.0012662     0.0009388    -0.0006439    -0.0000226     0.0000099
     0.7645515     0.1827399     1.1673879    -0.0887596     0.0000347     0.0010097     0.0007929     0.0005027    -0.0004237    -0.0000106    -0.0000008
     0.7665458     0.1932174     1.1806990    -0.0874787    -0.0000729     0.0004785     0.0004426     0.0002326    -0.0002087    -0.0000051    -0.0000018
     0.7683641     0.2041658     1.1869265    -0.0854927     0.0000354     0.0001919     0.0002327     0.0000987    -0.0000715    -0.0000006    -0.0000019
     0.7700155     0.2155861     1.1880515    -0.0829874    -0.0000114     0.0000732     0.0001269     0.0000469    -0.0000113    -0.0000003    -0.0000013
     0.7715074     0.2274822     1.1867621    -0.0801687    -0.0000051     0.0000411     0.0000793     0.0000257     0.0000032    -0.0000005    -0.0000002
     0.7728443     0.2398625     1.1848521    -0.0771646     0.0000003     0.0000299     0.0000559     0.0000155     0.0000054    -0.0000002    -0.0000001

     0.7205991     0.0686785    -0.0805329     0.0638477     0.0007176     0.0084060     0.0056755     0.0116705    -0.0054513    -0.0002538     0.0001699
     0.7231817     0.0723874    -0.1159127     0.0956707     0.0009641     0.0104252     0.0076816     0.0123747    -0.0054653    -0.0000641    -0.0000014
     0.7257105     0.0765030    -0.1053437     0.0937070     0.0014254     0.0124567     0.0104994     0.0133242    -0.0057347     0.0000700    -0.0000901
     0.7282453     0.0809868    -0.0744404     0.0805940     0.0010315     0.0163447     0.0152837     0.0160767    -0.0073375     0.0002151    -0.0002392
     0.7308449     0.0857962    -0.0189669     0.0581749    -0.0002837     0.0231289     0.0223009     0.0225375    -0.0107495     0.0002788    -0.0000888
     0.7335368     0.0909170     0.0727263     0.0261483    -0.0006386     0.0334304     0.0315632     0.0316504    -0.0163744     0.0002995    -0.0000939
     0.7363285     0.0963504     0.2009292    -0.0091683     0.0006595     0.0474907     0.0412011     0.0409515    -0.0238862    -0.0000161    -0.0001148
     0.7392144     0.1021088     0.3643319    -0.0427729    -0.0009382     0.0617235     0.0459912     0.0460858    -0.0306978    -0.0005005    -0.0000039
     0.7421782     0.1082109     0.5593571    -0.0701489     0.0004654     0.0700375     0.0426983     0.0424899    -0.0327935    -0.0002636    -0.0000553
     0.7451940     0.1146798     0.7643707    -0.0860768     0.0000522     0.0595544     0.0316856     0.0293422    -0.0262746    -0.0000044    -0.0002460
     0.7482281     0.1215401     0.9307017    -0.0901258     0.0009064     0.0330168     0.0191695     0.0157246    -0.0148151    -0.0000276    -0.0001406
     0.7512409     0.1288157     1.0253977    -0.0893093     0.0012690     0.0129642     0.0104725     0.0076883    -0.0059728    -0.0000940    -0.0000303
     0.7541906     0.1365277     1.0671899    -0.0888893     0.0017135     0.0056596     0.0058976     0.0041889    -0.0022173    -0.0000823     0.0000082
     0.7570367     0.1446935     1.0893755    -0.0891174     0.0016193     0.0036352     0.0037100     0.0028577    -0.0012439     0.0000031    -0.0000059
     0.7597447     0.1533248     1.1081404    -0.0894856     0.0009672     0.0028514     0.0025915     0.0020993    -0.0010127    -0.0000081    -0.0000048
     0.7622887     0.1624283     1.1277498    -0.0896757     0.0002417     0.0022465     0.0018822     0.0014986    -0.0008571    -0.0000048     0.0000008
     0.7646534     0.1720063     1.1476696    -0.0895162     0.0001890     0.0016520     0.0013046     0.0009697    -0.0006555    -0.0000233     0.0000088
     0.7668336     0.1820577     1.1660709    -0.0889364     0.0000533     0.0010404     0.0008188     0.0005216    -0.0004352    -0.0000106    -0.0000017
     0.7688320     0.1925804     1.1797299    -0.0877169    -0.0000819     0.0004973     0.0004596     0.0002423    -0.0002166    -0.0000054    -0.0000017
     0.7706560     0.2035730     1.1862532    -0.0857868     0.0000370     0.0001993     0.0002414     0.0001027    -0.0000746    -0.0000011    -0.0000017
     0.7723146     0.2150365     1.1875021    -0.0833168    -0.0000120     0.0000761     0.0001311     0.0000487    -0.0000119    -0.0000002    -0.0000013
     0.7738150     0.2269750     1.1862468    -0.0805198    -0.0000051     0.0000424     0.0000814     0.0000264     0.0000035    -0.0000006    -0.0000002
     0.7751614     0.2393970     1.1843334    -0.0775282     0.0000003     0.0000307     0.0000572     0.0000159     0.0000057    -0.0000003    -0.0000001

     0.7226046     0.0671375    -0.0827586     0.0648844     0.0008017     0.0084907     0.0055258     0.0113331    -0.0054248    -0.0002039     0.0001391
     0.7251830     0.0708722    -0.1181139     0.0957211     0.0007401     0.0105238     0.0075789     0.0120211    -0.0054704    -0.0001148    -0.0000042
     0.7277297     0.0750278    -0.1084183     0.0938775     0.0011848     0.0125160     0.0104209     0.0128728    -0.0056887     0.0000380    -0.0001095
     0.7302933     0.0795577    -0.0791537     0.0814231     0.0013431     0.0160952     0.0148977     0.0155352    -0.0071945     0.0001852    -0.0002167
     0.7329265     0.0844177    -0.0262024     0.0602067     0.0001274     0.0227017     0.0215362     0.0214486    -0.0103591     0.0002768    -0.0000982
     0.7356539     0.0895922     0.0608572     0.0292379    -0.0001744     0.0323065     0.0306666     0.0305327    -0.0157509     0.0003191    -0.0001146
     0.7384806     0.0950813     0.1838223    -0.0049564     0.0012803     0.0462831     0.0401814     0.0400765    -0.0230477    -0.0000205    -0.0002530
     0.7413991     0.1008963     0.3419856    -0.0385779    -0.0010268     0.0602037     0.0459706     0.0460846    -0.0300540    -0.0004077    -0.0000705
     0.7443917     0.1070555     0.5318040    -0.0668666     0.0002550     0.0697758     0.0438163     0.0436394    -0.0328836    -0.0001253    -0.0000932
     0.7474318     0.1135815     0.7364122    -0.0843845     0.0000063     0.0625826     0.0336100     0.0318764    -0.0276967    -0.0000158    -0.0001728
     0.7504846     0.1204985     0.9112679    -0.0896714     0.0006690     0.0369041     0.0209512     0.0174378    -0.0164825     0.0000604    -0.0001511
     0.7535110     0.1278300     1.0160933    -0.0892753     0.0011600     0.0150469     0.0115045     0.0085225    -0.0069912    -0.0000902    -0.0000482
     0.7564692     0.1355968     1.0636952    -0.0886909     0.0015700     0.0062272     0.0064053     0.0045184    -0.0025489    -0.0000955    -0.0000014
     0.7593203     0.1438157     1.0874869    -0.0889221     0.0016273     0.0037887     0.0039309     0.0029745    -0.0013069     0.0000051    -0.0000059
     0.7620307     0.1524984     1.1064656    -0.0894581     0.0010022     0.0029166     0.0026969     0.0021585    -0.0010260    -0.0000083    -0.0000019
     0.7645760     0.1616516     1.1261231    -0.0896644     0.0002431     0.0022900     0.0019382     0.0015352    -0.0008702    -0.0000032     0.0000007
     0.7669423     0.1712776     1.1461463    -0.0896183     0.0001718     0.0016873     0.0013442     0.0009965    -0.0006671    -0.0000245     0.0000083
     0.7691252     0.1813756     1.1647543    -0.0891200     0.0000828     0.0010711     0.0008459     0.0005406    -0.0004461    -0.0000110    -0.0000016
     0.7711278     0.1919435     1.1787523    -0.0879642    -0.0000797     0.0005170     0.0004767     0.0002522    -0.0002247    -0.0000057    -0.0000008
     0.7729579     0.2029804     1.1855777    -0.0860851     0.0000381     0.0002070     0.0002505     0.0001070    -0.0000777    -0.0000015    -0.0000015
     0.7746240     0.2144872     1.1869534    -0.0836487    -0.0000124     0.0000793     0.0001354     0.0000505    -0.0000125    -0.0000001    -0.0000014
     0.7761332     0.2264683     1.1857330    -0.0808720    -0.0000049     0.0000438     0.0000837     0.0000273     0.0000038    -0.0000006    -0.0000002
     0.7774894     0.2389320     1.1838152    -0.0778921     0.0000002     0.0000316     0.0000584     0.0000163     0.0000061    -0.0000003    -0.0000001

     0.7246272     0.0656095    -0.0851309     0.0656118     0.0004754     0.0085383     0.0054102     0.0110428    -0.0053634    -0.0001920     0.0001077
     0.7272024     0.0693738    -0.1202611     0.0958174     0.0006122     0.0106469     0.0075393     0.0117300    -0.0054567    -0.0001378    -0.0000193
     0.7297616     0.0735633    -0.1111374     0.0940159     0.0006319     0.0125908     0.0102914     0.0125275    -0.0056668    -0.0000588    -0.0001174
     0.7323519     0.0781374    -0.0836357     0.0820722     0.0014292     0.0159547     0.0145697     0.0150612    -0.0070005     0.0001176    -0.0001971
     0.7350184     0.0830474    -0.0328712     0.0616143     0.0004261     0.0221696     0.0209488     0.0206655    -0.0100501     0.0002377    -0.0001330
     0.7377809     0.0882748     0.0498402     0.0321759    -0.0003440     0.0314447     0.0297528     0.0293902    -0.0150698     0.0003055    -0.0001026
     0.7406422     0.0938183     0.1680858    -0.0010637     0.0011980     0.0448753     0.0392025     0.0388752    -0.0222338    -0.0001271    -0.0002054
     0.7435931     0.0996887     0.3210495    -0.0344419    -0.0008370     0.0586888     0.0456825     0.0458586    -0.0292905    -0.0003347    -0.0000664
     0.7466146     0.1059038     0.5058653    -0.0633850    -0.0001551     0.0692636     0.0447247     0.0446823    -0.0328000    -0.0001691    -0.0000734
     0.7496787     0.1124860     0.7088122    -0.0825134    -0.0001143     0.0650290     0.0355302     0.0340840    -0.0289331    -0.0000996    -0.0001751
     0.7527505     0.1194590     0.8908346    -0.0892199     0.0004748     0.0408150     0.0227659     0.0194460    -0.0181492     0.0001161    -0.0001920
     0.7557902     0.1268458     1.0057487    -0.0892795     0.0010353     0.0174271     0.0126351     0.0094804    -0.0080842    -0.0000574    -0.0000992
     0.7587572     0.1346668     1.0597378    -0.0886568     0.0014459     0.0069204     0.0069760     0.0048846    -0.0029322    -0.0000939    -0.0000143
     0.7616132     0.1429386     1.0854779    -0.0888929     0.0016896     0.0039688     0.0041724     0.0031147    -0.0013890     0.0000045    -0.0000123
     0.7643262     0.1516726     1.1048131    -0.0894367     0.0010783     0.0029847     0.0028075     0.0022210    -0.0010437    -0.0000080     0.0000037
