#
# From LES simulations of the flow over a wall-mounted hump
# Published in
#      Avdis A., Lardeau S. & Leschziner M.A. (2009) 
#           Large Eddy Simulation of Separated Flow over a Glauert-Goldschmied 
#           Wall-Mounted Hump with and without Control by Means of a Synthetic Jet
#           Flow, Turbulence And Combustion, 83, 343-370.
# (see also Greenblatt et al, AIAA Journal, vol.44, numb.2 pp.194-207)
# 
# Reference velocity: U_in
# Reference length: C 
# Re_C = U_in C/nu = 935,892
# 
# Other parameters:
#     Domain width z = 0.4 C
#     Hump height h = 0.13 C
#
# Boundary layer parameters upstream of the hump:
#     Momentum-thickness Reynolds number : Re_theta = 6771
#     Boundary-layer thickness : delta = 0.07 C  = 0.55 h
#     Displacement-thickness : delta^*  = 9.4 × 10−3 C = 0.073 h
#
# 
# Data: 
#    Resolution (nx,ny) = (207,23)
#    Domain extent from x = 0.625C to 1.583C
#
#    do i = 1,nx
#    do j = 1,ny
#       read(20,*) x(i,j),y(i,j),U(i,j),V(i,j),W(i,j)&
#                 ,uu(i,j),vv(i,j),ww(i,j)&
#                 ,uv(i,j),uw(i,j),vw(i,j)
#    enddo
#    read(20,*)
#    enddo
# 
#    x/C           y/C           U/U_in        V/U_in        W/U_in        uu/U_in^2     vv/U_in^2     ww/U_in^2     uv/U_in^2     uw/U_in^2     vw/U_in^2
     1.0902132     0.0188163     0.1187534    -0.0325799     0.0138443     0.0415184     0.0281916     0.0394782    -0.0112037     0.0009350     0.0000190
     1.0937750     0.0258765     0.1614545    -0.0445299     0.0082041     0.0469151     0.0327506     0.0400141    -0.0151182     0.0015077     0.0001610
     1.0978447     0.0335003     0.2124529    -0.0574407     0.0039582     0.0518280     0.0359247     0.0410914    -0.0187599     0.0015658    -0.0000814
     1.1022888     0.0416749     0.2720248    -0.0682888     0.0011581     0.0566905     0.0382078     0.0422963    -0.0218853     0.0014745    -0.0003471
     1.1070194     0.0503931     0.3415492    -0.0787494    -0.0010068     0.0604881     0.0389992     0.0429562    -0.0238364     0.0010322    -0.0003717
     1.1119696     0.0596482     0.4217024    -0.0875155    -0.0040061     0.0637102     0.0390811     0.0429036    -0.0255068     0.0016284    -0.0008255
     1.1170824     0.0694327     0.5107886    -0.0961725    -0.0039986     0.0643492     0.0374259     0.0402398    -0.0257462     0.0023924    -0.0012710
     1.1223071     0.0797372     0.6054477    -0.1026494    -0.0042221     0.0598631     0.0337552     0.0360985    -0.0236463     0.0020045    -0.0009987
     1.1275977     0.0905512     0.7030520    -0.1072982    -0.0044552     0.0532482     0.0288887     0.0312281    -0.0204526     0.0016710    -0.0008308
     1.1329130     0.1018627     0.7920326    -0.1093882    -0.0036423     0.0433178     0.0236061     0.0237331    -0.0165349     0.0009222    -0.0004776
     1.1382169     0.1136589     0.8730466    -0.1090810    -0.0016634     0.0318306     0.0181649     0.0176587    -0.0121325     0.0006597    -0.0003886
     1.1434792     0.1259267     0.9377493    -0.1068064    -0.0001506     0.0204618     0.0127953     0.0113262    -0.0081049     0.0001090    -0.0001477
     1.1486757     0.1386531     0.9907466    -0.1039985     0.0002488     0.0120050     0.0087478     0.0062675    -0.0050149    -0.0000531    -0.0000068
     1.1537880     0.1518254     1.0277737    -0.1003329    -0.0008895     0.0061383     0.0054830     0.0034319    -0.0026957    -0.0000104    -0.0000622
     1.1588029     0.1654317     1.0521647    -0.0961289    -0.0000928     0.0026568     0.0032560     0.0016152    -0.0010728     0.0000217     0.0000102
     1.1637114     0.1794610     1.0640112    -0.0918811     0.0002413     0.0013798     0.0018296     0.0006004    -0.0003194    -0.0000440     0.0000585
     1.1685082     0.1939035     1.0684007    -0.0875989     0.0000234     0.0007892     0.0010320     0.0002440    -0.0000846    -0.0000138     0.0000223
     1.1731905     0.2087504     1.0702690    -0.0834193     0.0000269     0.0005086     0.0006169     0.0001091    -0.0000224    -0.0000024     0.0000046
     1.1777571     0.2239945     1.0717378    -0.0794046    -0.0000006     0.0003438     0.0003984     0.0000551    -0.0000150    -0.0000023    -0.0000001
     1.1822087     0.2396303     1.0730874    -0.0755231    -0.0000014     0.0002429     0.0002731     0.0000297    -0.0000116    -0.0000013     0.0000000

     1.0906140     0.0012503     0.0232112    -0.0010286     0.0099306     0.0336949     0.0034246     0.0469148    -0.0004671     0.0004108     0.0000275
     1.0914607     0.0064936     0.0689183    -0.0106496     0.0167323     0.0356909     0.0132023     0.0428601    -0.0038717     0.0005360     0.0001272
     1.0933795     0.0123527     0.0958773    -0.0211714     0.0170498     0.0381106     0.0218015     0.0394138    -0.0073917     0.0007486     0.0000212
     1.0962335     0.0188322     0.1291002    -0.0331018     0.0123899     0.0416423     0.0280596     0.0394743    -0.0110628     0.0009302     0.0000239
     1.0997727     0.0258949     0.1713626    -0.0449858     0.0090032     0.0471020     0.0326973     0.0398446    -0.0150583     0.0012905     0.0001495
     1.1038162     0.0335209     0.2217597    -0.0564261     0.0047254     0.0515522     0.0358449     0.0415967    -0.0186667     0.0013713    -0.0001843
     1.1082352     0.0416987     0.2802604    -0.0677574     0.0011824     0.0561564     0.0380155     0.0423436    -0.0217140     0.0012699    -0.0003989
     1.1129423     0.0504208     0.3483131    -0.0775538    -0.0006332     0.0600606     0.0387294     0.0428051    -0.0237863     0.0008758    -0.0004140
     1.1178734     0.0596810     0.4280079    -0.0865929    -0.0027788     0.0635832     0.0387751     0.0425096    -0.0254823     0.0014019    -0.0007027
     1.1229734     0.0694719     0.5159973    -0.0953868    -0.0035826     0.0636264     0.0368660     0.0396922    -0.0252776     0.0021770    -0.0012333
     1.1281927     0.0797844     0.6095710    -0.1015553    -0.0046348     0.0590951     0.0332615     0.0358500    -0.0232246     0.0019841    -0.0009396
     1.1334862     0.0906082     0.7058233    -0.1059131    -0.0048252     0.0525040     0.0284866     0.0308511    -0.0201552     0.0017518    -0.0009079
     1.1388129     0.1019313     0.7936666    -0.1078713    -0.0036979     0.0428585     0.0233721     0.0234048    -0.0163460     0.0009693    -0.0004837
     1.1441368     0.1137410     0.8734280    -0.1074153    -0.0014554     0.0315685     0.0180140     0.0174814    -0.0120171     0.0005829    -0.0003059
     1.1494269     0.1260240     0.9377145    -0.1052528    -0.0003520     0.0202939     0.0127477     0.0112867    -0.0080588     0.0001210    -0.0001352
     1.1546582     0.1387673     0.9902234    -0.1024318     0.0002517     0.0119681     0.0087074     0.0062897    -0.0050113    -0.0000603    -0.0000166
     1.1598113     0.1519579     1.0268528    -0.0988182    -0.0009056     0.0062272     0.0054900     0.0034498    -0.0027021    -0.0000095    -0.0000598
     1.1648715     0.1655837     1.0510183    -0.0946818    -0.0000961     0.0026898     0.0032775     0.0016310    -0.0010906     0.0000242     0.0000087
     1.1698290     0.1796334     1.0627590    -0.0904534     0.0002472     0.0013845     0.0018420     0.0006061    -0.0003103    -0.0000443     0.0000565
     1.1746775     0.1940969     1.0670955    -0.0862619     0.0000258     0.0007943     0.0010466     0.0002482    -0.0000835    -0.0000144     0.0000227
     1.1794133     0.2089652     1.0689874    -0.0821674     0.0000307     0.0005124     0.0006246     0.0001111    -0.0000223    -0.0000020     0.0000058
     1.1840349     0.2242308     1.0705083    -0.0782306    -0.0000003     0.0003468     0.0004030     0.0000556    -0.0000146    -0.0000023    -0.0000001
     1.1885422     0.2398877     1.0718969    -0.0744216    -0.0000013     0.0002450     0.0002763     0.0000299    -0.0000113    -0.0000013     0.0000000

     1.0967264     0.0012522     0.0326324    -0.0010082     0.0120310     0.0338121     0.0035035     0.0464325    -0.0005399     0.0001003     0.0000052
     1.0975711     0.0065021     0.0801899    -0.0100303     0.0174462     0.0357477     0.0132918     0.0424896    -0.0039304     0.0005584     0.0000768
     1.0994802     0.0123655     0.1071330    -0.0211026     0.0159281     0.0377966     0.0216851     0.0393921    -0.0072685     0.0007603     0.0002265
     1.1023179     0.0188484     0.1398295    -0.0324448     0.0101514     0.0415941     0.0280838     0.0390457    -0.0111212     0.0011525     0.0000541
     1.1058354     0.0259138     0.1817374    -0.0444605     0.0092688     0.0468562     0.0325899     0.0397195    -0.0149855     0.0012620     0.0001980
     1.1098524     0.0335420     0.2306159    -0.0553575     0.0053681     0.0512460     0.0355998     0.0417692    -0.0186302     0.0014252    -0.0001621
     1.1142459     0.0417227     0.2887440    -0.0665060     0.0019196     0.0553705     0.0376937     0.0427862    -0.0216535     0.0008976    -0.0002333
     1.1189289     0.0504484     0.3552925    -0.0763566    -0.0008728     0.0596523     0.0385212     0.0427614    -0.0237263     0.0009681    -0.0005934
     1.1238399     0.0597132     0.4344848    -0.0859296    -0.0020454     0.0631226     0.0383938     0.0421563    -0.0252095     0.0012156    -0.0006224
     1.1289256     0.0695101     0.5212063    -0.0943734    -0.0031468     0.0628189     0.0363515     0.0392004    -0.0248067     0.0020477    -0.0011092
     1.1341377     0.0798302     0.6135174    -0.1005261    -0.0045650     0.0583834     0.0327404     0.0356612    -0.0228468     0.0018211    -0.0008551
     1.1394322     0.0906632     0.7084902    -0.1045211    -0.0049776     0.0519294     0.0280427     0.0303862    -0.0198156     0.0017756    -0.0009479
     1.1447684     0.1019973     0.7952007    -0.1064887    -0.0040476     0.0424362     0.0231501     0.0231985    -0.0161514     0.0010969    -0.0005284
     1.1501100     0.1138199     0.8736551    -0.1058469    -0.0012281     0.0314084     0.0177888     0.0174041    -0.0118587     0.0006004    -0.0003070
     1.1554258     0.1261176     0.9377233    -0.1036101    -0.0004295     0.0201873     0.0126996     0.0111733    -0.0079827     0.0001438    -0.0001181
     1.1606898     0.1388772     0.9896912    -0.1008459     0.0002076     0.0119271     0.0087045     0.0062908    -0.0049911    -0.0000508    -0.0000180
     1.1658815     0.1520856     1.0259391    -0.0973131    -0.0008914     0.0063026     0.0055018     0.0034689    -0.0027156     0.0000105    -0.0000699
     1.1709853     0.1657305     1.0498838    -0.0932058    -0.0001011     0.0027370     0.0032862     0.0016610    -0.0011111     0.0000212     0.0000113
     1.1759903     0.1798002     1.0615242    -0.0890317     0.0002469     0.0013859     0.0018685     0.0006086    -0.0003143    -0.0000394     0.0000552
     1.1808891     0.1942844     1.0658200    -0.0849131     0.0000330     0.0008000     0.0010586     0.0002516    -0.0000828    -0.0000145     0.0000232
     1.1856774     0.2091738     1.0677399    -0.0809001     0.0000342     0.0005164     0.0006331     0.0001134    -0.0000223    -0.0000020     0.0000069
     1.1903530     0.2244606     1.0693085    -0.0770446     0.0000002     0.0003499     0.0004077     0.0000563    -0.0000142    -0.0000023    -0.0000001
     1.1949154     0.2401385     1.0707336    -0.0733086    -0.0000014     0.0002471     0.0002795     0.0000302    -0.0000109    -0.0000013     0.0000000

     1.1029032     0.0012542     0.0418311    -0.0012902     0.0123728     0.0340846     0.0034802     0.0458565    -0.0005197    -0.0001198     0.0000354
     1.1037458     0.0065107     0.0910608    -0.0103886     0.0160752     0.0357102     0.0131787     0.0418052    -0.0038525     0.0007256    -0.0000507
     1.1056452     0.0123786     0.1185225    -0.0208067     0.0138593     0.0375315     0.0216689     0.0394133    -0.0072497     0.0007678    -0.0000618
     1.1084673     0.0188650     0.1505495    -0.0311653     0.0086339     0.0415118     0.0280538     0.0386849    -0.0111896     0.0013373    -0.0001203
     1.1119640     0.0259334     0.1923862    -0.0432588     0.0083938     0.0462205     0.0322818     0.0400229    -0.0149879     0.0012709     0.0000441
     1.1159549     0.0335638     0.2397875    -0.0548722     0.0056242     0.0508422     0.0353323     0.0416264    -0.0184218     0.0013717    -0.0001050
     1.1203221     0.0417472     0.2967008    -0.0655313     0.0031301     0.0548460     0.0374421     0.0426862    -0.0214189     0.0006890     0.0000226
     1.1249806     0.0504762     0.3624946    -0.0757353    -0.0005963     0.0591275     0.0381237     0.0425008    -0.0234230     0.0009786    -0.0005789
     1.1298703     0.0597453     0.4409662    -0.0850681    -0.0015958     0.0626664     0.0380184     0.0417474    -0.0249429     0.0011257    -0.0007581
     1.1349403     0.0695477     0.5263245    -0.0930976    -0.0029908     0.0619688     0.0360349     0.0389001    -0.0244448     0.0017848    -0.0009397
     1.1401436     0.0798748     0.6176999    -0.0991763    -0.0039329     0.0575852     0.0323800     0.0354382    -0.0225277     0.0014046    -0.0006784
     1.1454371     0.0907165     0.7109444    -0.1031145    -0.0049885     0.0513893     0.0276997     0.0300286    -0.0195553     0.0016386    -0.0009055
     1.1507804     0.1020610     0.7967828    -0.1048712    -0.0043503     0.0419539     0.0230333     0.0229107    -0.0159896     0.0012264    -0.0006508
     1.1561376     0.1138958     0.8738324    -0.1042401    -0.0012250     0.0312840     0.0175938     0.0172583    -0.0117523     0.0006350    -0.0003433
     1.1614766     0.1262075     0.9377504    -0.1019527    -0.0005910     0.0200364     0.0126702     0.0111265    -0.0079197     0.0001650    -0.0001217
     1.1667708     0.1389829     0.9891548    -0.0992403     0.0002264     0.0118736     0.0087063     0.0063349    -0.0049608    -0.0000716    -0.0000365
     1.1719989     0.1522085     1.0250650    -0.0957397    -0.0009161     0.0063525     0.0055321     0.0034641    -0.0027427     0.0000236    -0.0000572
     1.1771442     0.1658719     1.0487547    -0.0917106    -0.0000879     0.0028024     0.0033045     0.0016819    -0.0011281     0.0000113     0.0000065
     1.1821946     0.1799612     1.0603198    -0.0875744     0.0002368     0.0013934     0.0018783     0.0006139    -0.0003108    -0.0000384     0.0000516
     1.1871419     0.1944657     1.0645808    -0.0835481     0.0000406     0.0008073     0.0010741     0.0002569    -0.0000829    -0.0000156     0.0000241
     1.1919812     0.2093759     1.0665244    -0.0796233     0.0000380     0.0005206     0.0006409     0.0001158    -0.0000220    -0.0000017     0.0000079
     1.1967094     0.2246836     1.0681389    -0.0758477     0.0000007     0.0003532     0.0004125     0.0000569    -0.0000137    -0.0000023    -0.0000001
     1.2013258     0.2403823     1.0695978    -0.0721858    -0.0000013     0.0002493     0.0002828     0.0000305    -0.0000106    -0.0000013     0.0000000

     1.1091450     0.0012562     0.0517633    -0.0012497     0.0119487     0.0343259     0.0035171     0.0454364    -0.0005637    -0.0000959    -0.0000109
     1.1099856     0.0065194     0.1017067    -0.0101789     0.0146674     0.0356931     0.0131634     0.0416002    -0.0037824     0.0008669    -0.0000958
     1.1118755     0.0123919     0.1295318    -0.0198813     0.0127893     0.0374823     0.0216720     0.0392442    -0.0074200     0.0010246    -0.0001549
     1.1146822     0.0188819     0.1611663    -0.0307859     0.0086591     0.0413257     0.0280203     0.0383363    -0.0112081     0.0010373    -0.0000389
     1.1181589     0.0259536     0.2029275    -0.0426030     0.0071977     0.0458418     0.0322119     0.0398475    -0.0147988     0.0014915    -0.0000215
     1.1221249     0.0335866     0.2490169    -0.0540832     0.0064381     0.0502796     0.0351847     0.0410423    -0.0181655     0.0010796     0.0001174
     1.1264656     0.0417723     0.3046712    -0.0647243     0.0043163     0.0542781     0.0371158     0.0423212    -0.0210239     0.0004712     0.0003093
     1.1310991     0.0505045     0.3698733    -0.0744675     0.0007740     0.0587357     0.0379727     0.0421518    -0.0233128     0.0006472    -0.0004875
     1.1359667     0.0597775     0.4475571    -0.0839908    -0.0015545     0.0618745     0.0378106     0.0413755    -0.0246930     0.0011993    -0.0007424
     1.1410196     0.0695850     0.5314506    -0.0915071    -0.0027486     0.0609367     0.0359056     0.0386979    -0.0241612     0.0016022    -0.0008520
     1.1462126     0.0799187     0.6219162    -0.0976879    -0.0035439     0.0566700     0.0320945     0.0349958    -0.0222600     0.0011296    -0.0005840
     1.1515031     0.0907685     0.7134668    -0.1015612    -0.0048561     0.0508106     0.0274138     0.0296616    -0.0192989     0.0016107    -0.0007716
     1.1568514     0.1021228     0.7982940    -0.1032896    -0.0044813     0.0414995     0.0228699     0.0227568    -0.0158101     0.0012820    -0.0006704
     1.1622214     0.1139693     0.8740706    -0.1025128    -0.0012188     0.0310809     0.0174950     0.0170626    -0.0116708     0.0006787    -0.0003463
     1.1675811     0.1262945     0.9377157    -0.1002897    -0.0007062     0.0199378     0.0126595     0.0110684    -0.0078904     0.0002339    -0.0001496
     1.1729029     0.1390849     0.9886628    -0.0975437     0.0002175     0.0117764     0.0087211     0.0063993    -0.0049342    -0.0001087    -0.0000072
     1.1781648     0.1523273     1.0242151    -0.0941441    -0.0009013     0.0063883     0.0055693     0.0034851    -0.0027678     0.0000542    -0.0000676
     1.1833493     0.1660087     1.0476321    -0.0902234    -0.0000738     0.0028553     0.0033328     0.0017053    -0.0011551    -0.0000041     0.0000143
     1.1884429     0.1801170     1.0591321    -0.0861243     0.0002328     0.0014016     0.0019090     0.0006168    -0.0003181    -0.0000311     0.0000472
     1.1934370     0.1946414     1.0633717    -0.0821747     0.0000471     0.0008142     0.0010857     0.0002612    -0.0000824    -0.0000161     0.0000253
     1.1983254     0.2095719     1.0653440    -0.0783346     0.0000405     0.0005251     0.0006499     0.0001187    -0.0000219    -0.0000017     0.0000086
     1.2031047     0.2249001     1.0669995    -0.0746415     0.0000013     0.0003565     0.0004174     0.0000577    -0.0000133    -0.0000023    -0.0000001
     1.2077737     0.2406193     1.0684896    -0.0710540    -0.0000013     0.0002515     0.0002862     0.0000309    -0.0000102    -0.0000013     0.0000000

     1.1154522     0.0012583     0.0616951    -0.0012887     0.0109736     0.0344738     0.0035211     0.0455350    -0.0004978     0.0000027    -0.0000015
     1.1162908     0.0065283     0.1121311    -0.0101210     0.0153751     0.0358138     0.0132447     0.0415020    -0.0036559     0.0008277    -0.0000040
     1.1181716     0.0124055     0.1402716    -0.0201383     0.0123028     0.0375583     0.0217091     0.0388284    -0.0074421     0.0011333    -0.0001304
     1.1209633     0.0188993     0.1717427    -0.0316041     0.0080698     0.0410813     0.0277727     0.0382031    -0.0110624     0.0009012    -0.0001299
     1.1244208     0.0259745     0.2123302    -0.0429051     0.0063409     0.0456849     0.0319630     0.0394902    -0.0146377     0.0015149    -0.0001049
     1.1283630     0.0336103     0.2581336    -0.0538884     0.0066444     0.0496368     0.0348574     0.0408198    -0.0178688     0.0007781     0.0002349
     1.1326772     0.0417985     0.3125145    -0.0632947     0.0061175     0.0539056     0.0368935     0.0419143    -0.0206907     0.0000697     0.0004818
     1.1372857     0.0505337     0.3776088    -0.0731927     0.0018986     0.0582848     0.0379156     0.0422361    -0.0231523     0.0005540    -0.0002958
     1.1421305     0.0598103     0.4537807    -0.0830034    -0.0008909     0.0612780     0.0375677     0.0409197    -0.0244227     0.0010027    -0.0006256
     1.1471653     0.0696226     0.5364856    -0.0900453    -0.0027531     0.0599793     0.0355215     0.0382666    -0.0237974     0.0014459    -0.0007488
     1.1523464     0.0799624     0.6262023    -0.0961100    -0.0035017     0.0557012     0.0318243     0.0345677    -0.0219530     0.0009888    -0.0005785
     1.1576321     0.0908199     0.7159163    -0.1001443    -0.0049209     0.0502684     0.0270741     0.0293414    -0.0190433     0.0015372    -0.0007120
     1.1629833     0.1021837     0.7996876    -0.1016307    -0.0044614     0.0412036     0.0226183     0.0225101    -0.0156377     0.0012168    -0.0005798
     1.1683640     0.1140413     0.8743024    -0.1007868    -0.0011870     0.0308699     0.0173980     0.0169147    -0.0116431     0.0006860    -0.0003654
     1.1737419     0.1263793     0.9377189    -0.0985505    -0.0007656     0.0198634     0.0126753     0.0110075    -0.0078660     0.0002284    -0.0001475
     1.1790891     0.1391844     0.9881253    -0.0958724     0.0001997     0.0116946     0.0087429     0.0064523    -0.0049326    -0.0001411    -0.0000281
     1.1843824     0.1524428     1.0234155    -0.0925275    -0.0009268     0.0064042     0.0056019     0.0034749    -0.0027634     0.0000699    -0.0000632
     1.1896036     0.1661417     1.0465490    -0.0886786    -0.0000590     0.0029123     0.0033554     0.0017429    -0.0011805    -0.0000280     0.0000115
     1.1947385     0.1802687     1.0579696    -0.0846502     0.0002139     0.0014122     0.0019232     0.0006230    -0.0003258    -0.0000270     0.0000409
     1.1997771     0.1948125     1.0621995    -0.0807868     0.0000543     0.0008228     0.0011034     0.0002651    -0.0000832    -0.0000165     0.0000257
     1.2047130     0.2097631     1.0641962    -0.0770380     0.0000443     0.0005299     0.0006581     0.0001216    -0.0000216    -0.0000014     0.0000094
     1.2095419     0.2251115     1.0658903    -0.0734261     0.0000017     0.0003600     0.0004224     0.0000584    -0.0000129    -0.0000023     0.0000000
     1.2142621     0.2408509     1.0674089    -0.0699140    -0.0000013     0.0002539     0.0002895     0.0000312    -0.0000099    -0.0000013     0.0000000

     1.1218252     0.0012603     0.0719863    -0.0013391     0.0096535     0.0344157     0.0035535     0.0450539    -0.0005099     0.0000275    -0.0000026
     1.1226619     0.0065373     0.1229169    -0.0105614     0.0152187     0.0358467     0.0132811     0.0410052    -0.0035275     0.0009400    -0.0000211
     1.1245340     0.0124194     0.1511341    -0.0210385     0.0129482     0.0374829     0.0215340     0.0382644    -0.0072164     0.0010632    -0.0001504
     1.1273113     0.0189172     0.1823513    -0.0320326     0.0081913     0.0405850     0.0273235     0.0379496    -0.0108112     0.0007944    -0.0002173
     1.1307504     0.0259961     0.2218192    -0.0424635     0.0055802     0.0452219     0.0316477     0.0391013    -0.0145793     0.0013826    -0.0001547
     1.1346707     0.0336353     0.2665555    -0.0528714     0.0068327     0.0491265     0.0347001     0.0403358    -0.0177388     0.0003798     0.0003828
     1.1389589     0.0418260     0.3204007    -0.0620066     0.0070096     0.0535683     0.0366270     0.0412055    -0.0204508    -0.0000318     0.0003794
     1.1435423     0.0505641     0.3856796    -0.0719003     0.0025049     0.0575094     0.0378750     0.0421823    -0.0229685     0.0005154    -0.0001714
     1.1483639     0.0598443     0.4601466    -0.0816737    -0.0004836     0.0604151     0.0373627     0.0405627    -0.0241477     0.0008809    -0.0006241
     1.1533794     0.0696610     0.5414101    -0.0885164    -0.0027591     0.0590042     0.0351002     0.0381074    -0.0235031     0.0014156    -0.0007639
     1.1585472     0.0800065     0.6304452    -0.0944351    -0.0039642     0.0548085     0.0315589     0.0341607    -0.0216498     0.0011228    -0.0007501
     1.1638262     0.0908713     0.7186766    -0.0983174    -0.0052464     0.0494046     0.0269257     0.0289530    -0.0188652     0.0016284    -0.0007551
     1.1691781     0.1022439     0.8010000    -0.0999966    -0.0044074     0.0408205     0.0224307     0.0223359    -0.0154624     0.0011687    -0.0006112
     1.1745671     0.1141121     0.8745023    -0.0990665    -0.0013275     0.0307419     0.0173005     0.0166990    -0.0115692     0.0007644    -0.0003774
     1.1799605     0.1264625     0.9376873    -0.0968424    -0.0007179     0.0197960     0.0126842     0.0109953    -0.0078510     0.0002190    -0.0001027
     1.1853302     0.1392816     0.9875926    -0.0941603     0.0001419     0.0116773     0.0087238     0.0065061    -0.0049019    -0.0001573    -0.0000278
     1.1906523     0.1525556     1.0226578    -0.0908821    -0.0008988     0.0063963     0.0056568     0.0035162    -0.0027685     0.0000964    -0.0000556
     1.1959075     0.1662715     1.0454765    -0.0871390    -0.0000451     0.0029532     0.0034000     0.0017704    -0.0012165    -0.0000413     0.0000083
     1.2010809     0.1804165     1.0568287    -0.0831755     0.0002034     0.0014311     0.0019540     0.0006311    -0.0003391    -0.0000194     0.0000365
     1.2061620     0.1949793     1.0610602    -0.0793924     0.0000615     0.0008316     0.0011174     0.0002695    -0.0000826    -0.0000168     0.0000261
     1.2111430     0.2099494     1.0630833    -0.0757328     0.0000462     0.0005349     0.0006677     0.0001251    -0.0000215    -0.0000016     0.0000098
     1.2160195     0.2253177     1.0648115    -0.0722034     0.0000024     0.0003636     0.0004275     0.0000593    -0.0000126    -0.0000023     0.0000000
     1.2207891     0.2410769     1.0663559    -0.0687665    -0.0000011     0.0002563     0.0002929     0.0000316    -0.0000095    -0.0000013     0.0000000

     1.1282644     0.0012624     0.0828988    -0.0012107     0.0102551     0.0342788     0.0035324     0.0447598    -0.0005289     0.0001956    -0.0000585
     1.1290996     0.0065464     0.1345460    -0.0112499     0.0132651     0.0356089     0.0131439     0.0410532    -0.0034420     0.0011887    -0.0000114
     1.1309634     0.0124336     0.1615531    -0.0212726     0.0122833     0.0373159     0.0211170     0.0380951    -0.0070856     0.0011221    -0.0000041
     1.1337270     0.0189357     0.1924743    -0.0314255     0.0075615     0.0403310     0.0271287     0.0378048    -0.0108532     0.0009829    -0.0000463
     1.1371485     0.0260186     0.2313007    -0.0413728     0.0054918     0.0446799     0.0314946     0.0385190    -0.0146457     0.0011815     0.0002055
     1.1410484     0.0336616     0.2750501    -0.0510762     0.0064903     0.0486473     0.0343703     0.0397250    -0.0176199     0.0003467     0.0002595
     1.1453123     0.0418553     0.3286979    -0.0607554     0.0068100     0.0530123     0.0365907     0.0406667    -0.0204468     0.0001063     0.0003400
     1.1498705     0.0505963     0.3936140    -0.0710835     0.0035001     0.0567179     0.0376332     0.0417893    -0.0225321     0.0003687     0.0000108
     1.1546692     0.0598800     0.4664225    -0.0804267     0.0001286     0.0596062     0.0369829     0.0401195    -0.0236618     0.0007008    -0.0004841
     1.1596646     0.0697009     0.5463812    -0.0871584    -0.0028793     0.0580797     0.0346657     0.0376777    -0.0230541     0.0014081    -0.0007897
     1.1648173     0.0800518     0.6343851    -0.0929426    -0.0043069     0.0540702     0.0312757     0.0336858    -0.0213987     0.0013025    -0.0008057
     1.1700879     0.0909234     0.7213617    -0.0966292    -0.0056818     0.0486390     0.0267984     0.0285701    -0.0185888     0.0018894    -0.0007953
     1.1754384     0.1023045     0.8023975    -0.0981184    -0.0045115     0.0403952     0.0222793     0.0221381    -0.0153089     0.0011693    -0.0006101
     1.1808331     0.1141829     0.8747838    -0.0973307    -0.0012931     0.0306035     0.0171516     0.0166153    -0.0114974     0.0007895    -0.0003396
     1.1862394     0.1265451     0.9375708    -0.0951794    -0.0007097     0.0198423     0.0126455     0.0109579    -0.0078157     0.0002030    -0.0000852
     1.1916287     0.1393776     0.9870245    -0.0924780     0.0000968     0.0116996     0.0087295     0.0065401    -0.0048884    -0.0001666    -0.0000151
     1.1969765     0.1526666     1.0219577    -0.0892076    -0.0008714     0.0063725     0.0056964     0.0035399    -0.0027665     0.0000941    -0.0000522
     1.2022630     0.1663989     1.0444374    -0.0855633    -0.0000550     0.0029984     0.0034459     0.0018081    -0.0012499    -0.0000518     0.0000031
     1.2074723     0.1805614     1.0557122    -0.0816908     0.0001909     0.0014556     0.0019699     0.0006421    -0.0003552    -0.0000163     0.0000343
     1.2125931     0.1951427     1.0599574    -0.0779904     0.0000656     0.0008407     0.0011361     0.0002714    -0.0000842    -0.0000165     0.0000255
     1.2176169     0.2101318     1.0620035    -0.0744213     0.0000493     0.0005403     0.0006767     0.0001286    -0.0000211    -0.0000015     0.0000106
     1.2225387     0.2255195     1.0637628    -0.0709744     0.0000028     0.0003673     0.0004328     0.0000601    -0.0000121    -0.0000023     0.0000001
     1.2273558     0.2412981     1.0653301    -0.0676136    -0.0000011     0.0002588     0.0002964     0.0000321    -0.0000092    -0.0000013     0.0000000

     1.1347706     0.0012645     0.0943077    -0.0014940     0.0102164     0.0338661     0.0035742     0.0444061    -0.0004830     0.0001918    -0.0000223
     1.1356043     0.0065557     0.1457221    -0.0105959     0.0124759     0.0352857     0.0131693     0.0411011    -0.0035484     0.0013183    -0.0000039
     1.1374602     0.0124482     0.1726335    -0.0202296     0.0106148     0.0370129     0.0208869     0.0380819    -0.0070888     0.0013337     0.0000932
     1.1402110     0.0189548     0.2023586    -0.0299872     0.0061631     0.0402405     0.0268508     0.0376820    -0.0110886     0.0011535     0.0002239
     1.1436160     0.0260420     0.2406585    -0.0402440     0.0064729     0.0443286     0.0312353     0.0385854    -0.0146161     0.0009044     0.0004372
     1.1474968     0.0336892     0.2835289    -0.0498513     0.0061723     0.0482114     0.0341279     0.0391429    -0.0174366     0.0003848     0.0004045
     1.1517384     0.0418867     0.3370369    -0.0604849     0.0067742     0.0524628     0.0362663     0.0403125    -0.0201708     0.0001354     0.0003660
     1.1562718     0.0506306     0.4012929    -0.0704035     0.0037709     0.0558600     0.0371807     0.0414539    -0.0221368     0.0004648     0.0001514
