# Convergence of drag with grid size, fun3d with triangles
variables="N","h^2=1/N","h=sqrt(1/N)","C_D"
208896.  4.78707e-6  2.18794e-3  0.2840671E-02
 52224.  1.91483e-5  4.37588e-3  0.2826762E-02
 13056.  7.65931e-5  8.75175e-3  0.2802885E-02
  3264.  3.06373e-4  1.75035e-2  0.2757246E-02
   816.  1.22549e-3  3.50070e-2  0.2654095E-02
