TITLE     = "Coleman, Rumsey & Spalart (JFM 2018)"
VARIABLES = "x"
"Cp_wall"
"Ue_tilde"
"delta995"
"delta*"
"theta"
"Rtheta=Uinf*theta/\\nu"
"\\gamma_r"
"C_f=\\tau_wall/0.5\\rho Uinf^2"
ZONE T="Case C" I=6499 f=point
 -1.334921932E+01 2.252399921E-03 9.989870787E-01 1.238420233E-01 2.017577924E-02 1.371464040E-02 1.097171265E+03 1.540018013E-03 4.050290212E-03
 -1.334583282E+01 2.233803272E-03 9.993470907E-01 1.242228150E-01 2.021972090E-02 1.374753006E-02 1.099802368E+03 1.594817964E-03 4.051737022E-03
 -1.334244823E+01 2.211391926E-03 9.995312095E-01 1.246497557E-01 2.025220916E-02 1.378110982E-02 1.102488770E+03 1.482408028E-03 4.050534684E-03
 -1.333906174E+01 2.203404903E-03 9.988957047E-01 1.250991970E-01 2.023638040E-02 1.377991959E-02 1.102393555E+03 1.531586982E-03 4.048693459E-03
 -1.333567715E+01 2.211809158E-03 9.983696938E-01 1.253180355E-01 2.022276074E-02 1.377313025E-02 1.101850464E+03 1.423393027E-03 4.050604533E-03
 -1.333229160E+01 2.211570740E-03 9.983518720E-01 1.251830757E-01 2.020620927E-02 1.375843026E-02 1.100674438E+03 1.393885002E-03 4.055560566E-03
 -1.332890606E+01 2.193808556E-03 9.977635145E-01 1.249235198E-01 2.017259970E-02 1.373963989E-02 1.099171143E+03 1.367187011E-03 4.058751278E-03
 -1.332552147E+01 2.175629139E-03 9.972773194E-01 1.249040142E-01 2.020994946E-02 1.378650032E-02 1.102920044E+03 1.444468973E-03 4.058682360E-03
 -1.332213497E+01 2.167820930E-03 9.980564713E-01 1.251662970E-01 2.030845918E-02 1.387512032E-02 1.110009644E+03 1.558284974E-03 4.059250001E-03
 -1.331875038E+01 2.164006233E-03 9.985529780E-01 1.252874881E-01 2.034937963E-02 1.391351037E-02 1.113080811E+03 1.599033014E-03 4.062741529E-03
 -1.331536484E+01 2.158999443E-03 9.977101088E-01 1.251063943E-01 2.034186013E-02 1.391956024E-02 1.113564819E+03 1.667883946E-03 4.065460525E-03
 -1.331197929E+01 2.152800560E-03 9.969629049E-01 1.250576824E-01 2.031896077E-02 1.390676014E-02 1.112540771E+03 1.658048946E-03 4.065471236E-03
 -1.330859375E+01 2.147376537E-03 9.966233969E-01 1.252818853E-01 2.023101039E-02 1.382652018E-02 1.106121582E+03 1.711442950E-03 4.066798836E-03
 -1.330520821E+01 2.139389515E-03 9.959409833E-01 1.253512502E-01 2.013068087E-02 1.373566035E-02 1.098852783E+03 1.521751052E-03 4.070271738E-03
 -1.330182266E+01 2.117812634E-03 9.956101775E-01 1.252554357E-01 2.010292932E-02 1.370671019E-02 1.096536865E+03 1.558284974E-03 4.071518779E-03
 -1.329843712E+01 2.076983452E-03 9.959248900E-01 1.253418028E-01 2.009787969E-02 1.369468961E-02 1.095575195E+03 1.490838942E-03 4.070023075E-03
 -1.329505157E+01 2.031624317E-03 9.961349964E-01 1.255136877E-01 2.009391971E-02 1.369045023E-02 1.095235962E+03 1.547044027E-03 4.068577662E-03
 -1.329166698E+01 1.999974251E-03 9.966518283E-01 1.255814582E-01 2.014021017E-02 1.373184007E-02 1.098547241E+03 1.593412948E-03 4.067495000E-03
 -1.328828144E+01 1.982390881E-03 9.977940917E-01 1.256500334E-01 2.021031082E-02 1.378338970E-02 1.102671143E+03 1.625731005E-03 4.067157861E-03
 -1.328489590E+01 1.969397068E-03 9.985224009E-01 1.257765293E-01 2.027527057E-02 1.382794045E-02 1.106235229E+03 1.636971952E-03 4.068968818E-03
 -1.328151035E+01 1.958012581E-03 9.986984134E-01 1.259752065E-01 2.034536935E-02 1.388525032E-02 1.110820068E+03 1.620110008E-03 4.071835894E-03
 -1.327812481E+01 1.946210861E-03 9.989445210E-01 1.262852103E-01 2.038224973E-02 1.391565986E-02 1.113252808E+03 1.424798043E-03 4.074188415E-03
