VARIABLES = "y","mu_t"
ZONE T="CFL3D, SA-QCR2013"
 4.999999987E-07 1.397474581E-08
 1.000465204E-06 1.205508795E-07
 1.501861107E-06 5.183051144E-07
 2.004654107E-06 1.541704819E-06
 2.509312253E-06 3.667633109E-06
 3.016304618E-06 7.524175544E-06
 3.526103228E-06 1.390215311E-05
 4.039182386E-06 2.376955308E-05
 4.556018666E-06 3.828908302E-05
 5.077094102E-06 5.883919584E-05
 5.602892543E-06 8.703861386E-05
 6.133903298E-06 1.247751352E-04
 6.670620678E-06 1.742389431E-04
 7.213543540E-06 2.379605867E-04
 7.763177564E-06 3.188550181E-04
 8.320033885E-06 4.202712735E-04
 8.884630006E-06 5.460493849E-04
 9.457491615E-06 7.005850784E-04
 1.003915168E-05 8.889028104E-04
 1.063015134E-05 1.116738422E-03
 1.123103993E-05 1.390632591E-03
 1.184237772E-05 1.718038577E-03
 1.246473221E-05 2.107437700E-03
 1.309868276E-05 2.568477066E-03
 1.374481872E-05 3.112118458E-03
 1.440374217E-05 3.750810865E-03
 1.507606521E-05 4.498676863E-03
 1.576241448E-05 5.371734966E-03
 1.646342571E-05 6.388126872E-03
 1.717975465E-05 7.568401750E-03
 1.791206523E-05 8.935801685E-03
 1.866104139E-05 1.051661186E-02
 1.942737617E-05 1.234051399E-02
 2.021178625E-05 1.444102824E-02
 2.101499740E-05 1.685594954E-02
 2.183776087E-05 1.962788589E-02
 2.268083881E-05 2.280478366E-02
 2.354501703E-05 2.644060925E-02
 2.443110134E-05 3.059600107E-02
 2.533991210E-05 3.533900157E-02
 2.627229696E-05 4.074594006E-02
 2.722912359E-05 4.690229148E-02
 2.821128328E-05 5.390367284E-02
 2.921968553E-05 6.185682490E-02
 3.025527258E-05 7.088086009E-02
 3.131900667E-05 8.110839128E-02
 3.241187733E-05 9.268680215E-02
 3.353489956E-05 1.057795584E-01
 3.468912109E-05 1.205677167E-01
 3.587561514E-05 1.372511834E-01
 3.709548400E-05 1.560502499E-01
 3.834985910E-05 1.772069633E-01
 3.963991549E-05 2.009867132E-01
 4.096685007E-05 2.276792079E-01
 4.233189611E-05 2.575998008E-01
 4.373632328E-05 2.910904884E-01
 4.518143760E-05 3.285206258E-01
 4.666858513E-05 3.702873290E-01
 4.819914830E-05 4.168154597E-01
 4.977455319E-05 4.685571492E-01
 5.139626228E-05 5.259906650E-01
 5.306578896E-05 5.896191001E-01
 5.478467938E-05 6.599673033E-01
 5.655453788E-05 7.375796437E-01
 5.837701246E-05 8.230149746E-01
 6.025379116E-05 9.168421626E-01
 6.218662747E-05 1.019635201E+00
 6.417731493E-05 1.131964922E+00
 6.622770888E-05 1.254393220E+00
 6.833971565E-05 1.387464643E+00
 7.051529974E-05 1.531697989E+00
 7.275648386E-05 1.687578321E+00
 7.506535621E-05 1.855548024E+00
 7.744405593E-05 2.035998583E+00
 7.989480946E-05 2.229265213E+00
 8.241988689E-05 2.435617924E+00
