   x/c                       r/c
  -0.1471945023272148        0.3750000000000000     
  -0.1468830725572751        0.3750000538471711     
  -0.1465716428245777        0.3750002153886783     
  -0.1462602131663621        0.3750004846245018     
  -0.1459487836198707        0.3750008615546096     
  -0.1456373542223455        0.3750013461789569     
  -0.1453259250110262        0.3750019384974853     
  -0.1450144960231550        0.3750026385101242     
  -0.1447030672959739        0.3750034462167900     
  -0.1443916388667226        0.3750043616173860     
  -0.1440802107726431        0.3750053847118027     
  -0.1437687830509773        0.3750065154999178     
  -0.1434573557389649        0.3750077539815959     
  -0.1431459288738476        0.3750091001566894     
  -0.1428345024928672        0.3750105540250367     
  -0.1425230766332632        0.3750121155864644     
  -0.1422116513322773        0.3750137848407854     
  -0.1419002266271510        0.3750155617878004     
  -0.1415888025551236        0.3750174464272968     
  -0.1412773791534365        0.3750194387590493     
  -0.1409659564593311        0.3750215387828194     
  -0.1406545345100464        0.3750237464983563     
  -0.1403431133428236        0.3750260619053957     
  -0.1400316929949038        0.3750284850036609     
  -0.1397202735035257        0.3750310157928623     
  -0.1394088549059302        0.3750336542726969     
  -0.1390974372393574        0.3750364004428494     
  -0.1387860205410479        0.3750392543029913     
  -0.1384746048482400        0.3750422158527815     
  -0.1381631901981741        0.3750452850918657     
  -0.1378517766280907        0.3750484620198770     
  -0.1375403641752276        0.3750517466364353     
  -0.1372289528768248        0.3750551389411479     
  -0.1369175427701223        0.3750586389336092     
  -0.1366061338923576        0.3750622466134009     
  -0.1362947262807702        0.3750659619800911     
  -0.1359833199725998        0.3750697850332356     
  -0.1356719150050832        0.3750737157723776     
  -0.1353605114154598        0.3750777541970468     
  -0.1350491092409684        0.3750819003067603     
  -0.1347377085188457        0.3750861541010223     
  -0.1344263092863303        0.3750905155793240     
  -0.1341149115806607        0.3750949847411440     
  -0.1338035154390728        0.3750995615859480     
  -0.1334921208988048        0.3751042461131885     
  -0.1331807279970946        0.3751090383223053     
  -0.1328693367711777        0.3751139382127254     
  -0.1325579472582915        0.3751189457838629     
  -0.1322465594956735        0.3751240610351187     
  -0.1319351735205583        0.3751292839658816     
  -0.1316237893701830        0.3751346145755267     
  -0.1313124070817841        0.3751400528634167     
  -0.1310010266925958        0.3751455988289012     
  -0.1306896482398545        0.3751512524713169     
  -0.1303782717607960        0.3751570137899878     
  -0.1300668972926538        0.3751628827842251     
  -0.1297555248726635        0.3751688594533269     
  -0.1294441545380604        0.3751749437965785     
  -0.1291327863260770        0.3751811358132521     
  -0.1288214202739483        0.3751874355026074     
  -0.1285100564189088        0.3751938428638912     
  -0.1281986947981904        0.3752003578963373     
  -0.1278873354490271        0.3752069805991665     
  -0.1275759784086526        0.3752137109715867     
  -0.1272646237142980        0.3752205490127933     
  -0.1269532714031965        0.3752274947219685     
  -0.1266419215125811        0.3752345480982820     
  -0.1263305740796818        0.3752417091408899     
  -0.1260192291417311        0.3752489778489361     
  -0.1257078867359610        0.3752563542215513     
  -0.1253965468996008        0.3752638382578534     
  -0.1250852096698818        0.3752714299569476     
  -0.1247738750840354        0.3752791293179261     
  -0.1244625431792897        0.3752869363398678     
  -0.1241512139928753        0.3752948510218395     
  -0.1238398875620222        0.3753028733628947     
  -0.1235285639239580        0.3753110033620741     
  -0.1232172431159122        0.3753192410184054     
  -0.1229059251751137        0.3753275863309035     
  -0.1225946101387891        0.3753360392985705     
  -0.1222832980441667        0.3753445999203955     
  -0.1219719889284740        0.3753532681953550     
  -0.1216606828289385        0.3753620441224123     
  -0.1213493797827854        0.3753709277005178     
  -0.1210380798272416        0.3753799189286096     
  -0.1207267829995337        0.3753890178056120     
  -0.1204154893368857        0.3753982243304376     
  -0.1201041988765234        0.3754075385019847     
  -0.1197929116556724        0.3754169603191399     
  -0.1194816277115553        0.3754264897807766     
  -0.1191703470813968        0.3754361268857552     
  -0.1188590698024215        0.3754458716329231     
  -0.1185477959118507        0.3754557240211150     
  -0.1182365254469079        0.3754656840491531     
  -0.1179252584448164        0.3754757517158461     
  -0.1176139949427964        0.3754859270199899     
  -0.1173027349780702        0.3754962099603680     
  -0.1169914785878596        0.3755066005357506     
  -0.1166802258093838        0.3755170987448954     
  -0.1163689766798637        0.3755277045865467     
  -0.1160577312365198        0.3755384180594363     
  -0.1157464895165699        0.3755492391622834     
  -0.1154352515572337        0.3755601678937935     
  -0.1151240173957304        0.3755712042526601     
  -0.1148127870692764        0.3755823482375633     
  -0.1145015606150901        0.3755935998471703     
  -0.1141903380703891        0.3756049590801359     
  -0.1138791194723887        0.3756164259351017     
  -0.1135679048583056        0.3756280004106963     
  -0.1132566942653563        0.3756396825055358     
  -0.1129454877307544        0.3756514722182230     
  -0.1126342852917153        0.3756633695473482     
  -0.1123230869854541        0.3756753744914889     
  -0.1120118928491828        0.3756874870492092     
  -0.1117007029201154        0.3756997072190607     
  -0.1113895172354653        0.3757120349995824     
  -0.1110783358324433        0.3757244703892997     
  -0.1107671587482617        0.3757370133867258     
  -0.1104559860201326        0.3757496639903607     
  -0.1101448176852648        0.3757624221986916     
  -0.1098336537808694        0.3757752880101930     
  -0.1095224943441567        0.3757882614233262     
  -0.1092113394123342        0.3758013424365400     
