VARIABLES = "x"
"y"
"z"
"rho"
"u"
ZONE T="G1, diag, x=50, sorted"
    0.500000000E+02    0.214639501E-09    0.000000000E+00    0.103569698E+01    0.000000000E+00
    0.500000000E+02    0.214660963E-05    0.214660963E-05    0.103569698E+01    0.146541495E-06
    0.500000000E+02    0.431504850E-05    0.431504850E-05    0.103569698E+01    0.625186829E-06
    0.500000000E+02    0.650553875E-05    0.650553875E-05    0.103569698E+01    0.146630930E-05
    0.500000000E+02    0.871830434E-05    0.871830434E-05    0.103569698E+01    0.269179736E-05
    0.500000000E+02    0.109535722E-04    0.109533485E-04    0.103569698E+01    0.432094112E-05
    0.500000000E+02    0.109537978E-04    0.109535722E-04    0.103569698E+01    0.432112483E-05
    0.500000000E+02    0.132115711E-04    0.132115711E-04    0.103569698E+01    0.637227731E-05
    0.500000000E+02    0.154925310E-04    0.154925310E-04    0.103569698E+01    0.886325961E-05
    0.500000000E+02    0.177966867E-04    0.177966867E-04    0.103569698E+01    0.118114694E-04
    0.500000000E+02    0.201242747E-04    0.201242747E-04    0.103569698E+01    0.152343400E-04
    0.500000000E+02    0.224755331E-04    0.224752985E-04    0.103569698E+01    0.191491563E-04
    0.500000000E+02    0.224757714E-04    0.224755331E-04    0.103569698E+01    0.191495728E-04
    0.500000000E+02    0.248507004E-04    0.248507004E-04    0.103569698E+01    0.235741700E-04
    0.500000000E+02    0.272500220E-04    0.272500220E-04    0.103569698E+01    0.285265942E-04
    0.500000000E+02    0.296737417E-04    0.296737417E-04    0.103569698E+01    0.340247134E-04
    0.500000000E+02    0.321221087E-04    0.321221087E-04    0.103569698E+01    0.400868812E-04
    0.500000000E+02    0.345953777E-04    0.345953777E-04    0.103569698E+01    0.467317768E-04
    0.500000000E+02    0.370937923E-04    0.370937923E-04    0.103569698E+01    0.539784050E-04
    0.500000000E+02    0.396176183E-04    0.396176183E-04    0.103569698E+01    0.618461418E-04
    0.500000000E+02    0.421671066E-04    0.421671066E-04    0.103569698E+01    0.703547339E-04
    0.500000000E+02    0.447425227E-04    0.447425227E-04    0.103569698E+01    0.795243468E-04
    0.500000000E+02    0.473441251E-04    0.473441251E-04    0.103569698E+01    0.893755423E-04
    0.500000000E+02    0.499721900E-04    0.499719245E-04    0.103569698E+01    0.999287950E-04
    0.500000000E+02    0.499724556E-04    0.499721900E-04    0.103569698E+01    0.999298863E-04
    0.500000000E+02    0.526269760E-04    0.526269760E-04    0.103569698E+01    0.111207191E-03
    0.500000000E+02    0.553087593E-04    0.553087593E-04    0.103569698E+01    0.123231017E-03
    0.500000000E+02    0.580178130E-04    0.580178130E-04    0.103569698E+01    0.136023242E-03
