# Surface point definition used for Coanda airfoil
variables="x","y","z"
zone, t="1"
 1.894076631919870e-01  2.044269370058135e-02  0.000000000000000e+00
 1.899057170622760e-01  2.048676571313429e-02  0.000000000000000e+00
 1.903937115251120e-01  2.052994996037013e-02  0.000000000000000e+00
 1.908694415012150e-01  2.057204673387831e-02  0.000000000000000e+00
 1.913309370243590e-01  2.061288579691392e-02  0.000000000000000e+00
 1.917764908932300e-01  2.065231309175160e-02  0.000000000000000e+00
 1.922046743948300e-01  2.069020248353445e-02  0.000000000000000e+00
 1.926143445911180e-01  2.072645492975513e-02  0.000000000000000e+00
 1.930046431079240e-01  2.076099319024616e-02  0.000000000000000e+00
 1.933749863857960e-01  2.079376434375946e-02  0.000000000000000e+00
 1.937250494650620e-01  2.082474150515894e-02  0.000000000000000e+00
 1.940547452345010e-01  2.085391934890845e-02  0.000000000000000e+00
 1.943642007948380e-01  2.088130149808775e-02  0.000000000000000e+00
 1.946537285890100e-01  2.090692226670478e-02  0.000000000000000e+00
 1.949238007692220e-01  2.093082142417744e-02  0.000000000000000e+00
 1.951750207335900e-01  2.095305283080191e-02  0.000000000000000e+00
 1.954080970078350e-01  2.097367838232368e-02  0.000000000000000e+00
 1.956238184505010e-01  2.099276632292910e-02  0.000000000000000e+00
 1.958230309658410e-01  2.101039707723164e-02  0.000000000000000e+00
 1.960066189745950e-01  2.102664306020336e-02  0.000000000000000e+00
 1.961754862127030e-01  2.104158527814741e-02  0.000000000000000e+00
 1.963305412444150e-01  2.105530590402032e-02  0.000000000000000e+00
 1.964726850580640e-01  2.106788554525541e-02  0.000000000000000e+00
 1.966028009507090e-01  2.107940108915289e-02  0.000000000000000e+00
 1.967217462922930e-01  2.108992646221604e-02  0.000000000000000e+00
 1.968303460080040e-01  2.109953555697748e-02  0.000000000000000e+00
 1.969293882792190e-01  2.110829899737221e-02  0.000000000000000e+00
 1.970196213793240e-01  2.111628433839651e-02  0.000000000000000e+00
 1.971017520843700e-01  2.112355220113568e-02  0.000000000000000e+00
 1.971764443139520e-01  2.113016119414301e-02  0.000000000000000e+00
 1.972443191192370e-01  2.113616687686164e-02  0.000000000000000e+00
 1.973059553387510e-01  2.114162055848658e-02  0.000000000000000e+00
 1.973618906099970e-01  2.114656981495742e-02  0.000000000000000e+00
 1.974126226593000e-01  2.115106019111778e-02  0.000000000000000e+00
 1.974586114026820e-01  2.115513087631142e-02  0.000000000000000e+00
 1.975002804649980e-01  2.115881909874243e-02  0.000000000000000e+00
 1.975380193250320e-01  2.116215877752871e-02  0.000000000000000e+00
 1.975721852840690e-01  2.116518184196174e-02  0.000000000000000e+00
 1.976031056090880e-01  2.116791772696124e-02  0.000000000000000e+00
 1.976310796485550e-01  2.117039291940845e-02  0.000000000000000e+00
 1.976563808000000e-01  2.117263161000000e-02  0.000000000000000e+00
zone, t="2"
 1.897619839993530e-01  1.910811474715781e-02  0.000000000000000e+00
 1.902265289581800e-01  1.929304170903395e-02  0.000000000000000e+00
 1.906837506476620e-01  1.946247704693679e-02  0.000000000000000e+00
 1.911312655716090e-01  1.961650882074837e-02  0.000000000000000e+00
 1.915669225846380e-01  1.975545976638771e-02  0.000000000000000e+00
 1.919888305882830e-01  1.987987510415873e-02  0.000000000000000e+00
 1.923953712823080e-01  1.999052714744220e-02  0.000000000000000e+00
 1.927852130066510e-01  2.008838197734874e-02  0.000000000000000e+00
 1.931573295037530e-01  2.017449253412093e-02  0.000000000000000e+00
 1.935110008524680e-01  2.024990750847349e-02  0.000000000000000e+00
 1.938458079042520e-01  2.031555613893670e-02  0.000000000000000e+00
 1.941616635322280e-01  2.037188830838623e-02  0.000000000000000e+00
 1.944585388939430e-01  2.042011681455900e-02  0.000000000000000e+00
